%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
49.97,R. NAND,KARNAL,2,BJS,M,Haryana,168001,350081,336205,463594,75.51
50.54,G.L. NANDA,KAITHAL,1,INC,M,Haryana,180770,372708,357691,484420,76.94
42.99,I. SINGH,KAITHAL,2,SWA,M,Haryana,153760,372708,357691,484420,76.94
4.85,T. NATH,KAITHAL,3,IND,M,Haryana,17345,372708,357691,484420,76.94
1.63,T. SINGH,KAITHAL,4,IND,M,Haryana,5816,372708,357691,484420,76.94
50.26,R. SINGH,ROHTAK,1,INC,M,Haryana,176258,362943,350700,477706,75.98
34.41,R. SARUP,ROHTAK,2,BJS,M,Haryana,120662,362943,350700,477706,75.98
6.7,B. DASS,ROHTAK,3,IND,M,Haryana,23496,362943,350700,477706,75.98
2.49,S.R. SHARMA,ROHTAK,4,IND,M,Haryana,8722,362943,350700,477706,75.98
2.0,B. SINGH,ROHTAK,5,IND,M,Haryana,7026,362943,350700,477706,75.98
1.94,P. CHAND,ROHTAK,6,SSP,M,Haryana,6803,362943,350700,477706,75.98
1.78,M. RAM,ROHTAK,7,IND,M,Haryana,6255,362943,350700,477706,75.98
0.42,J. RAM,ROHTAK,8,IND,M,Haryana,1478,362943,350700,477706,75.98
58.8,S. SINGH,JHAJJAR,1,INC,M,Haryana,209492,367852,356287,501785,73.31
18.92,M. PARSHAD,JHAJJAR,2,IND,M,Haryana,67401,367852,356287,501785,73.31
7.71,R. PAT,JHAJJAR,3,CPI,M,Haryana,27467,367852,356287,501785,73.31
4.83,L. NARAIN,JHAJJAR,4,BJS,M,Haryana,17206,367852,356287,501785,73.31
3.31,D. SINGH,JHAJJAR,5,IND,M,Haryana,11806,367852,356287,501785,73.31
2.54,M. CHAND,JHAJJAR,6,SSP,M,Haryana,9038,367852,356287,501785,73.31
2.5,M. RAM,JHAJJAR,7,CPM,M,Haryana,8899,367852,356287,501785,73.31
1.4,B. SINGH,JHAJJAR,8,IND,M,Haryana,4978,367852,356287,501785,73.31
25.28,A. GANI,GURGAON,1,IND,M,Haryana,88326,369196,349394,527625,69.97
24.91,G. SINGH,GURGAON,2,INC,M,Haryana,87018,369196,349394,527625,69.97
20.08,D.P. SHASTRI,GURGAON,3,BJS,M,Haryana,70166,369196,349394,527625,69.97
11.8,S. RAI,GURGAON,4,RPI,M,Haryana,41213,369196,349394,527625,69.97
4.75,G. SINGH,GURGAON,5,CPM,M,Haryana,16580,369196,349394,527625,69.97
4.28,J. RAI,GURGAON,6,IND,M,Haryana,14959,369196,349394,527625,69.97
4.0,D.C. JALLAN,GURGAON,7,IND,M,Haryana,13974,369196,349394,527625,69.97
3.51,J. KHAN,GURGAON,8,CPI,M,Haryana,12276,369196,349394,527625,69.97
1.4,S. KUMAR,GURGAON,9,IND,M,Haryana,4882,369196,349394,527625,69.97
29.91,G. SINGH,MAHENDRAGARH,1,INC,M,Haryana,93903,332233,313998,491115,67.65
15.02,M. CHAND,MAHENDRAGARH,2,BJS,M,Haryana,47165,332233,313998,491115,67.65
9.46,G. DHAR,MAHENDRAGARH,3,RPI,M,Haryana,29707,332233,313998,491115,67.65
8.08,H. KRISHNA,MAHENDRAGARH,4,IND,M,Haryana,25376,332233,313998,491115,67.65
6.71,M.S.A.S.M. LAL,MAHENDRAGARH,5,IND,M,Haryana,21063,332233,313998,491115,67.65
6.27,K. SINGH,MAHENDRAGARH,6,SSP,M,Haryana,19695,332233,313998,491115,67.65
6.1,D. KARAN,MAHENDRAGARH,7,IND,M,Haryana,19142,332233,313998,491115,67.65
5.95,S. SINGH,MAHENDRAGARH,8,IND,M,Haryana,18686,332233,313998,491115,67.65
5.18,R. SINGH,MAHENDRAGARH,9,IND,M,Haryana,16271,332233,313998,491115,67.65
4.03,K. RAM,MAHENDRAGARH,10,IND,M,Haryana,12655,332233,313998,491115,67.65
1.83,B. DASS,MAHENDRAGARH,11,IND,M,Haryana,5745,332233,313998,491115,67.65
1.46,B. DEV,MAHENDRAGARH,12,IND,M,Haryana,4590,332233,313998,491115,67.65
36.09,R. KISHAN,HISSAR,1,INC,M,Haryana,115963,335463,321280,473354,70.87
33.86,M. RAM,HISSAR,2,SSP,M,Haryana,108784,335463,321280,473354,70.87
17.01,Y. SINGH,HISSAR,3,BJS,M,Haryana,54635,335463,321280,473354,70.87
4.99,K. RAM,HISSAR,4,IND,M,Haryana,16025,335463,321280,473354,70.87
3.45,M. LAL,HISSAR,5,IND,M,Haryana,11076,335463,321280,473354,70.87
2.33,R. SINGH,HISSAR,6,IND,M,Haryana,7477,335463,321280,473354,70.87
2.28,R. CHANDER,HISSAR,7,IND,M,Haryana,7320,335463,321280,473354,70.87
55.34,D. SINGH,SIRSA (SC),1,INC,M,Haryana,193919,365218,350395,507661,71.94
9.89,T. SINGH,SIRSA (SC),2,IND,M,Haryana,34638,365218,350395,507661,71.94
7.96,A. SINGH,SIRSA (SC),3,IND,M,Haryana,27877,365218,350395,507661,71.94
6.75,F. CHAND,SIRSA (SC),4,SSP,M,Haryana,23653,365218,350395,507661,71.94
4.91,R. SARUP,SIRSA (SC),5,SWA,M,Haryana,17191,365218,350395,507661,71.94
3.43,D. RAM,SIRSA (SC),6,CPI,M,Haryana,12015,365218,350395,507661,71.94
3.11,S. RAM,SIRSA (SC),7,PSP,M,Haryana,10905,365218,350395,507661,71.94
2.61,P. RAM,SIRSA (SC),8,IND,M,Haryana,9151,365218,350395,507661,71.94
1.96,S. SINGH,SIRSA (SC),9,IND,M,Haryana,6859,365218,350395,507661,71.94
1.47,S. RAM,SIRSA (SC),10,IND,M,Haryana,5153,365218,350395,507661,71.94
1.46,S.RAM,SIRSA (SC),11,IND,M,Haryana,5127,365218,350395,507661,71.94
1.12,H. SINGH,SIRSA (SC),12,IND,M,Haryana,3907,365218,350395,507661,71.94
55.6,S.A. AGHA,BARAMULLA,1,INC,M,Jammu And Kashmir,101769,188657,183023,367400,51.35
44.4,A.G. MALIK,BARAMULLA,2,JKN,M,Jammu And Kashmir,81254,188657,183023,367400,51.35
46.76,B.G. MOHAMAD,SRINAGAR,1,JKN,M,Jammu And Kashmir,59415,131997,127068,354364,37.25
39.49,A.M. TARIQ,SRINAGAR,2,INC,M,Jammu And Kashmir,50179,131997,127068,354364,37.25
9.99,T.N. MATOO,SRINAGAR,3,BJS,M,Jammu And Kashmir,12693,131997,127068,354364,37.25
3.76,S.A. MASUODI,SRINAGAR,4,IND,M,Jammu And Kashmir,4781,131997,127068,354364,37.25
0.0,M.S. QURESHI,ANANTNAG,1,INC,M,Jammu And Kashmir,0,0,0,1,0.0
0.0,K. BAKULA,LADAKH,1,INC,M,Jammu And Kashmir,0,0,0,51381,0.0
54.88,G.S. BRIGADIER,UDHAMPUR,1,INC,M,Jammu And Kashmir,134684,253797,245416,418795,60.6
31.7,B. SINGH,UDHAMPUR,2,BJS,M,Jammu And Kashmir,77806,253797,245416,418795,60.6
13.42,S.DASS,UDHAMPUR,3,JKN,M,Jammu And Kashmir,32926,253797,245416,418795,60.6
48.42,I.J. MALHOTRA,JAMMU,1,INC,M,Jammu And Kashmir,139036,297653,287117,440581,67.56
28.17,A. REHMAN,JAMMU,2,BJS,M,Jammu And Kashmir,80868,297653,287117,440581,67.56
12.69,R. SINGH,JAMMU,3,JKN,M,Jammu And Kashmir,36425,297653,287117,440581,67.56
10.72,K.D. SETHI,JAMMU,4,DNC,M,Jammu And Kashmir,30788,297653,287117,440581,67.56
45.98,ATAMDAS,MORENA (SC),1,IND,M,Madhya Pradesh,118167,272748,257007,514135,53.05
14.73,S. PRASAD,MORENA (SC),2,INC,M,Madhya Pradesh,37858,272748,257007,514135,53.05
13.28,BUDDHARAM,MORENA (SC),3,IND,M,Madhya Pradesh,34128,272748,257007,514135,53.05
8.37,CHHITARIYA,MORENA (SC),4,CPI,M,Madhya Pradesh,21518,272748,257007,514135,53.05
6.94,M. SINGH,MORENA (SC),5,SSP,M,Madhya Pradesh,17838,272748,257007,514135,53.05
6.18,MANGALIYA,MORENA (SC),6,IND,M,Madhya Pradesh,15882,272748,257007,514135,53.05
4.52,TULARAM,MORENA (SC),7,RPI,M,Madhya Pradesh,11616,272748,257007,514135,53.05
45.66,Y.S. KUSHWAH,BHIND,1,BJS,M,Madhya Pradesh,137586,317537,301340,516297,61.5
22.03,V. SINGH,BHIND,2,INC,M,Madhya Pradesh,66377,317537,301340,516297,61.5
11.44,G.P. KATAROLIYA,BHIND,3,IND,M,Madhya Pradesh,34472,317537,301340,516297,61.5
8.8,R.D.S. YADAV,BHIND,4,IND,M,Madhya Pradesh,26529,317537,301340,516297,61.5
8.11,RAMGOPAL,BHIND,5,RPI,M,Madhya Pradesh,24424,317537,301340,516297,61.5
3.97,G. VIDYARTHI,BHIND,6,IND,M,Madhya Pradesh,11952,317537,301340,516297,61.5
62.74,R. AVTAR,GWALIOR,1,BJS,M,Madhya Pradesh,193614,323071,308618,524192,61.63
14.63,VAIDEHICHARAN,GWALIOR,2,INC,M,Madhya Pradesh,45147,323071,308618,524192,61.63
10.52,DHARMENDRA,GWALIOR,3,IND,M,Madhya Pradesh,32458,323071,308618,524192,61.63
5.11,PYARELAL,GWALIOR,4,RPI,M,Madhya Pradesh,15767,323071,308618,524192,61.63
2.57,G. PRASAD,GWALIOR,5,IND,M,Madhya Pradesh,7936,323071,308618,524192,61.63
2.56,G. SINGH,GWALIOR,6,PSP,M,Madhya Pradesh,7909,323071,308618,524192,61.63
1.88,KANAHIYALAL,GWALIOR,7,IND,M,Madhya Pradesh,5787,323071,308618,524192,61.63
78.79,V.R. SCINDHIA,GUNA,1,SWA,F,Madhya Pradesh,231186,305701,293407,526703,58.04
15.34,D.K. JADHAV,GUNA,2,INC,M,Madhya Pradesh,44997,305701,293407,526703,58.04
5.87,B.N. BRIJESH,GUNA,3,IND,M,Madhya Pradesh,17224,305701,293407,526703,58.04
40.29,N. RAM,TIKAMGARH (SC),1,INC,M,Madhya Pradesh,111230,293115,276107,541011,54.18
16.03,R. DAS,TIKAMGARH (SC),2,IND,M,Madhya Pradesh,44252,293115,276107,541011,54.18
15.65,K. MATE,TIKAMGARH (SC),3,PSP,M,Madhya Pradesh,43215,293115,276107,541011,54.18
10.86,B. PRASAD,TIKAMGARH (SC),4,BJS,M,Madhya Pradesh,29996,293115,276107,541011,54.18
9.2,KHITTU,TIKAMGARH (SC),5,IND,M,Madhya Pradesh,25391,293115,276107,541011,54.18
6.27,P. LAL,TIKAMGARH (SC),6,IND,M,Madhya Pradesh,17312,293115,276107,541011,54.18
1.71,LATORE,TIKAMGARH (SC),7,CPI,M,Madhya Pradesh,4711,293115,276107,541011,54.18
48.93,D.V. SINGH,SATNA,1,INC,M,Madhya Pradesh,132260,285917,270307,525827,54.37
35.4,V.B.S. DEO,SATNA,2,BJS,M,Madhya Pradesh,95681,285917,270307,525827,54.37
6.64,P.B. SADASHIV,SATNA,3,IND,M,Madhya Pradesh,17950,285917,270307,525827,54.37
4.73,S.R. NAIPALI,SATNA,4,CPI,M,Madhya Pradesh,12789,285917,270307,525827,54.37
4.3,A.K. BACHCHA,SATNA,5,SSP,M,Madhya Pradesh,11627,285917,270307,525827,54.37
43.94,S.N. SHUKLA,REWA,1,INC,M,Madhya Pradesh,140468,339588,319657,559625,60.68
25.85,M. SINGH,REWA,2,SSP,M,Madhya Pradesh,82629,339588,319657,559625,60.68
18.48,M.R. SINGH,REWA,3,BJS,M,Madhya Pradesh,59061,339588,319657,559625,60.68
5.53,A.R. SINGH,REWA,4,PSP,M,Madhya Pradesh,17675,339588,319657,559625,60.68
3.02,R. JIYAMAN,REWA,5,IND,M,Madhya Pradesh,9640,339588,319657,559625,60.68
1.91,BRINDABAN,REWA,6,IND,M,Madhya Pradesh,6095,339588,319657,559625,60.68
1.28,J. PRASAD,REWA,7,IND,M,Madhya Pradesh,4089,339588,319657,559625,60.68
65.81,G. KUMARI,SHAHDOL (ST),1,INC,F,Madhya Pradesh,117146,191246,178017,471957,40.52
10.87,S. SINGH,SHAHDOL (ST),2,BJS,M,Madhya Pradesh,19342,191246,178017,471957,40.52
8.1,B. SINGH,SHAHDOL (ST),3,SSP,M,Madhya Pradesh,14420,191246,178017,471957,40.52
6.84,R.D. SINGH,SHAHDOL (ST),4,IND,M,Madhya Pradesh,12183,191246,178017,471957,40.52
5.32,K. SINGH,SHAHDOL (ST),5,PSP,M,Madhya Pradesh,9462,191246,178017,471957,40.52
3.07,O. SINGH,SHAHDOL (ST),6,IND,M,Madhya Pradesh,5464,191246,178017,471957,40.52
55.41,B.P. SINGH,SIDHI,1,INC,M,Madhya Pradesh,132069,252241,238369,519407,48.56
20.84,R.S. TIWARI,SIDHI,2,PSP,M,Madhya Pradesh,49686,252241,238369,519407,48.56
13.98,P. KESHARMANI,SIDHI,3,BJS,M,Madhya Pradesh,33326,252241,238369,519407,48.56
9.77,G.A. MAMAJI,SIDHI,4,SSP,M,Madhya Pradesh,23288,252241,238369,519407,48.56
41.69,B. SINGH,SURGUJA (ST),1,INC,M,Madhya Pradesh,63385,162101,152033,439322,36.9
34.83,S. RAM,SURGUJA (ST),2,BJS,M,Madhya Pradesh,52958,162101,152033,439322,36.9
9.87,B. SINGH,SURGUJA (ST),3,RPI,M,Madhya Pradesh,15003,162101,152033,439322,36.9
7.16,S. SAI,SURGUJA (ST),4,SSP,M,Madhya Pradesh,10884,162101,152033,439322,36.9
6.45,C. SINGH,SURGUJA (ST),5,PSP,M,Madhya Pradesh,9803,162101,152033,439322,36.9
44.4,R. GANDHA,RAIGARH (ST),1,INC,F,Madhya Pradesh,104980,251730,236458,504247,49.92
32.07,NARHARIPRASAD,RAIGARH (ST),2,BJS,M,Madhya Pradesh,75834,251730,236458,504247,49.92
11.51,SUKHRAM,RAIGARH (ST),3,PSP,M,Madhya Pradesh,27210,251730,236458,504247,49.92
6.07,N. SINGH,RAIGARH (ST),4,IND,M,Madhya Pradesh,14353,251730,236458,504247,49.92
5.95,DUKHRAM,RAIGARH (ST),5,IND,M,Madhya Pradesh,14081,251730,236458,504247,49.92
62.23,MINIMATA,JANJGIR (SC),1,INC,F,Madhya Pradesh,136589,229422,219485,500141,45.87
25.22,S.LAL,JANJGIR (SC),2,BJS,M,Madhya Pradesh,55349,229422,219485,500141,45.87
12.55,M.C. JANGDE,JANJGIR (SC),3,JAC,M,Madhya Pradesh,27547,229422,219485,500141,45.87
45.49,AMARSINGH,BILASPUR,1,INC,M,Madhya Pradesh,98430,229060,216395,468243,48.92
44.77,MADANLAL,BILASPUR,2,BJS,M,Madhya Pradesh,96889,229060,216395,468243,48.92
5.51,S. PAORANIK,BILASPUR,3,IND,M,Madhya Pradesh,11916,229060,216395,468243,48.92
4.23,S. SINGRAUL,BILASPUR,4,IND,M,Madhya Pradesh,9160,229060,216395,468243,48.92
53.76,V. SHUKLA,MAHASAMUND,1,INC,M,Madhya Pradesh,103885,205419,193246,512663,40.07
19.56,D. SINGH,MAHASAMUND,2,BJS,M,Madhya Pradesh,37799,205419,193246,512663,40.07
15.34,K. BAGHEL,MAHASAMUND,3,JAC,M,Madhya Pradesh,29636,205419,193246,512663,40.07
11.35,K.P. PODDAR,MAHASAMUND,4,IND,M,Madhya Pradesh,21926,205419,193246,512663,40.07
37.45,L. GUPTA,RAIPUR,1,INC,M,Madhya Pradesh,103863,295774,277371,538719,54.9
28.64,J. B. KRIPLANI,RAIPUR,2,JAC,M,Madhya Pradesh,79448,295774,277371,538719,54.9
18.15,J. DEVI,RAIPUR,3,BJS,F,Madhya Pradesh,50336,295774,277371,538719,54.9
8.91,N. JHANGLU,RAIPUR,4,IND,M,Madhya Pradesh,24711,295774,277371,538719,54.9
6.85,R. TIWARI,RAIPUR,5,IND,M,Madhya Pradesh,19013,295774,277371,538719,54.9
38.99,T.L.P. SHAH,KANKER (ST),1,BJS,M,Madhya Pradesh,90460,257823,232028,473390,54.46
37.47,S. DEVI,KANKER (ST),2,INC,F,Madhya Pradesh,86937,257823,232028,473390,54.46
15.62,D. THAKUR,KANKER (ST),3,PSP,M,Madhya Pradesh,36250,257823,232028,473390,54.46
7.92,G. L. MARSKOLE,KANKER (ST),4,IND,M,Madhya Pradesh,18381,257823,232028,473390,54.46
27.85,J. SUNDARLAL,BASTAR (ST),1,IND,M,Madhya Pradesh,53798,214777,193182,427235,50.27
18.91,R. JHADOO,BASTAR (ST),2,BJS,M,Madhya Pradesh,36531,214777,193182,427235,50.27
15.83,T.R. CHULE,BASTAR (ST),3,SSP,M,Madhya Pradesh,30582,214777,193182,427235,50.27
10.77,B. GAGRA,BASTAR (ST),4,IND,M,Madhya Pradesh,20800,214777,193182,427235,50.27
10.31,K. BONG,BASTAR (ST),5,INC,M,Madhya Pradesh,19914,214777,193182,427235,50.27
7.02,G. POKU,BASTAR (ST),6,IND,M,Madhya Pradesh,13569,214777,193182,427235,50.27
6.62,R. DARAHA,BASTAR (ST),7,IND,M,Madhya Pradesh,12784,214777,193182,427235,50.27
2.69,L. BHAWANI,BASTAR (ST),8,IND,M,Madhya Pradesh,5204,214777,193182,427235,50.27
41.22,V.Y. TAMASKAR,DURG,1,INC,M,Madhya Pradesh,108498,280983,263248,532152,52.8
28.18,M. BAKALIWAL,DURG,2,IND,M,Madhya Pradesh,74180,280983,263248,532152,52.8
16.37,R. DESHPANDE,DURG,3,IND,M,Madhya Pradesh,43090,280983,263248,532152,52.8
9.0,RAMKRISHNA,DURG,4,IND,M,Madhya Pradesh,23685,280983,263248,532152,52.8
5.24,GOUTMANAND,DURG,5,IND,M,Madhya Pradesh,13795,280983,263248,532152,52.8
53.02,P. DEVI,RAJNANDGAON,1,INC,F,Madhya Pradesh,132444,271482,249807,512194,53.0
18.42,P. ROY,RAJNANDGAON,2,CPI,M,Madhya Pradesh,46004,271482,249807,512194,53.0
16.01,K. PUROHIT,RAJNANDGAON,3,SSP,M,Madhya Pradesh,39996,271482,249807,512194,53.0
12.55,W.V. SHASTRI,RAJNANDGAON,4,BJS,M,Madhya Pradesh,31363,271482,249807,512194,53.0
50.57,C.R. GAUTAM,BALAGHAT,1,INC,M,Madhya Pradesh,125540,266751,248228,468694,56.91
19.47,R. BHANWARE,BALAGHAT,2,RPI,M,Madhya Pradesh,48323,266751,248228,468694,56.91
13.79,B.R. PARDHI,BALAGHAT,3,PSP,M,Madhya Pradesh,34220,266751,248228,468694,56.91
6.37,R. UMRE,BALAGHAT,4,IND,M,Madhya Pradesh,15818,266751,248228,468694,56.91
5.27,R. RAGHUNATH,BALAGHAT,5,IND,M,Madhya Pradesh,13090,266751,248228,468694,56.91
4.53,R. PATHAK,BALAGHAT,6,CPI,M,Madhya Pradesh,11237,266751,248228,468694,56.91
42.75,M. UIKEY,MANDLA (ST),1,INC,M,Madhya Pradesh,67390,167815,157653,479138,35.02
21.29,DHOKALSING,MANDLA (ST),2,PSP,M,Madhya Pradesh,33569,167815,157653,479138,35.02
17.15,SHYAMLAL,MANDLA (ST),3,BJS,M,Madhya Pradesh,27035,167815,157653,479138,35.02
11.12,B. KUSHRAM,MANDLA (ST),4,IND,M,Madhya Pradesh,17538,167815,157653,479138,35.02
7.69,CHANDANLAL,MANDLA (ST),5,IND,M,Madhya Pradesh,12121,167815,157653,479138,35.02
51.33,G. DAS,JABALPUR,1,INC,M,Madhya Pradesh,139427,286672,271608,487689,58.78
27.5,S. CHANDRA,JABALPUR,2,BJS,M,Madhya Pradesh,74697,286672,271608,487689,58.78
8.92,B.L. RAI,JABALPUR,3,IND,M,Madhya Pradesh,24235,286672,271608,487689,58.78
4.95,M.P. MISHRA,JABALPUR,4,IND,M,Madhya Pradesh,13436,286672,271608,487689,58.78
3.7,R.S. SUDAN,JABALPUR,5,IND,M,Madhya Pradesh,10038,286672,271608,487689,58.78
3.6,TEKCHAND,JABALPUR,6,RPI,M,Madhya Pradesh,9775,286672,271608,487689,58.78
48.25,M.J.B. PATEL,DAMOH,1,INC,M,Madhya Pradesh,127111,278035,263448,482099,57.67
25.62,W. SHASTRI,DAMOH,2,BJS,M,Madhya Pradesh,67490,278035,263448,482099,57.67
16.16,L.B.A. RAMDAS,DAMOH,3,SSP,M,Madhya Pradesh,42564,278035,263448,482099,57.67
9.98,V. KURMI,DAMOH,4,IND,M,Madhya Pradesh,26283,278035,263448,482099,57.67
45.23,RAMSINGH,SAGAR (SC),1,BJS,M,Madhya Pradesh,112943,260318,249703,496617,52.42
45.11,S. RAI,SAGAR (SC),2,INC,F,Madhya Pradesh,112646,260318,249703,496617,52.42
7.73,C. CHOUDHARY,SAGAR (SC),3,PSP,M,Madhya Pradesh,19305,260318,249703,496617,52.42
1.93,S. MANDLE,SAGAR (SC),4,SSP,M,Madhya Pradesh,4809,260318,249703,496617,52.42
44.72,G.R. MISHRA,CHHINDWARA,1,INC,M,Madhya Pradesh,86171,207556,192699,492457,42.15
19.82,H.S. AGARWAL,CHHINDWARA,2,BJS,M,Madhya Pradesh,38188,207556,192699,492457,42.15
11.58,N.S. SHASTRI,CHHINDWARA,3,IND,M,Madhya Pradesh,22315,207556,192699,492457,42.15
10.06,T.N. MAKKHANSINGH,CHHINDWARA,4,PSP,M,Madhya Pradesh,19393,207556,192699,492457,42.15
6.99,J. BHARGAVA,CHHINDWARA,5,IND,M,Madhya Pradesh,13464,207556,192699,492457,42.15
3.69,T. PANDEY,CHHINDWARA,6,IND,M,Madhya Pradesh,7113,207556,192699,492457,42.15
3.14,M.J. ALUWALA,CHHINDWARA,7,IND,M,Madhya Pradesh,6055,207556,192699,492457,42.15
45.78,S.N. KUMAR,BETUL,1,INC,M,Madhya Pradesh,102661,242985,224269,505649,48.05
39.58,R.S.D. PRASAD,BETUL,2,BJS,M,Madhya Pradesh,88762,242985,224269,505649,48.05
14.65,V.R. SHIVAJI,BETUL,3,RPI,M,Madhya Pradesh,32846,242985,224269,505649,48.05
54.64,C.N.S. DAULATSINGH,HOSHANGABAD,1,INC,M,Madhya Pradesh,131271,255016,240232,457587,55.73
45.36,K.H. VISHNU,HOSHANGABAD,2,PSP,M,Madhya Pradesh,108961,255016,240232,457587,55.73
48.81,J.R. JOSHI,BHOPAL,1,BJS,M,Madhya Pradesh,138698,295340,284134,528531,55.88
33.35,M. SULTAN,BHOPAL,2,INC,F,Madhya Pradesh,94767,295340,284134,528531,55.88
12.41,M.D. SHRIVASTAVA,BHOPAL,3,CPI,F,Madhya Pradesh,35274,295340,284134,528531,55.88
3.1,A.A. KHAN,BHOPAL,4,IND,M,Madhya Pradesh,8807,295340,284134,528531,55.88
2.32,H.B. BHIDE,BHOPAL,5,IND,M,Madhya Pradesh,6588,295340,284134,528531,55.88
57.2,S. SHARMA,VIDISHA,1,BJS,M,Madhya Pradesh,158105,291220,276429,508603,57.26
33.7,R. PANDEY,VIDISHA,2,INC,M,Madhya Pradesh,93168,291220,276429,508603,57.26
4.59,B. SINGH,VIDISHA,3,IND,M,Madhya Pradesh,12698,291220,276429,508603,57.26
4.51,M. VYAS,VIDISHA,4,IND,M,Madhya Pradesh,12458,291220,276429,508603,57.26
49.1,P. BABOORAO,SHAHJAPUR,1,BJS,M,Madhya Pradesh,133652,289381,272216,503266,57.5
34.44,L. JOSHI,SHAHJAPUR,2,INC,M,Madhya Pradesh,93748,289381,272216,503266,57.5
5.95,Y. KHAN,SHAHJAPUR,3,IND,M,Madhya Pradesh,16204,289381,272216,503266,57.5
5.56,MANGILAL,SHAHJAPUR,4,IND,M,Madhya Pradesh,15136,289381,272216,503266,57.5
2.85,JAGANNATH,SHAHJAPUR,5,IND,M,Madhya Pradesh,7749,289381,272216,503266,57.5
2.1,ONKARBAKSH,SHAHJAPUR,6,IND,M,Madhya Pradesh,5727,289381,272216,503266,57.5
55.76,HUKUMCHAND,UJJAIN (SC),1,BJS,M,Madhya Pradesh,176171,331094,315969,498856,66.37
38.24,D. SURYAVANSHI,UJJAIN (SC),2,INC,M,Madhya Pradesh,120840,331094,315969,498856,66.37
6.0,G.D. JATWA,UJJAIN (SC),3,IND,M,Madhya Pradesh,18958,331094,315969,498856,66.37
43.6,P.C. SETHI,INDORE,1,INC,M,Madhya Pradesh,134468,323444,308422,499407,64.77
32.54,H. DAJI,INDORE,2,IND,M,Madhya Pradesh,100350,323444,308422,499407,64.77
21.9,S.C. SINGHAL,INDORE,3,BJS,M,Madhya Pradesh,67551,323444,308422,499407,64.77
1.96,D. AWASTHI,INDORE,4,PSP,M,Madhya Pradesh,6053,323444,308422,499407,64.77
54.16,BHARATSINGH,DHAR (ST),1,BJS,M,Madhya Pradesh,133435,266069,246360,458570,58.02
45.84,JAMUNADEVI,DHAR (ST),2,INC,F,Madhya Pradesh,112925,266069,246360,458570,58.02
43.13,G. DIKSHIT,KHANDWA,1,INC,M,Madhya Pradesh,125236,309249,290372,496852,62.24
42.54,M. BHATT,KHANDWA,2,BJS,M,Madhya Pradesh,123538,309249,290372,496852,62.24
14.33,H. RAHMAN,KHANDWA,3,PSP,M,Madhya Pradesh,41598,309249,290372,496852,62.24
47.69,S.C.K. BAJPAI,KHARGONE,1,INC,M,Madhya Pradesh,113236,255641,237420,477890,53.49
43.83,R.V. BADE,KHARGONE,2,BJS,M,Madhya Pradesh,104072,255641,237420,477890,53.49
5.73,N. RUPA,KHARGONE,3,IND,M,Madhya Pradesh,13609,255641,237420,477890,53.49
2.74,L. RADHAKISHAN,KHARGONE,4,IND,M,Madhya Pradesh,6503,255641,237420,477890,53.49
40.5,SURSINGH,JHABUA (ST),1,INC,M,Madhya Pradesh,87419,232551,215823,461943,50.34
27.35,SADI,JHABUA (ST),2,SSP,F,Madhya Pradesh,59034,232551,215823,461943,50.34
21.6,KESHARSINGH,JHABUA (ST),3,BJS,M,Madhya Pradesh,46617,232551,215823,461943,50.34
10.54,SAWAISINGH,JHABUA (ST),4,SWA,M,Madhya Pradesh,22753,232551,215823,461943,50.34
52.4,K.S. SINGH,MANDSAUR,1,BJS,M,Madhya Pradesh,148654,294871,283706,482032,61.17
42.25,MANAKLAL,MANDSAUR,2,INC,M,Madhya Pradesh,119863,294871,283706,482032,61.17
5.35,S. SAWARKAR,MANDSAUR,3,IND,M,Madhya Pradesh,15189,294871,283706,482032,61.17
56.32,K. MANOHARAN,MADRAS NORTH,1,DMK,M,Madras,227783,411868,404452,550302,74.84
41.15,S. C. C. A. PILLAI,MADRAS NORTH,2,INC,M,Madras,166449,411868,404452,550302,74.84
2.53,P. M. LINGESAN,MADRAS NORTH,3,IND,M,Madras,10220,411868,404452,550302,74.84
59.38,C. N. ANNADURAI,MADRAS SOUTH,1,DMK,M,Madras,248099,423235,417783,575015,73.6
39.76,K. GURUMURTI,MADRAS SOUTH,2,INC,M,Madras,166121,423235,417783,575015,73.6
0.62,R. M. A. CHETTIAR,MADRAS SOUTH,3,BJS,M,Madras,2601,423235,417783,575015,73.6
0.23,I. S. RAO,MADRAS SOUTH,4,IND,M,Madras,962,423235,417783,575015,73.6
60.61,P. SIVASANKARAN,SRIPERUMBUDUR (SC),1,DMK,M,Madras,271528,459827,448018,595157,77.26
37.89,K. SAMBANDAN,SRIPERUMBUDUR (SC),2,INC,M,Madras,169763,459827,448018,595157,77.26
1.5,A. M. RATNASWAMY,SRIPERUMBUDUR (SC),3,IND,M,Madras,6727,459827,448018,595157,77.26
61.32,C. C. BABU,CHINGLEPUT,1,DMK,M,Madras,255845,431101,417217,538456,80.06
35.98,D. V. ALAGESAN,CHINGLEPUT,2,INC,M,Madras,150114,431101,417217,538456,80.06
2.7,S. T. NEELAKANTAN,CHINGLEPUT,3,IND,M,Madras,11258,431101,417217,538456,80.06
