%,CANDIDATE,CONSTITUENCY,NUMBER OF SEATS,No.,PARTY,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
55.72,SODHIA KHUBCHAND DARYAO SINGH NA,SAGAR,1,1,INC,Madhya Pradesh,87689,157374,157374,396406,39.70
20.30,CHINTAMANRAO BALAJIRAO NA,SAGAR,1,2,BJS,Madhya Pradesh,31943,157374,157374,396406,39.70
14.84,KESHERAO RAMACHANDRA RAO NA,SAGAR,1,3,SP,Madhya Pradesh,23349,157374,157374,396406,39.70
6.65,RAJARAM DURGAPRASAD NA,SAGAR,1,4,IND,Madhya Pradesh,10459,157374,157374,396406,39.70
2.50,SUBEDAR VASUDEORAO VENKATRAO NA,SAGAR,1,5,FBL(RG),Madhya Pradesh,3934,157374,157374,396406,39.70
47.55,TIWARI BABULAL SURAJBHAN NA,NIMAR,1,1,INC,Madhya Pradesh,83228,175023,175023,387579,45.16
20.51,BADRINARAYAN GANPATRAO NA,NIMAR,1,2,BJS,Madhya Pradesh,35905,175023,175023,387579,45.16
19.78,MISHRA MAHESHDUTTA CHANDRAGOPAL NA,NIMAR,1,3,KMPP,Madhya Pradesh,34627,175023,175023,387579,45.16
6.99,JOSHI RAMSHANKAR RAMRATAN NA,NIMAR,1,4,IND,Madhya Pradesh,12234,175023,175023,387579,45.16
5.16,LAXMINARAYAN ZILLIMAL NA,NIMAR,1,5,IND,Madhya Pradesh,9029,175023,175023,387579,45.16
39.66,SYED AHMAD NA,HOSHANGABAD,1,1,INC,Madhya Pradesh,65375,164838,164838,364350,45.24
39.55,H. V. KAMATH NA,HOSHANGABAD,1,2,IND,Madhya Pradesh,65201,164838,164838,364350,45.24
12.53,SUKUMAR PAGARE NA,HOSHANGABAD,1,3,SP,Madhya Pradesh,20653,164838,164838,364350,45.24
8.26,RAGHUNATH PRASAD NA,HOSHANGABAD,1,4,IND,Madhya Pradesh,13609,164838,164838,364350,45.24
53.16,RAICHAND BHAI SHAH NA,CHHINDWARA,1,1,INC,Madhya Pradesh,69997,131682,131682,381555,34.51
27.14,PANNALAL BHARGAVA NA,CHHINDWARA,1,2,IND,Madhya Pradesh,35742,131682,131682,381555,34.51
19.70,DEVENDRA KUMAR PATNI NA,CHHINDWARA,1,3,IND,Madhya Pradesh,25943,131682,131682,381555,34.51
59.77,BHIKULAL LAKHMICHAND CHANDAK NA,BETUL,1,1,INC,Madhya Pradesh,129277,216283,216283,387336,55.84
16.27,GOPAL NAMUJI DESHMUKH NA,BETUL,1,2,IND,Madhya Pradesh,35195,216283,216283,387336,55.84
13.34,NARAYANRAO KRISHNARAO MAHARANWAR NA,BETUL,1,3,SP,Madhya Pradesh,28856,216283,216283,387336,55.84
8.68,PRABHAKAR KESHAO TARE NA,BETUL,1,4,FBL(RG),Madhya Pradesh,18772,216283,216283,387336,55.84
1.93,SHRI RAM SHALIGRAM MALVIYA NA,BETUL,1,5,IND,Madhya Pradesh,4183,216283,216283,387336,55.84
60.81,SHRIMANNARAYAN DHARAMNARAYAN AGARWAL NA,WARDHA,1,1,INC,Madhya Pradesh,144755,238029,238029,390119,61.01
15.68,NILKANTH RAMCHANDRA ABHYYANKAR NA,WARDHA,1,2,SP,Madhya Pradesh,37330,238029,238029,390119,61.01
14.24,WAMAN NARSINGRAO GHORPADE NA,WARDHA,1,3,SKP,Madhya Pradesh,33896,238029,238029,390119,61.01
7.04,BABURAO VITHOBAJI BANGADE NA,WARDHA,1,4,BJS,Madhya Pradesh,16750,238029,238029,390119,61.01
2.23,MAROTRAO RAMJI DADILWAR NA,WARDHA,1,5,IND,Madhya Pradesh,5298,238029,238029,390119,61.01
49.30,ANUSAYABAI PURUSHOTTAM KALE NA,NAGPUR,1,1,INC,Madhya Pradesh,103566,210078,210078,352870,59.53
21.18,VINAYAK SAKHARAM DANDEKAR NA,NAGPUR,1,2,SP,Madhya Pradesh,44502,210078,210078,352870,59.53
16.00,PURUSHOTTAM MANSARAM DEKATE NA,NAGPUR,1,3,KMPP,Madhya Pradesh,33614,210078,210078,352870,59.53
10.61,NARAYAN BHASKAR KHARE NA,NAGPUR,1,4,HMS,Madhya Pradesh,22285,210078,210078,352870,59.53
2.91,LALA JAINARAYAN LAL MOHANLAL NA,NAGPUR,1,5,IND,Madhya Pradesh,6111,210078,210078,352870,59.53
28.45,CHATURBHUJ VITHALDAS JASANI NA,BHANDARA,2,1,INC,Madhya Pradesh,230096,808807,808807,770354,52.50
21.27,TULARAM CHANDRABHAN SAKHARE NA,BHANDARA,2,2,INC,Madhya Pradesh,171996,808807,808807,770354,52.50
19.06,JWALAPRASAD VISHAMBHARNATH DUBE NA,BHANDARA,2,3,SP,Madhya Pradesh,154125,808807,808807,770354,52.50
15.94,SAKHARAM MASA MESHARAM NA,BHANDARA,2,4,SCF,Madhya Pradesh,128896,808807,808807,770354,52.50
10.59,MADHAORAO GANGADHARRAO CHITANAVIS NA,BHANDARA,2,5,BJS,Madhya Pradesh,85687,808807,808807,770354,52.50
4.70,HEMCHANDRA JAGOBAJI KHANDEKAR NA,BHANDARA,2,6,IND,Madhya Pradesh,38007,808807,808807,770354,52.50
61.77,MULLA ABDULLABHAI TAHERALI NA,CHANDA,1,1,INC,Madhya Pradesh,142277,230336,230336,368225,62.55
23.94,GOVINDRAO NILKANTHRAO HASTAK NA,CHANDA,1,2,SP,Madhya Pradesh,55148,230336,230336,368225,62.55
14.29,RANSHAH BAPU-GANGSHAH BAPU SAYYAM NA,CHANDA,1,3,RRP,Madhya Pradesh,32911,230336,230336,368225,62.55
62.77,PANJABRAO SHAMRAO DESHMUKH NA,AMRAVATI EAST,1,1,INC,Madhya Pradesh,139120,221630,221630,357241,62.04
19.16,GANGABISEN MANIKLAL SIKCHI NA,AMRAVATI EAST,1,2,IND,Madhya Pradesh,42472,221630,221630,357241,62.04
18.07,DEORAO BALKRISHNA SADATPURE NA,AMRAVATI EAST,1,3,KMPP,Madhya Pradesh,40038,221630,221630,357241,62.04
57.92,KRUSHNARAO GULABRAO DESHMUKH NA,AMRAVATI WEST,1,1,INC,Madhya Pradesh,120266,207654,207654,384307,54.03
18.14,MADHAORAO DHANAJI SAGANE NA,AMRAVATI WEST,1,2,SP,Madhya Pradesh,37664,207654,207654,384307,54.03
8.00,POPATLAL BHAICHAND SHAH NA,AMRAVATI WEST,1,3,BJS,Madhya Pradesh,16620,207654,207654,384307,54.03
6.07,SUDARSHAN GULABCHAND SINGHAI NA,AMRAVATI WEST,1,4,IND,Madhya Pradesh,12609,207654,207654,384307,54.03
5.50,PARWATIBHAI SHIVAJI PATWARDHAN NA,AMRAVATI WEST,1,5,FBL(RG),Madhya Pradesh,11431,207654,207654,384307,54.03
4.36,BALKRISHNA GANESH KHAPARDE NA,AMRAVATI WEST,1,6,RRP,Madhya Pradesh,9064,207654,207654,384307,54.03
56.09,SAHADEO ARJUN BHARATI NA,YEOTMAL,1,1,INC,Madhya Pradesh,124376,221757,221757,396935,55.87
24.75,RAMNARAYAN RAMGOPAL CHEMADIA NA,YEOTMAL,1,2,SP,Madhya Pradesh,54887,221757,221757,396935,55.87
10.37,MAHADEO PAIKAJI KOLHE NA,YEOTMAL,1,3,IND,Madhya Pradesh,22993,221757,221757,396935,55.87
8.79,SANJABRAO BALIRAM DHOTE NA,YEOTMAL,1,4,SKP,Madhya Pradesh,19501,221757,221757,396935,55.87
28.22,GOPALRAO BAJIRAO KHEDKAR NA,BULDANA AKOLA,2,1,INC,Madhya Pradesh,243386,862425,862425,783957,55.00
24.46,LAXMAN SHARWAN BHATKAR NA,BULDANA AKOLA,2,2,INC,Madhya Pradesh,210946,862425,862425,783957,55.00
17.63,VISHWASRAO SUKTAJI KAMBLE NA,BULDANA AKOLA,2,6,SCF,Madhya Pradesh,152004,862425,862425,783957,55.00
11.48,PURUSHOTTAM BALWANT GOLE NA,BULDANA AKOLA,2,3,BJS,Madhya Pradesh,98969,862425,862425,783957,55.00
9.73,ANANDRAO AWADHUT MANKAR NA,BULDANA AKOLA,2,5,SKP,Madhya Pradesh,83946,862425,862425,783957,55.00
8.48,JANKIRAM NARAYAN KOTHALKAR NA,BULDANA AKOLA,2,4,SP,Madhya Pradesh,73174,862425,862425,783957,55.00
29.87,V. V. GIRI NA,PATHAPATNAM,1,1,INC,Madras,50084,167679,167679,338485,49.54
26.06,MADUSUDANA JAGADEV RAJA BAHADUR NA,PATHAPATNAM,1,2,IND,Madras,43689,167679,167679,338485,49.54
23.44,NARAYANA PANI NA,PATHAPATNAM,1,3,CPI,Madras,39308,167679,167679,338485,49.54
20.63,DUKKA SURYANARAYANA REDDY NA,PATHAPATNAM,1,4,KLP,Madras,34598,167679,167679,338485,49.54
28.00,BODDAPALLI RAJAGOPALA RAO NA,SRIKAKULAM,1,1,IND,Madras,51992,185675,185675,367407,50.54
22.94,PASUPATI LAKSHMI NARSINHA RAJU NA,SRIKAKULAM,1,2,INC,Madras,42593,185675,185675,367407,50.54
21.71,KAPPASATULA SUBBA RAO NA,SRIKAKULAM,1,3,KLP,Madras,40305,185675,185675,367407,50.54
16.79,KARISNI NARAYANA APPALA NAIDU NA,SRIKAKULAM,1,4,IND,Madras,31175,185675,185675,367407,50.54
10.56,SITHAMRAJA VENKATA SURYA LAXMI SAMBASIVA RAO NA,SRIKAKULAM,1,5,SP,Madras,19610,185675,185675,367407,50.54
33.87,N. RAMA SESHIAH NA,PARVATHIPURAM,1,1,IND,Madras,67124,198166,198166,368440,53.79
27.90,SENAPATHI SITHARAMA PATRUDU NA,PARVATHIPURAM,1,2,IND,Madras,55279,198166,198166,368440,53.79
19.95,GONA SEETHARAMA SWAMY NA,PARVATHIPURAM,1,3,INC,Madras,39540,198166,198166,368440,53.79
18.28,MALLAVAJJALA VENKATARAMAMURTHY NA,PARVATHIPURAM,1,4,KMPP,Madras,36223,198166,198166,368440,53.79
61.64,KANDALA SUBRAMANIAM NA,VIZIANAGARAM,1,1,SP,Madras,112096,181852,181852,374684,48.53
15.14,PASUMARIHI VEERABHADRASWAMI NA,VIZIANAGARAM,1,2,INC,Madras,27541,181852,181852,374684,48.53
12.86,BHAGAMAGARAPU VENKATA SANJEEVA RAO NA,VIZIANAGARAM,1,3,IND,Madras,23390,181852,181852,374684,48.53
10.35,KARUNAKAR KRISHNAMOORTHY NA,VIZIANAGARAM,1,4,KMPP,Madras,18825,181852,181852,374684,48.53
41.45,LANKA SUNDARAM NA,VISAHKAPATNAM,2,1,IND,Madras,140718,339476,339476,707707,47.97
36.56,K. SUBBARAJU NA,VISAHKAPATNAM,2,2,INC,Madras,124102,339476,339476,707707,47.97
21.99,E. SEETHAYYA NAIDU NA,VISAHKAPATNAM,2,3,KLP,Madras,74656,339476,339476,707707,47.97
UNCONTESTED,GAM MALLUDORA NA,VISAHKAPATNAM,2,4,IND,Madras,RETURNED,339476,339476,707707,47.97
39.08,CHELIKANI VENKATA RAMA RAO NA,KAKINADA,1,1,CPI,Madras,85901,219834,219834,346057,63.53
27.08,MOSLAKANTI TIRUMAL RAO NA,KAKINADA,1,2,INC,Madras,59540,219834,219834,346057,63.53
21.00,BULUSU SAMBAMURTHY NA,KAKINADA,1,3,KMPP,Madras,46175,219834,219834,346057,63.53
5.83,CHELA APPA RAO NA,KAKINADA,1,4,KLP,Madras,12816,219834,219834,346057,63.53
5.01,EALY VADIPALLI NA,KAKINADA,1,5,SCF,Madras,11005,219834,219834,346057,63.53
2.00,CHINTA SUBBA RAO NA,KAKINADA,1,6,IND,Madras,4397,219834,219834,346057,63.53
16.41,KANETI MOHANA RAO NA,RAJAHMUNDRY,2,6,CPI,Madras,147706,900175,900175,741484,60.70
16.26,NALLA REDDI NAIDU NA,RAJAHMUNDRY,2,1,SP,Madras,146331,900175,900175,741484,60.70
15.58,GAMMIDIDALA DURGABHAI NA,RAJAHMUNDRY,2,2,INC,Madras,140262,900175,900175,741484,60.70
12.72,RAMA DANAYYA NA,RAJAHMUNDRY,2,7,SCF,Madras,114471,900175,900175,741484,60.70
11.83,PERUNALA GOPALA KRISHNA NA,RAJAHMUNDRY,2,8,INC,Madras,106477,900175,900175,741484,60.70
10.69,PALAKODTI SURYAPRAKASA RAO NA,RAJAHMUNDRY,2,3,FBL(MG),Madras,96258,900175,900175,741484,60.70
7.26,AVASANALA RAMA RAO NA,RAJAHMUNDRY,2,4,IND,Madras,65332,900175,900175,741484,60.70
6.38,KAKARLA KAMESWARA RAO NA,RAJAHMUNDRY,2,5,KLP,Madras,57434,900175,900175,741484,60.70
2.88,ROYA B. MANIKYA RAO NA,RAJAHMUNDRY,2,9,IND,Madras,25904,900175,900175,741484,60.70
18.77,K. SUBHA RAO NA,ELURU,2,8,CPI,Madras,187822,1000456,1000456,694382,72.04
16.46,B. S. MURTHY NA,ELURU,2,1,KMPP,Madras,164671,1000456,1000456,694382,72.04
15.33,M. NARAYANAMURTHI NA,ELURU,2,2,CPI,Madras,153380,1000456,1000456,694382,72.04
15.19,C. AMMANARAJA NA,ELURU,2,3,INC,Madras,151922,1000456,1000456,694382,72.04
13.04,S. V. RAMAMURTHI NA,ELURU,2,4,KMPP,Madras,130447,1000456,1000456,694382,72.04
11.43,S. PRAKASA RAO NA,ELURU,2,9,INC,Madras,114378,1000456,1000456,694382,72.04
3.76,M. RANGAIAH NA,ELURU,2,5,SP,Madras,37645,1000456,1000456,694382,72.04
3.51,C. BHUVANIKARA RAO NA,ELURU,2,6,IND,Madras,35130,1000456,1000456,694382,72.04
2.50,B. RANGANAYAKALU NA,ELURU,2,7,IND,Madras,25061,1000456,1000456,694382,72.04
48.91,SANKA BUTEHIKOTTAIAH NA,MASULIPATNAM,1,1,CPI,Madras,124101,253728,253728,332940,76.21
30.45,K. VENKATA RAMAYYA NA,MASULIPATNAM,1,2,INC,Madras,77250,253728,253728,332940,76.21
10.82,M. BHAKTAVATSALA CHARYULU NA,MASULIPATNAM,1,3,SP,Madras,27450,253728,253728,332940,76.21
9.82,GORROPATI VENKATA SUBBIAH NA,MASULIPATNAM,1,4,KLP,Madras,24927,253728,253728,332940,76.21
51.51,K. GOPALA RAO NA,GUDIVADA,1,1,CPI,Madras,142537,276723,276723,355301,77.88
31.36,DUGGIRALA BALARAMAKRISHNIAH NA,GUDIVADA,1,2,INC,Madras,86785,276723,276723,355301,77.88
17.13,B-HANUMANTHA RAO NA,GUDIVADA,1,3,KLP,Madras,47401,276723,276723,355301,77.88
46.97,HARINDRANATH CHATOPADHYYA NA,VIJAYAVADA,1,1,IND,Madras,124320,264680,264680,367722,71.98
18.66,RAJYAM SINHA NA,VIJAYAVADA,1,2,INC,Madras,49396,264680,264680,367722,71.98
14.13,GOGINENI BHARATIDEVI NA,VIJAYAVADA,1,3,KLP,Madras,37406,264680,264680,367722,71.98
8.63,N. TULASIRAO NA,VIJAYAVADA,1,4,KMPP,Madras,22844,264680,264680,367722,71.98
5.03,GOPARAJU RAMACHANDRA RAO NA,VIJAYAVADA,1,5,IND,Madras,13320,264680,264680,367722,71.98
3.37,APPIKATLA JOSEPH NA,VIJAYAVADA,1,6,IND,Madras,8925,264680,264680,367722,71.98
1.84,KARLAPALAM LAKSHMI NARASIMHA RAO NA,VIJAYAVADA,1,7,IND,Madras,4864,264680,264680,367722,71.98
1.36,LAKSHMANA SASTRY NA,VIJAYAVADA,1,8,RRP,Madras,3605,264680,264680,367722,71.98
39.70,KOTHA RAGHURAMIAH NA,TENALI,1,1,INC,Madras,103126,259773,259773,341801,76.00
39.16,KORATALA SATYANARAYANA NA,TENALI,1,2,CPI,Madras,101738,259773,259773,341801,76.00
21.14,SEERAM VENKATA SUBBA RAO NA,TENALI,1,3,KLP,Madras,54909,259773,259773,341801,76.00
31.18,S. V. LAXMI NARASIMHAM NA,GUNTUR,1,1,IND,Madras,79350,254499,254499,364698,69.78
24.30,N. G. RANGA NA,GUNTUR,1,2,KLP,Madras,61833,254499,254499,364698,69.78
23.36,SHEIK GALIB SAHIB NA,GUNTUR,1,3,INC,Madras,59458,254499,254499,364698,69.78
21.16,P. RAVI VARMA NA,GUNTUR,1,4,KMPP,Madras,53858,254499,254499,364698,69.78
36.19,CHAPALAMADUGU RAMIAH CHOWDRY NA,NARASARAOPET,1,1,IND,Madras,78332,216472,216472,366257,59.10
22.36,NANDALA ANJANEYULU REDDI NA,NARASARAOPET,1,2,INC,Madras,48396,216472,216472,366257,59.10
10.02,KOUNRI KANNIAH NA,NARASARAOPET,1,3,KLP,Madras,21683,216472,216472,366257,59.10
8.64,PANGULURIA SESHA THALPASAYEE NA,NARASARAOPET,1,4,KMPP,Madras,18707,216472,216472,366257,59.10
6.17,MUTTANAPALL VENKATESWAREE NA,NARASARAOPET,1,5,IND,Madras,13364,216472,216472,366257,59.10
6.07,ANNAPRAGADA KAMESWARARAO NA,NARASARAOPET,1,6,IND,Madras,13139,216472,216472,366257,59.10
5.45,GADE SINHACHALAM NA,NARASARAOPET,1,7,RRP,Madras,11798,216472,216472,366257,59.10
5.11,SEELAM JOSEPH NA,NARASARAOPET,1,8,IND,Madras,11053,216472,216472,366257,59.10
21.06,M. NANADASS NA,ONGOLE,2,5,IND,Madras,152472,723926,723926,729786,49.60
17.45,P. VENKATARAGHAVIAH NA,ONGOLE,2,1,IND,Madras,126292,723926,723926,729786,49.60
14.00,K. VENKATARANGA CHETTI NA,ONGOLE,2,2,KMPP,Madras,101343,723926,723926,729786,49.60
12.73,E. SUNDARA RAMA REDDI NA,ONGOLE,2,3,INC,Madras,92175,723926,723926,729786,49.60
10.50,M. VEERASWAMI NA,ONGOLE,2,6,KMPP,Madras,75998,723926,723926,729786,49.60
8.88,V. C. KESAVA RAO NA,ONGOLE,2,7,INC,Madras,64265,723926,723926,729786,49.60
7.41,K. DEVASAHAYAM NA,ONGOLE,2,8,KLP,Madras,53628,723926,723926,729786,49.60
5.04,NAGINILLI VENKIAH NA,ONGOLE,2,4,KLP,Madras,36515,723926,723926,729786,49.60
2.93,P. PRAKASA RAO NA,ONGOLE,2,9,IND,Madras,21238,723926,723926,729786,49.60
32.65,BEZWADA RAMACHANDRA REDDY NA,NELLORE,1,1,IND,Madras,67582,207004,207004,347698,59.54
31.78,VENNALAKURTHI RAGHAVAIAH NA,NELLORE,1,2,INC,Madras,65795,207004,207004,347698,59.54
26.30,ISKA RAMIAH NA,NELLORE,1,3,IND,Madras,54447,207004,207004,347698,59.54
9.27,VADARI KALYANASUNDRAM NA,NELLORE,1,4,IND,Madras,19180,207004,207004,347698,59.54
27.74,SESHAGIRI RAO NA,NANDYAL,1,1,IND,Madras,67905,244765,244765,380100,64.39
25.04,SURA RAMI REDDY NA,NANDYAL,1,2,INC,Madras,61301,244765,244765,380100,64.39
23.75,M.K.V. REDDY NA,NANDYAL,1,3,IND,Madras,58121,244765,244765,380100,64.39
15.60,CHEGIREDDY BALI REDDY NA,NANDYAL,1,4,KLP,Madras,38192,244765,244765,380100,64.39
7.86,S. NAGAPPA NA,NANDYAL,1,5,KMPP,Madras,19246,244765,244765,380100,64.39
36.50,H. SITHARAMA REDDY NA,KURNOOL,1,1,INC,Madras,70887,194213,194213,354755,54.75
29.80,Y. GADILINGANA GOUD NA,KURNOOL,1,2,IND,Madras,57874,194213,194213,354755,54.75
12.58,M. VENKATASUBBAYYA NAIDU NA,KURNOOL,1,3,IND,Madras,24424,194213,194213,354755,54.75
12.18,MADIMULLAH SYED NA,KURNOOL,1,4,SP,Madras,23656,194213,194213,354755,54.75
8.94,M. VEMBU NA,KURNOOL,1,5,IND,Madras,17372,194213,194213,354755,54.75
56.91,T. SUBRAHMANYAM NA,BELLARY,1,1,INC,Madras,124976,219591,219591,358727,61.21
43.09,Y. MAHABALESHWARAPPA NA,BELLARY,1,2,IND,Madras,94615,219591,219591,358727,61.21
39.45,PAIDI LAKSHMAYYA NA,ANANTAPUR,1,1,INC,Madras,85187,215922,215922,364429,59.25
35.28,PAMIDI BAYAPA REDDI NA,ANANTAPUR,1,2,IND,Madras,76187,215922,215922,364429,59.25
25.26,RANGA REDDY NA,ANANTAPUR,1,3,KMPP,Madras,54548,215922,215922,364429,59.25
50.27,K. S. RAGHAVACHARI NA,PENUKONDA,1,1,KMPP,Madras,109408,217626,217626,352629,61.72
39.10,KALLURI SUBBA RAO NA,PENUKONDA,1,2,INC,Madras,85098,217626,217626,352629,61.72
10.62,K. V. RAMAKRISHNA REDDI NA,PENUKONDA,1,3,KLP,Madras,23120,217626,217626,352629,61.72
35.47,ESWARA REDDI YEDDULA NA,CUDDAPAH,1,1,CPI,Madras,85125,239982,239982,368066,65.20
27.78,P. BASI REDDY NA,CUDDAPAH,1,2,INC,Madras,66658,239982,239982,368066,65.20
12.43,RAMASASTRI BHASKARA NA,CUDDAPAH,1,3,KMPP,Madras,29833,239982,239982,368066,65.20
9.12,RAJA SEKHARA REDDI NA,CUDDAPAH,1,4,IND,Madras,21883,239982,239982,368066,65.20
7.35,CHINNA SUBHAIAH NANU BALA NA,CUDDAPAH,1,5,IND,Madras,17640,239982,239982,368066,65.20
4.24,R. V. S. SRIRAMULU NA,CUDDAPAH,1,6,IND,Madras,10165,239982,239982,368066,65.20
3.62,S. SANJEEVA REDDI NA,CUDDAPAH,1,7,IND,Madras,8678,239982,239982,368066,65.20
20.49,T. N. VISHWANATHA REDDI NA,CHITTOOR,2,1,INC,Madras,161590,788694,788694,717443,54.97
19.16,M. V. GANGADARA SIVA NA,CHITTOOR,2,6,INC,Madras,151082,788694,788694,717443,54.97
15.14,K. NANJAPPA NA,CHITTOOR,2,7,KLP,Madras,119412,788694,788694,717443,54.97
12.60,C. L. NARASIMHA REDDI NA,CHITTOOR,2,2,KLP,Madras,99400,788694,788694,717443,54.97
12.06,R. NARASIMHA REDDI NA,CHITTOOR,2,3,IND,Madras,95097,788694,788694,717443,54.97
8.04,T. SANKARA REDDI NA,CHITTOOR,2,4,SP,Madras,63420,788694,788694,717443,54.97
7.40,D. KHADAR KHAN NA,CHITTOOR,2,5,IND,Madras,58351,788694,788694,717443,54.97
5.12,RAJAHAMOHAN VITHAL NA,CHITTOOR,2,8,SCF,Madras,40342,788694,788694,717443,54.97
51.35,M. ANANTHASAYANAM AYYANAGAR NA,TIRUPATHI,1,1,INC,Madras,114782,223527,223527,376107,59.43
48.65,"N. VENKATARAM, NAIDU NA",TIRUPATHI,1,2,KLP,Madras,108745,223527,223527,376107,59.43
40.66,T. T. KRISHNAMACHARI NA,MADRAS,1,1,INC,Madras,79431,195370,195370,369299,52.90
32.38,BALASUBRAMANYA MDR. NA,MADRAS,1,2,JUSP,Madras,63254,195370,195370,369299,52.90
8.62,SRINIVASA RAMANUJAN NA,MADRAS,1,3,SP,Madras,16835,195370,195370,369299,52.90
5.40,KRISHNA PILLAI NA,MADRAS,1,4,IND,Madras,10555,195370,195370,369299,52.90
4.88,RAMANATHAN NA,MADRAS,1,5,REP,Madras,9535,195370,195370,369299,52.90
3.71,ACHAR NA,MADRAS,1,6,KMPP,Madras,7252,195370,195370,369299,52.90
3.05,RAMANATHAN CHETTIAR NA,MADRAS,1,7,IND,Madras,5953,195370,195370,369299,52.90
1.31,SRINIVASA IYER NA,MADRAS,1,8,HMS,Madras,2555,195370,195370,369299,52.90
17.89,MARGATHAM CHANDRASEKAR NA,TIRUVALLUR,2,9,INC,Madras,110265,616210,616210,704970,43.70
14.66,P. NATESAN NA,TIRUVALLUR,2,1,INC,Madras,90340,616210,616210,704970,43.70
13.14,GURUSWAMI NA,TIRUVALLUR,2,2,IND,Madras,80985,616210,616210,704970,43.70
10.78,SAROJINI RAJAH NA,TIRUVALLUR,2,3,KMPP,Madras,66450,616210,616210,704970,43.70
9.28,JAMES FORD NA,TIRUVALLUR,2,4,IND,Madras,57215,616210,616210,704970,43.70
8.78,N. SIVARAJ NA,TIRUVALLUR,2,10,SCF,Madras,54077,616210,616210,704970,43.70
6.97,J. MADANA RAJ NA,TIRUVALLUR,2,5,IND,Madras,42960,616210,616210,704970,43.70
6.61,K. RAMALINGAM NA,TIRUVALLUR,2,11,IND,Madras,40745,616210,616210,704970,43.70
3.48,NAGARAJA SARMA NA,TIRUVALLUR,2,6,KLP,Madras,21436,616210,616210,704970,43.70
2.93,PADMANABHA NAIDU NA,TIRUVALLUR,2,7,FBL(RG),Madras,18061,616210,616210,704970,43.70
2.87,SUBBARATHNAM NA,TIRUVALLUR,2,8,IND,Madras,17715,616210,616210,704970,43.70
2.59,SARAVANA PILLAI NA,TIRUVALLUR,2,12,IND,Madras,15961,616210,616210,704970,43.70
36.53,O. V. ALAGESAN NA,CHINGLEPUT,1,1,INC,Madras,55102,150835,150835,334352,45.11
26.42,A. R. L. PATHY NA,CHINGLEPUT,1,2,KMPP,Madras,39857,150835,150835,334352,45.11
23.04,SRINIVASAN NA,CHINGLEPUT,1,3,REP,Madras,34751,150835,150835,334352,45.11
14.01,UMAPATHI NA,CHINGLEPUT,1,4,TNT,Madras,21125,150835,150835,334352,45.11
55.63,A. KRISHNASWAMI NA,KANCHEEPURAM,1,1,CWL,Madras,111233,199957,199957,332827,60.08
44.37,T. CHENGALVARAYAN NA,KANCHEEPURAM,1,2,INC,Madras,88724,199957,199957,332827,60.08
20.89,MUTHUKRISHNAN NA,VELLORE,2,5,INC,Madras,139448,667641,667641,731534,45.63
17.70,RAMACHANDER NA,VELLORE,2,1,CWL,Madras,118154,667641,667641,731534,45.63
17.60,N. S. VARDACHARI NA,VELLORE,2,2,INC,Madras,117474,667641,667641,731534,45.63
17.56,MUHAMMED ANWAR NA,VELLORE,2,3,IND,Madras,117234,667641,667641,731534,45.63
14.39,KRISHNASWAMI NA,VELLORE,2,6,SCF,Madras,96045,667641,667641,731534,45.63
7.50,MURTHY NA,VELLORE,2,7,KMPP,Madras,50085,667641,667641,731534,45.63
4.37,AMBI IYER NA,VELLORE,2,4,KMPP,Madras,29201,667641,667641,731534,45.63
54.09,MUNISAMI NA,WANDIWAH,1,1,CWL,Madras,96011,177512,177512,336147,52.81
38.59,RAMACHANDRA REDDY NA,WANDIWAH,1,2,INC,Madras,68498,177512,177512,336147,52.81
7.33,LAKSHMANAN NA,WANDIWAH,1,3,HMS,Madras,13003,177512,177512,336147,52.81
41.88,C. R. NARASIMHAN NA,KRISHNAGIRI,1,1,INC,Madras,61672,147253,147253,355317,41.44
37.68,C. DORAISAMI GOUNDER NA,KRISHNAGIRI,1,2,IND,Madras,55478,147253,147253,355317,41.44
10.82,K. SHAMANNA NA,KRISHNAGIRI,1,3,KMPP,Madras,15929,147253,147253,355317,41.44
9.63,M. G. NATESA CHETTIAR NA,KRISHNAGIRI,1,4,IND,Madras,14174,147253,147253,355317,41.44
35.69,N. SATYANATHAN NA,DHARAMAPURI,1,1,IND,Madras,66216,185545,185545,360076,51.53
33.18,K. SUBRAMANIAN NA,DHARAMAPURI,1,2,INC,Madras,61570,185545,185545,360076,51.53
18.56,R. K. GURUNATHA CHETTIAR NA,DHARAMAPURI,1,3,IND,Madras,34432,185545,185545,360076,51.53
12.57,M. C. NATESA CHETTIAR NA,DHARAMAPURI,1,4,IND,Madras,23327,185545,185545,360076,51.53
44.44,S. V. RAMASWAMI NA,SALEM,1,1,INC,Madras,90570,203792,203792,366410,55.62
39.11,KONNU RAO SAHAIB S. DURAI KONNU PILLAI NA,SALEM,1,2,IND,Madras,79705,203792,203792,366410,55.62
16.45,RANGAIAH NA,SALEM,1,3,IND,Madras,33517,203792,203792,366410,55.62
21.68,BALAKRISHNAN NA,ERODE,2,5,INC,Madras,169708,782686,782686,743081,52.66
19.74,PERIASAMI GOUNDER NA,ERODE,2,1,INC,Madras,154527,782686,782686,743081,52.66
17.63,KESAVLAL JALIDAS SAIT NA,ERODE,2,2,IND,Madras,137955,782686,782686,743081,52.66
