%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
0.44,BHANI RAM,SIRSA (SC),10,RRP,M,HARYANA,1802,423139,413713,692956,61.06
0.23,BUTA SINGH,SIRSA (SC),11,IND,M,HARYANA,971,423139,413713,692956,61.06
0.21,HARI RAM,SIRSA (SC),12,IND,M,HARYANA,885,423139,413713,692956,61.06
51.01,KRISHAN DUTT,SIMLA (SC),1,INC(I),M,HIMACHAL PRADESH,136841,272407,268286,523977,51.99
37.91,BALAK RAM,SIMLA (SC),2,JNP,M,HIMACHAL PRADESH,101707,272407,268286,523977,51.99
10.57,VIRENDER KASHYAP,SIMLA (SC),3,JNP(S),M,HIMACHAL PRADESH,28347,272407,268286,523977,51.99
0.52,SURENDER SINGH BANOLTA,SIMLA (SC),4,IND,M,HIMACHAL PRADESH,1391,272407,268286,523977,51.99
56.6,VIR BAHADUR SINGH,MANDI,1,INC(I),M,HIMACHAL PRADESH,166949,299480,294969,537413,55.73
36.82,GANGA SINGH,MANDI,2,JNP,M,HIMACHAL PRADESH,108595,299480,294969,537413,55.73
4.25,BHAGAT GURU,MANDI,3,JNP(S),M,HIMACHAL PRADESH,12544,299480,294969,537413,55.73
1.57,PURAN MAL,MANDI,4,IND,M,HIMACHAL PRADESH,4626,299480,294969,537413,55.73
0.76,NAVAL THAKUR,MANDI,5,IND,M,HIMACHAL PRADESH,2255,299480,294969,537413,55.73
45.25,VIKRAM CHAND MAHAJAN,KANGRA,1,INC(I),M,HIMACHAL PRADESH,148946,336786,329129,526337,63.99
35.86,SARVAN KUMAR CHAUDHARI,KANGRA,2,JNP,M,HIMACHAL PRADESH,118016,336786,329129,526337,63.99
7.82,KANWAR DURGA CHAND,KANGRA,3,JNP(S),M,HIMACHAL PRADESH,25727,336786,329129,526337,63.99
7.4,KARAM CHAND,KANGRA,4,CPI,M,HIMACHAL PRADESH,24372,336786,329129,526337,63.99
1.17,DAYA SHIEL,KANGRA,5,IND,M,HIMACHAL PRADESH,3844,336786,329129,526337,63.99
1.14,CHAUDHARY VIKRAM SINGH,KANGRA,6,INC(U),M,HIMACHAL PRADESH,3740,336786,329129,526337,63.99
0.62,CHARAN DAS SOTREE,KANGRA,7,IND,M,HIMACHAL PRADESH,2025,336786,329129,526337,63.99
0.31,BALWANT SINGH,KANGRA,8,IND,M,HIMACHAL PRADESH,1009,336786,329129,526337,63.99
0.27,KAMAL KUMAR DUBEY,KANGRA,9,IND,M,HIMACHAL PRADESH,890,336786,329129,526337,63.99
0.17,HOSHIAR SINGH,KANGRA,10,IND,M,HIMACHAL PRADESH,560,336786,329129,526337,63.99
55.41,NARAIN CHAND,HAMIRPUR,1,INC(I),M,HIMACHAL PRADESH,200282,368376,361485,587599,62.69
35.37,RANJIT SINGH,HAMIRPUR,2,JNP,M,HIMACHAL PRADESH,127848,368376,361485,587599,62.69
2.81,HEM SINGH,HAMIRPUR,3,IND,M,HIMACHAL PRADESH,10152,368376,361485,587599,62.69
2.05,HUKAM SINGH AGIAKARI,HAMIRPUR,4,IND,M,HIMACHAL PRADESH,7401,368376,361485,587599,62.69
1.15,HARI SINGH,HAMIRPUR,5,IND,M,HIMACHAL PRADESH,4164,368376,361485,587599,62.69
1.12,JAGDAMBA PARSHAD,HAMIRPUR,6,IND,M,HIMACHAL PRADESH,4062,368376,361485,587599,62.69
0.84,PARMESHWARI DAS,HAMIRPUR,7,IND,M,HIMACHAL PRADESH,3029,368376,361485,587599,62.69
0.5,BALA RAM,HAMIRPUR,8,IND,M,HIMACHAL PRADESH,1793,368376,361485,587599,62.69
0.46,PREM DUTT ALIAS PREM PRABHAKAR,HAMIRPUR,9,IND,M,HIMACHAL PRADESH,1645,368376,361485,587599,62.69
0.31,KHUSHI RAM,HAMIRPUR,10,IND,M,HIMACHAL PRADESH,1109,368376,361485,587599,62.69
67.57,KHAWAJA MUBARAK SHAH,BARAMULLA,1,JKN,M,JAMMU & KASHMIR,178533,273949,264232,489040,56.02
28.48,MUZAFFAR HUSSAIN BEG,BARAMULLA,2,IND,M,JAMMU & KASHMIR,75256,273949,264232,489040,56.02
2.02,SHEIKH ABDUL REHMAN,BARAMULLA,3,IND,M,JAMMU & KASHMIR,5333,273949,264232,489040,56.02
1.93,GHULAM AHMED,BARAMULLA,4,IND,M,JAMMU & KASHMIR,5110,273949,264232,489040,56.02
0.0,FAROOQ ABDULLAH,SRINAGAR,1,JKN,M,JAMMU & KASHMIR,0,0,0,519706,0.0
60.47,GH. RASOOL KOCHAK,ANANTNAG,1,JKN,M,JAMMU & KASHMIR,179020,306998,296047,511132,60.06
32.11,ALI MOHD. NAIK,ANANTNAG,2,IND,M,JAMMU & KASHMIR,95050,306998,296047,511132,60.06
5.87,MOHD. SHAFI QURESHI,ANANTNAG,3,INC(U),M,JAMMU & KASHMIR,17381,306998,296047,511132,60.06
1.55,MOHD. YOSUF MIR,ANANTNAG,4,IND,M,JAMMU & KASHMIR,4596,306998,296047,511132,60.06
44.47,PHUNTSOG NAMGYAL,LADAKH,1,IND,M,JAMMU & KASHMIR,20314,48000,45676,77631,61.83
31.22,KACHO HABIB ULLAH KHAN,LADAKH,2,JKN,M,JAMMU & KASHMIR,14262,48000,45676,77631,61.83
23.64,KACHO MOHD ALI KHAN,LADAKH,3,IND,M,JAMMU & KASHMIR,10797,48000,45676,77631,61.83
0.66,MOHD ALI ALIAS ALI KARGIL,LADAKH,4,IND,M,JAMMU & KASHMIR,303,48000,45676,77631,61.83
53.38,KARAN SINGH,UDHAMPUR,1,INC(U),M,JAMMU & KASHMIR,176757,338969,331149,578770,58.57
36.64,DEVI DAS THAKUR,UDHAMPUR,2,JKN,M,JAMMU & KASHMIR,121328,338969,331149,578770,58.57
7.75,KRISHAN DATT DOGRA,UDHAMPUR,3,IND,M,JAMMU & KASHMIR,25665,338969,331149,578770,58.57
0.82,SAT PAL,UDHAMPUR,4,IND,M,JAMMU & KASHMIR,2713,338969,331149,578770,58.57
0.56,BABU RAM,UDHAMPUR,5,IND,M,JAMMU & KASHMIR,1849,338969,331149,578770,58.57
0.52,RAM SWAROOP,UDHAMPUR,6,IND,M,JAMMU & KASHMIR,1719,338969,331149,578770,58.57
0.34,KAMAL KUMAR DUBEY,UDHAMPUR,7,IND,M,JAMMU & KASHMIR,1118,338969,331149,578770,58.57
62.46,GIRDHARI LAL DOGRA,JAMMU,1,INC(I),M,JAMMU & KASHMIR,249760,410072,399899,691358,59.31
28.88,THAKUR BALDEV SINGH,JAMMU,2,JNP,M,JAMMU & KASHMIR,115503,410072,399899,691358,59.31
2.47,BABU RAM,JAMMU,3,IND,M,JAMMU & KASHMIR,9881,410072,399899,691358,59.31
1.58,BHAGAT RAM CHAND,JAMMU,4,IND,M,JAMMU & KASHMIR,6328,410072,399899,691358,59.31
1.38,NAZIR AHMED GANAI,JAMMU,5,IND,M,JAMMU & KASHMIR,5536,410072,399899,691358,59.31
1.03,OM PRAKASH BHAGAT,JAMMU,6,IND,M,JAMMU & KASHMIR,4103,410072,399899,691358,59.31
0.94,CH. RAM SWAROOP SHARABI,JAMMU,7,IND,M,JAMMU & KASHMIR,3745,410072,399899,691358,59.31
0.66,KAMAL KUMAR DUBEY,JAMMU,8,IND,M,JAMMU & KASHMIR,2637,410072,399899,691358,59.31
0.6,UDAY CHAND,JAMMU,9,IND,M,JAMMU & KASHMIR,2406,410072,399899,691358,59.31
59.5,NARSING HULLA,BIDAR (SC),1,INC(I),M,KARNATAKA,158817,276075,266925,691041,39.95
20.01,SHANKAR DEV,BIDAR (SC),2,JNP,M,KARNATAKA,53409,276075,266925,691041,39.95
18.37,DODDI DESHRATH NAGAPPA,BIDAR (SC),3,INC(U),M,KARNATAKA,49026,276075,266925,691041,39.95
1.36,JAYANANDRAO LALOJI EKAMBAKAR,BIDAR (SC),4,IND,M,KARNATAKA,3643,276075,266925,691041,39.95
0.76,HANMANTH JETTEPPA,BIDAR (SC),5,IND,M,KARNATAKA,2030,276075,266925,691041,39.95
56.2,DHARAMSINGH,GULBARGA,1,INC(I),M,KARNATAKA,174398,322788,310343,700751,46.06
18.18,VAIJNATH PATIL,GULBARGA,2,JNP,M,KARNATAKA,56422,322788,310343,700751,46.06
15.78,SIDRAM REDDY,GULBARGA,3,INC(U),M,KARNATAKA,48959,322788,310343,700751,46.06
5.3,VEERANNA THIMMAJI,GULBARGA,4,JNP(S),M,KARNATAKA,16442,322788,310343,700751,46.06
2.37,NARASAPPA LACHAPPA MUTTANGI,GULBARGA,5,IND,M,KARNATAKA,7352,322788,310343,700751,46.06
2.18,MAHADEVAPPA T. PATIL,GULBARGA,6,IND,M,KARNATAKA,6770,322788,310343,700751,46.06
66.19,B.V. DESAI,RAICHUR,1,INC(I),M,KARNATAKA,175888,278149,265737,679284,40.95
17.63,RAJA PID NAIK,RAICHUR,2,INC(U),M,KARNATAKA,46838,278149,265737,679284,40.95
15.09,M.S. PATIL,RAICHUR,3,JNP,M,KARNATAKA,40110,278149,265737,679284,40.95
1.09,EARAPPA HULIGEPPA,RAICHUR,4,IND,M,KARNATAKA,2901,278149,265737,679284,40.95
68.05,H.G. RAMULU,KOPPAL,1,INC(I),M,KARNATAKA,248077,381478,364552,731105,52.18
23.67,"H,R. BASAVARAJ",KOPPAL,2,INC(U),M,KARNATAKA,86274,381478,364552,731105,52.18
7.27,S.B. BHEEMAPPA KANAKAPPA,KOPPAL,3,JNP,M,KARNATAKA,26491,381478,364552,731105,52.18
0.73,HOTTEPAKSHA RANGASWAMY ALIAS SWAMY,KOPPAL,4,IND,M,KARNATAKA,2662,381478,364552,731105,52.18
0.29,PREMRAJ,KOPPAL,5,IND,M,KARNATAKA,1048,381478,364552,731105,52.18
64.22,R.Y. GHORPADE,BELLARY,1,INC(I),M,KARNATAKA,234792,380495,365578,701437,54.25
27.01,M.Y. GHORPADE,BELLARY,2,INC(U),M,KARNATAKA,98755,380495,365578,701437,54.25
7.29,N. RACHAIAH,BELLARY,3,JNP,M,KARNATAKA,26641,380495,365578,701437,54.25
1.05,D. MUHAMMED GHOUSE,BELLARY,4,IND,M,KARNATAKA,3838,380495,365578,701437,54.25
0.42,"A,M. GANGAPPA SWAMY",BELLARY,5,IND,M,KARNATAKA,1552,380495,365578,701437,54.25
55.58,T.V. CHANDRASHEKHARAPPA,DAVANGERE,1,INC(I),M,KARNATAKA,238506,443514,429145,737332,60.15
22.72,KONDAJJI BASAPPA,DAVANGERE,2,JNP,M,KARNATAKA,97510,443514,429145,737332,60.15
20.08,SHAMANUR SHIVASHANKARAPPA,DAVANGERE,3,INC(U),M,KARNATAKA,86167,443514,429145,737332,60.15
0.66,K. BERAIAH NAIK,DAVANGERE,4,IND,M,KARNATAKA,2816,443514,429145,737332,60.15
0.51,AMEER,DAVANGERE,5,IND,M,KARNATAKA,2197,443514,429145,737332,60.15
0.45,Y.M. PARAMESHWARAIAH,DAVANGERE,6,IND,M,KARNATAKA,1949,443514,429145,737332,60.15
51.44,K. MALLANNA,CHITRADURGA,1,INC(I),M,KARNATAKA,215180,430256,418294,718324,59.9
25.3,B.L. GOWDA,CHITRADURGA,2,JNP,M,KARNATAKA,105819,430256,418294,718324,59.9
19.68,H.C. BORAIAH,CHITRADURGA,3,INC(U),M,KARNATAKA,82334,430256,418294,718324,59.9
3.58,C.R. BASAPPA,CHITRADURGA,4,JNP(S),M,KARNATAKA,14961,430256,418294,718324,59.9
55.46,K. LAKKAPPA,TUMKUR,1,INC(I),M,KARNATAKA,243229,451867,438542,665831,67.87
28.77,S. MALLIKARJUNIAH,TUMKUR,2,JNP,M,KARNATAKA,126168,451867,438542,665831,67.87
12.15,N. HUTCHAMASTHY GOWDA,TUMKUR,3,INC(U),M,KARNATAKA,53285,451867,438542,665831,67.87
1.92,A.V. HAMEA GOWDA,TUMKUR,4,JNP(S),M,KARNATAKA,8404,451867,438542,665831,67.87
1.2,K.V. SUBRAMANYASWAMY,TUMKUR,5,IND,M,KARNATAKA,5276,451867,438542,665831,67.87
0.5,MOHAN APPASAHEB PATIL,TUMKUR,6,IND,M,KARNATAKA,2180,451867,438542,665831,67.87
59.21,S.N. PRASAN KUMAR,CHIKBALLAPUR,1,INC(I),M,KARNATAKA,234172,408214,395502,715087,57.09
22.06,LAKSHMINARASIMHAIAH,CHIKBALLAPUR,2,JNP,M,KARNATAKA,87229,408214,395502,715087,57.09
16.95,M.V. KRISHNAPPA,CHIKBALLAPUR,3,INC(U),M,KARNATAKA,67053,408214,395502,715087,57.09
0.7,RAMA NAIK,CHIKBALLAPUR,4,IND,M,KARNATAKA,2749,408214,395502,715087,57.09
0.6,M. VENKATARAYAPPA,CHIKBALLAPUR,5,IND,M,KARNATAKA,2364,408214,395502,715087,57.09
0.49,B. NARAYANA SWAMY,CHIKBALLAPUR,6,IND,M,KARNATAKA,1935,408214,395502,715087,57.09
50.19,G.Y. KRISHNAN,KOLAR (SC),1,INC(I),M,KARNATAKA,182241,374057,363091,673699,55.52
23.34,T. CHANNAIAH,KOLAR (SC),2,JNP,M,KARNATAKA,84729,374057,363091,673699,55.52
20.68,M. NARAYANA,KOLAR (SC),3,INC(U),M,KARNATAKA,75101,374057,363091,673699,55.52
2.15,B. SOMASEKHAR,KOLAR (SC),4,JNP(S),M,KARNATAKA,7790,374057,363091,673699,55.52
1.25,M. CHANDRAPPA,KOLAR (SC),5,IND,M,KARNATAKA,4537,374057,363091,673699,55.52
1.24,B. MALLAPPA,KOLAR (SC),6,IND,M,KARNATAKA,4486,374057,363091,673699,55.52
0.51,K.M. NARAYANAPPA,KOLAR (SC),7,IND,M,KARNATAKA,1856,374057,363091,673699,55.52
0.28,M. MUNISWAMY,KOLAR (SC),8,IND,M,KARNATAKA,1018,374057,363091,673699,55.52
0.18,A.K. EARAPPA,KOLAR (SC),9,IND,M,KARNATAKA,667,374057,363091,673699,55.52
0.18,M. CHOWDAPPA,KOLAR (SC),10,IND,M,KARNATAKA,666,374057,363091,673699,55.52
53.43,M.V. CHANDRASEKHARA MURTHY,KANAKAPURA,1,INC(I),M,KARNATAKA,252383,486180,472345,785062,61.93
26.23,M.V. RAJASEKHARAN,KANAKAPURA,2,JNP,M,KARNATAKA,123879,486180,472345,785062,61.93
14.39,S. KARIYAPPA,KANAKAPURA,3,INC(U),M,KARNATAKA,67960,486180,472345,785062,61.93
3.76,M.P. KRISHNAPPA,KANAKAPURA,4,JNP(S),M,KARNATAKA,17767,486180,472345,785062,61.93
0.95,C. MAHADEVASWAMY,KANAKAPURA,5,IND,M,KARNATAKA,4498,486180,472345,785062,61.93
0.78,M. KRISHANSWAMY,KANAKAPURA,6,IND,M,KARNATAKA,3668,486180,472345,785062,61.93
0.18,ARUN NAGARKATTI,KANAKAPURA,7,IND,M,KARNATAKA,834,486180,472345,785062,61.93
0.17,R. SIDDAIAH,KANAKAPURA,8,IND,M,KARNATAKA,793,486180,472345,785062,61.93
0.12,G.K. SIDDAIAH,KANAKAPURA,9,IND,M,KARNATAKA,563,486180,472345,785062,61.93
55.21,C.K. JAFFAR SHARIEF,BANGALORE NORTH,1,INC(I),M,KARNATAKA,219108,405967,396880,775150,52.37
25.84,B. CHANNABYREGOWDA,BANGALORE NORTH,2,JNP,M,KARNATAKA,102573,405967,396880,775150,52.37
16.44,M.D. NATARAJ,BANGALORE NORTH,3,INC(U),M,KARNATAKA,65253,405967,396880,775150,52.37
1.93,H.L. NANJAPPA,BANGALORE NORTH,4,JNP(S),M,KARNATAKA,7666,405967,396880,775150,52.37
0.28,B.S. NAZEER HUSSAIN KHAN,BANGALORE NORTH,5,IND,M,KARNATAKA,1123,405967,396880,775150,52.37
0.2,B.M. VENKATESHALU,BANGALORE NORTH,6,IND,M,KARNATAKA,793,405967,396880,775150,52.37
0.09,A.R. ABDUL SHUKOOR,BANGALORE NORTH,7,IND,M,KARNATAKA,364,405967,396880,775150,52.37
45.76,T.R. SHAMANNA,BANGALORE SOUTH,1,JNP,M,KARNATAKA,198390,441603,433536,862157,51.22
45.13,D.P. SHARMA,BANGALORE SOUTH,2,INC(I),M,KARNATAKA,195663,441603,433536,862157,51.22
6.23,M.S. KRISHNAN,BANGALORE SOUTH,3,CPI,M,KARNATAKA,26999,441603,433536,862157,51.22
0.38,G. SADANANDA,BANGALORE SOUTH,4,IND,M,KARNATAKA,1652,441603,433536,862157,51.22
0.36,B.T. SHANKAR HEGDE,BANGALORE SOUTH,5,IND,M,KARNATAKA,1549,441603,433536,862157,51.22
0.25,H.V. VENKATARAMAIAH,BANGALORE SOUTH,6,IND,M,KARNATAKA,1077,441603,433536,862157,51.22
0.21,SHIVANNA,BANGALORE SOUTH,7,IND,M,KARNATAKA,927,441603,433536,862157,51.22
0.18,K.H. SHARMA,BANGALORE SOUTH,8,IND,M,KARNATAKA,783,441603,433536,862157,51.22
0.18,M.S. BORAIAH,BANGALORE SOUTH,9,IND,M,KARNATAKA,781,441603,433536,862157,51.22
0.17,P. SHREENIVASACHARYA,BANGALORE SOUTH,10,IND,M,KARNATAKA,744,441603,433536,862157,51.22
0.17,B.A. RAJARAO SHINDE,BANGALORE SOUTH,11,SUC,M,KARNATAKA,742,441603,433536,862157,51.22
0.14,K. SHIVAPPA,BANGALORE SOUTH,12,IND,M,KARNATAKA,602,441603,433536,862157,51.22
0.14,HOTTEPAKSHA RANGASWAMY ALIAS SWAMY,BANGALORE SOUTH,13,IND,M,KARNATAKA,595,441603,433536,862157,51.22
0.13,JAYAKUMAR,BANGALORE SOUTH,14,IND,M,KARNATAKA,550,441603,433536,862157,51.22
0.12,KRISHNARAO,BANGALORE SOUTH,15,IND,M,KARNATAKA,518,441603,433536,862157,51.22
0.1,S. PRAKASHKUMAR,BANGALORE SOUTH,16,IND,M,KARNATAKA,455,441603,433536,862157,51.22
0.1,C. MAHADEVASWAMY,BANGALORE SOUTH,17,IND,M,KARNATAKA,422,441603,433536,862157,51.22
0.09,SWAMY KRISHNA TEERTHA,BANGALORE SOUTH,18,IND,M,KARNATAKA,409,441603,433536,862157,51.22
0.08,G.M. SABEEL,BANGALORE SOUTH,19,IND,M,KARNATAKA,366,441603,433536,862157,51.22
0.07,R. ESWARAIAH,BANGALORE SOUTH,20,IND,M,KARNATAKA,312,441603,433536,862157,51.22
52.02,S.M. KRISHNA,MANDYA,1,INC(I),M,KARNATAKA,223675,442519,429977,669343,66.11
25.2,C. BANDEGOWDA,MANDYA,2,JNP,M,KARNATAKA,108333,442519,429977,669343,66.11
20.06,M. LINGAIAH,MANDYA,3,INC(U),M,KARNATAKA,86245,442519,429977,669343,66.11
1.2,M.S. SIDDAPPA,MANDYA,4,IND,M,KARNATAKA,5155,442519,429977,669343,66.11
0.9,GURUSWAMY,MANDYA,5,IND,M,KARNATAKA,3886,442519,429977,669343,66.11
0.31,R. SIDDAIAH,MANDYA,6,IND,M,KARNATAKA,1353,442519,429977,669343,66.11
0.31,HETTE PAKSHA RANGASWAMY ALIAS SWAMY,MANDYA,7,IND,M,KARNATAKA,1330,442519,429977,669343,66.11
58.53,V. SREENIVASA PRASAD,CHAMARAJANAGAR (SC),1,INC(I),M,KARNATAKA,228748,404429,390791,706081,57.28
30.27,B. RACHAIAH,CHAMARAJANAGAR (SC),2,INC(U),M,KARNATAKA,118287,404429,390791,706081,57.28
9.13,S.M. SIDDAYYA,CHAMARAJANAGAR (SC),3,JNP,M,KARNATAKA,35683,404429,390791,706081,57.28
1.02,M. MADIAH,CHAMARAJANAGAR (SC),4,IND,M,KARNATAKA,3987,404429,390791,706081,57.28
0.56,KADAIAH,CHAMARAJANAGAR (SC),5,IND,M,KARNATAKA,2206,404429,390791,706081,57.28
0.48,R. SIDDAIAH,CHAMARAJANAGAR (SC),6,IND,M,KARNATAKA,1880,404429,390791,706081,57.28
49.46,M. RAJASHEKARAMURTHY,MYSORE,1,INC(I),M,KARNATAKA,195724,407645,395687,706042,57.74
28.48,H.D. TULSIDASAPPA,MYSORE,2,INC(U),M,KARNATAKA,112688,407645,395687,706042,57.74
18.07,M.S. GURUPADASWAMY,MYSORE,3,JNP,M,KARNATAKA,71491,407645,395687,706042,57.74
2.1,SIDRAMAIAH,MYSORE,4,JNP(S),M,KARNATAKA,8327,407645,395687,706042,57.74
0.59,K.M. SHIVASHANKAR,MYSORE,5,IND,M,KARNATAKA,2344,407645,395687,706042,57.74
0.45,T.S. NATARAJAN,MYSORE,6,IND,M,KARNATAKA,1790,407645,395687,706042,57.74
0.37,S. CHIKKA MADU,MYSORE,7,IND,M,KARNATAKA,1452,407645,395687,706042,57.74
0.28,K.S. UMAPATHI,MYSORE,8,IND,M,KARNATAKA,1114,407645,395687,706042,57.74
0.19,G.M. SABEEL,MYSORE,9,IND,M,KARNATAKA,757,407645,395687,706042,57.74
55.93,JANARDHANA POOJARI,MANGALORE,1,INC(I),M,KARNATAKA,249283,455328,445681,639192,71.23
27.01,KARAMBALLY SANJEEVA SHETTY,MANGALORE,2,JNP,M,KARNATAKA,120386,455328,445681,639192,71.23
8.22,B.A. MOHIDEEN,MANGALORE,3,INC(U),M,KARNATAKA,36628,455328,445681,639192,71.23
5.3,MAHABALESHWARA BHAT,MANGALORE,4,CPM,M,KARNATAKA,23619,455328,445681,639192,71.23
1.95,I.M. CARIAPPA,MANGALORE,5,JNP(S),M,KARNATAKA,8695,455328,445681,639192,71.23
0.82,DALAVAI HANUMARAJE URS,MANGALORE,6,IND,M,KARNATAKA,3651,455328,445681,639192,71.23
0.37,KOCKKANDA BELLIAPPA CHENGAPPA,MANGALORE,7,IND,M,KARNATAKA,1660,455328,445681,639192,71.23
0.26,S.N. VASUDEV RAO,MANGALORE,8,IND,M,KARNATAKA,1179,455328,445681,639192,71.23
0.13,SHANKARANARAYANA BHAT NETTAR,MANGALORE,9,IND,M,KARNATAKA,580,455328,445681,639192,71.23
61.81,OSCAR FERNANDES,UDUPI,1,INC(I),M,KARNATAKA,261738,430824,423479,605699,71.13
24.03,V.S. ACHARYA,UDUPI,2,JNP,M,KARNATAKA,101769,430824,423479,605699,71.13
14.16,T.A. PAI,UDUPI,3,INC(U),M,KARNATAKA,59972,430824,423479,605699,71.13
49.2,H.N. NANJEGOWDA,HASSAN,1,INC(I),M,KARNATAKA,219969,459611,447101,726335,63.28
28.01,B.B. SHIVAPPA,HASSAN,2,JNP,M,KARNATAKA,125221,459611,447101,726335,63.28
17.98,G.L. NALLUREGOWDA,HASSAN,3,INC(U),M,KARNATAKA,80386,459611,447101,726335,63.28
3.55,"NANJESHAGOWDA, S.",HASSAN,4,JNP(S),M,KARNATAKA,15887,459611,447101,726335,63.28
0.57,B.N. NINGAIAH,HASSAN,5,IND,M,KARNATAKA,2545,459611,447101,726335,63.28
0.55,B.H. VIRUPAKSHAPPA,HASSAN,6,IND,M,KARNATAKA,2446,459611,447101,726335,63.28
0.14,ABDUL GANNI,HASSAN,7,IND,M,KARNATAKA,647,459611,447101,726335,63.28
63.53,D.M. PUTTEGOWDA,CHIKMAGALUR,1,INC(I),M,KARNATAKA,239522,384830,377016,630138,61.07
20.0,K.M. THAMMAIAH,CHIKMAGALUR,2,JNP,M,KARNATAKA,75386,384830,377016,630138,61.07
14.92,C.M.S. SASTRY,CHIKMAGALUR,3,INC(U),M,KARNATAKA,56259,384830,377016,630138,61.07
0.63,M.K. DAYANANDA,CHIKMAGALUR,4,IND,M,KARNATAKA,2385,384830,377016,630138,61.07
0.5,HOTTEPAKSHA RANGASWAMY ALIAS SWAMY,CHIKMAGALUR,5,IND,M,KARNATAKA,1901,384830,377016,630138,61.07
0.41,B.S. HALAPPA,CHIKMAGALUR,6,IND,M,KARNATAKA,1563,384830,377016,630138,61.07
56.78,S.T. QUADRI,SHIMOGA,1,INC(I),M,KARNATAKA,246328,448457,433800,697266,64.32
21.79,D.H. SHANKARA MURTHY,SHIMOGA,2,JNP,M,KARNATAKA,94530,448457,433800,697266,64.32
17.99,A.R. BADRINARAYAN,SHIMOGA,3,INC(U),M,KARNATAKA,78048,448457,433800,697266,64.32
2.31,KANANDUR LINGAPPA,SHIMOGA,4,JNP(S),M,KARNATAKA,10005,448457,433800,697266,64.32
0.35,M. LINGAIAH,SHIMOGA,5,IND,M,KARNATAKA,1534,448457,433800,697266,64.32
0.3,HULIKERE CHANDRASHEKAR,SHIMOGA,6,IND,M,KARNATAKA,1288,448457,433800,697266,64.32
0.27,BHOOPALAM CHANDRASEKHARAIAH,SHIMOGA,7,IND,M,KARNATAKA,1189,448457,433800,697266,64.32
0.2,S.M. ONKARA MURTHY,SHIMOGA,8,IND,M,KARNATAKA,878,448457,433800,697266,64.32
57.97,NAIK DEVARAY G.,KANARA,1,INC(I),M,KARNATAKA,240431,429493,414769,695492,61.75
29.83,DESHPANDE RAGHUNATH VISHWANATHRAO,KANARA,2,JNP,M,KARNATAKA,123731,429493,414769,695492,61.75
11.22,KADAM BALSU PURSU,KANARA,3,INC(U),M,KARNATAKA,46549,429493,414769,695492,61.75
0.98,SULEBHAVI ALLISAB BAWASAB,KANARA,4,IND,M,KARNATAKA,4058,429493,414769,695492,61.75
61.0,MOHSIN FAKRUDDINSAB HUSSENSAB,DHARWAD SOUTH,1,INC(I),M,KARNATAKA,226083,384924,370638,676885,56.87
20.25,BANAKAR BASAVANNAPPA GADLAPPA,DHARWAD SOUTH,2,INC(U),M,KARNATAKA,75050,384924,370638,676885,56.87
16.62,SHANKRIKOPPA MAHALINGAPPA SHIVALINGAPPA,DHARWAD SOUTH,3,JNP,M,KARNATAKA,61584,384924,370638,676885,56.87
0.82,MATHAD GURUSHANTAIAH PANCHAIAH,DHARWAD SOUTH,4,IND,M,KARNATAKA,3026,384924,370638,676885,56.87
0.5,JAIN HIRACHAND KESARIMAL,DHARWAD SOUTH,5,IND,M,KARNATAKA,1870,384924,370638,676885,56.87
0.45,MEHERWADE SHABHUSA LAXMANSA,DHARWAD SOUTH,6,IND,M,KARNATAKA,1673,384924,370638,676885,56.87
0.36,KOTRABASAPPA SAHANTAVVA TALWAR,DHARWAD SOUTH,7,IND,M,KARNATAKA,1352,384924,370638,676885,56.87
58.19,D.K. NAIKAR,DHARWAD NORTH,1,INC(I),M,KARNATAKA,208269,371546,357941,648344,57.31
31.17,MAHISHI SAROJINI BINDURAO,DHARWAD NORTH,2,JNP,F,KARNATAKA,111575,371546,357941,648344,57.31
7.22,SIKKEDESAI NANASAHEB BALASAHEB,DHARWAD NORTH,3,INC(U),M,KARNATAKA,25851,371546,357941,648344,57.31
2.09,HEGADE GANAPATI SHRIDHAR,DHARWAD NORTH,4,JNP(S),M,KARNATAKA,7493,371546,357941,648344,57.31
0.75,C.R. PATIL CHARANTIMATH,DHARWAD NORTH,5,IND,M,KARNATAKA,2668,371546,357941,648344,57.31
0.45,JAIN PARASMAL LUNACHAND JI,DHARWAD NORTH,6,IND,M,KARNATAKA,1597,371546,357941,648344,57.31
0.14,KORLAHALLI SOMASHEKHAR FAKIRAPPA,DHARWAD NORTH,7,IND,M,KARNATAKA,488,371546,357941,648344,57.31
52.29,SIDNAL SHANMUKHAPPA BASAPPA,BELGAUM,1,INC(I),M,KARNATAKA,217527,428774,415992,702656,61.02
18.35,ANAND BALAKRISHNA GOGATE,BELGAUM,2,IND,M,KARNATAKA,76330,428774,415992,702656,61.02
15.1,APPAYYAPPA KARAVIRAPPA KOTRASHETTI,BELGAUM,3,INC(U),M,KARNATAKA,62805,428774,415992,702656,61.02
9.88,BHADRANNAVAR CHANNABASAPPA NEELAKANTHAPPA,BELGAUM,4,JNP,M,KARNATAKA,41082,428774,415992,702656,61.02
