%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
0.16,HARBANS KAUR,HISSAR,12,IND,F,HARYANA,775,491750,483557,737467,66.68
0.15,KANAHIA LAL VERMA,HISSAR,13,IND,M,HARYANA,702,491750,483557,737467,66.68
0.13,MAHINDER SINGH PANNU,HISSAR,14,IND,M,HARYANA,630,491750,483557,737467,66.68
0.11,ATAM PARKASH KUKREJA,HISSAR,15,IND,M,HARYANA,511,491750,483557,737467,66.68
0.09,MOOL SHANKAR BHAYANA,HISSAR,16,IND,M,HARYANA,436,491750,483557,737467,66.68
0.07,BIMAL RAI,HISSAR,17,IND,M,HARYANA,334,491750,483557,737467,66.68
54.66,DALBIR SINGH,SIRSA (SC),1,INC,M,HARYANA,277855,516944,508299,786717,65.71
38.54,MANI RAM,SIRSA (SC),2,LKD,M,HARYANA,195923,516944,508299,786717,65.71
1.67,JASWANT SINGH,SIRSA (SC),3,BJP,M,HARYANA,8471,516944,508299,786717,65.71
1.2,RAM SARUP,SIRSA (SC),4,JNP,M,HARYANA,6115,516944,508299,786717,65.71
0.76,JOGI RAM,SIRSA (SC),5,IND,M,HARYANA,3844,516944,508299,786717,65.71
0.56,SAHAB RAM,SIRSA (SC),6,IND,M,HARYANA,2829,516944,508299,786717,65.71
0.39,RAM KUMAR,SIRSA (SC),7,IND,M,HARYANA,2003,516944,508299,786717,65.71
0.25,BOOTA SINGH,SIRSA (SC),8,IND,M,HARYANA,1269,516944,508299,786717,65.71
0.23,JAGDISH,SIRSA (SC),9,IND,M,HARYANA,1168,516944,508299,786717,65.71
0.23,MOHINDER,SIRSA (SC),10,IND,M,HARYANA,1163,516944,508299,786717,65.71
0.19,DHANA RAM,SIRSA (SC),11,IND,M,HARYANA,963,516944,508299,786717,65.71
0.18,RAID CHAND,SIRSA (SC),12,IND,M,HARYANA,905,516944,508299,786717,65.71
0.17,LAL SINGH,SIRSA (SC),13,IND,M,HARYANA,853,516944,508299,786717,65.71
0.14,RAM SINGH,SIRSA (SC),14,IND,M,HARYANA,718,516944,508299,786717,65.71
0.13,ANIL KUMAR,SIRSA (SC),15,IND,M,HARYANA,657,516944,508299,786717,65.71
0.13,DARBARA SINGH,SIRSA (SC),16,IND,M,HARYANA,652,516944,508299,786717,65.71
0.12,SAWARN SINGH,SIRSA (SC),17,IND,M,HARYANA,634,516944,508299,786717,65.71
0.11,GURDEV SINGH,SIRSA (SC),18,IND,M,HARYANA,536,516944,508299,786717,65.71
0.09,DALIP SINGH,SIRSA (SC),19,IND,M,HARYANA,468,516944,508299,786717,65.71
0.09,PHOOL SINGH,SIRSA (SC),20,IND,M,HARYANA,436,516944,508299,786717,65.71
0.09,GURDIAL SINGH,SIRSA (SC),21,IND,M,HARYANA,434,516944,508299,786717,65.71
0.08,TARA CHAND,SIRSA (SC),22,IND,M,HARYANA,403,516944,508299,786717,65.71
79.66,KRISHAN DUTT SULTANPURI,SIMLA (SC),1,INC,M,HIMACHAL PRADESH,244010,309742,306320,565179,54.8
15.58,KIRPAL DHARAMPURI,SIMLA (SC),2,JNP,M,HIMACHAL PRADESH,47719,309742,306320,565179,54.8
4.76,VIRENDER KSAYHAP,SIMLA (SC),3,LKD,M,HIMACHAL PRADESH,14591,309742,306320,565179,54.8
67.52,SUKH RAM,MANDI,1,INC,M,HIMACHAL PRADESH,224146,339184,331973,589790,57.51
27.86,MADHUKAR,MANDI,2,BJP,M,HIMACHAL PRADESH,92495,339184,331973,589790,57.51
1.15,NAND SINGH,MANDI,3,ICJ,M,HIMACHAL PRADESH,3817,339184,331973,589790,57.51
0.88,KAMAL KISHORE,MANDI,4,IND,M,HIMACHAL PRADESH,2921,339184,331973,589790,57.51
0.79,NARPAT RAM CHAUHAN,MANDI,5,IND,M,HIMACHAL PRADESH,2616,339184,331973,589790,57.51
0.74,NAWAL THAKUR,MANDI,6,IND,M,HIMACHAL PRADESH,2453,339184,331973,589790,57.51
0.7,HET RAM,MANDI,7,JNP,M,HIMACHAL PRADESH,2331,339184,331973,589790,57.51
0.36,DURGA SINGH RATHAUR,MANDI,8,IND,M,HIMACHAL PRADESH,1194,339184,331973,589790,57.51
62.45,CHANDRESH KUMARI,KANGRA,1,INC,F,HIMACHAL PRADESH,232287,381100,371954,568075,67.09
30.88,SARVAN KUMAR,KANGRA,2,BJP,M,HIMACHAL PRADESH,114854,381100,371954,568075,67.09
3.47,AJIT KUMAR,KANGRA,3,CPI,M,HIMACHAL PRADESH,12920,381100,371954,568075,67.09
1.51,SHANTA NAND,KANGRA,4,IND,M,HIMACHAL PRADESH,5606,381100,371954,568075,67.09
0.62,DAYA SHIL,KANGRA,5,IND,M,HIMACHAL PRADESH,2308,381100,371954,568075,67.09
0.57,CHARAN DAS SAROTRY,KANGRA,6,IND,M,HIMACHAL PRADESH,2104,381100,371954,568075,67.09
0.27,K.K.SHARMA,KANGRA,7,IND,M,HIMACHAL PRADESH,1020,381100,371954,568075,67.09
0.13,ASHOK KUMAR JAMWAL,KANGRA,8,IND,M,HIMACHAL PRADESH,471,381100,371954,568075,67.09
0.1,SURAJ,KANGRA,9,IND,M,HIMACHAL PRADESH,384,381100,371954,568075,67.09
62.98,NARAIN CHAND,HAMIRPUR,1,INC,M,HIMACHAL PRADESH,242214,391974,384592,590980,66.33
30.49,PREM KUMAR DHUMEL,HAMIRPUR,2,BJP,M,HIMACHAL PRADESH,117281,391974,384592,590980,66.33
2.72,KASHMIR SINGH,HAMIRPUR,3,IND,M,HIMACHAL PRADESH,10466,391974,384592,590980,66.33
1.23,RAMESH CHAND,HAMIRPUR,4,IND,M,HIMACHAL PRADESH,4720,391974,384592,590980,66.33
1.01,GURBAX SINGH,HAMIRPUR,5,IND,M,HIMACHAL PRADESH,3888,391974,384592,590980,66.33
0.58,PARAS RAM DURBASHA,HAMIRPUR,6,IND,M,HIMACHAL PRADESH,2230,391974,384592,590980,66.33
0.28,DEVI RAM SHARMA,HAMIRPUR,7,IND,M,HIMACHAL PRADESH,1091,391974,384592,590980,66.33
0.23,SHAM LAL SANDAL,HAMIRPUR,8,IND,M,HIMACHAL PRADESH,867,391974,384592,590980,66.33
0.21,LAL CHAND,HAMIRPUR,9,IND,M,HIMACHAL PRADESH,800,391974,384592,590980,66.33
0.14,ASHWANI KUMAR,HAMIRPUR,10,IND,M,HIMACHAL PRADESH,520,391974,384592,590980,66.33
0.13,ANAND RAM SEWAL,HAMIRPUR,11,IND,M,HIMACHAL PRADESH,515,391974,384592,590980,66.33
69.69,SAIF -UD- DIN SOZ,BARAMULLA,1,JKN,M,JAMMU & KASHMIR,234357,348963,336293,571205,61.09
27.93,MOHI -UD -DIN -WANI,BARAMULLA,2,IND,M,JAMMU & KASHMIR,93938,348963,336293,571205,61.09
2.38,GHULAM AHMAD GANAI,BARAMULLA,3,IND,M,JAMMU & KASHMIR,7998,348963,336293,571205,61.09
81.08,ABDUL RASHID KABULI,SRINAGAR,1,JKN,M,JAMMU & KASHMIR,367249,470871,452936,640514,73.51
17.88,MUZAFFER AHMED SHAH,SRINAGAR,2,IND,M,JAMMU & KASHMIR,80972,470871,452936,640514,73.51
0.45,GHULAM NABI KENG,SRINAGAR,3,IND,M,JAMMU & KASHMIR,2020,470871,452936,640514,73.51
0.43,SYED SAJAD HUSSAIN,SRINAGAR,4,IND,M,JAMMU & KASHMIR,1931,470871,452936,640514,73.51
0.17,PUSHKAR NATH KOUL,SRINAGAR,5,IND,M,JAMMU & KASHMIR,764,470871,452936,640514,73.51
58.51,AKBAR JAHAN BEGUM,ANANTNAG,1,JKN,F,JAMMU & KASHMIR,240973,428548,411826,611518,70.08
38.6,PEER HUSSAN-UD-DIN,ANANTNAG,2,INC,M,JAMMU & KASHMIR,158963,428548,411826,611518,70.08
1.14,BASHIR AHMAD MIR,ANANTNAG,3,IND,M,JAMMU & KASHMIR,4679,428548,411826,611518,70.08
1.04,MHD. YOUSUF WANI,ANANTNAG,4,IND,M,JAMMU & KASHMIR,4287,428548,411826,611518,70.08
0.71,VIJAY KUMAR,ANANTNAG,5,IND,M,JAMMU & KASHMIR,2924,428548,411826,611518,70.08
55.59,PHUNTSOG NAMGYAL,LADAKH,1,INC,M,JAMMU & KASHMIR,33037,61264,59428,89717,68.29
42.17,QAMAR ALI,LADAKH,2,JKN,M,JAMMU & KASHMIR,25060,61264,59428,89717,68.29
2.24,SONAM WANGDUS,LADAKH,3,IND,M,JAMMU & KASHMIR,1331,61264,59428,89717,68.29
56.98,GIRDHARI LAL DOGRA,UDHAMPUR,1,INC,M,JAMMU & KASHMIR,206639,372077,362630,675228,55.1
26.24,BHIM SINGH,UDHAMPUR,2,JPP,M,JAMMU & KASHMIR,95149,372077,362630,675228,55.1
10.29,BALDEV SINGH,UDHAMPUR,3,BJP,M,JAMMU & KASHMIR,37309,372077,362630,675228,55.1
0.74,DEV RAJ,UDHAMPUR,4,IND,M,JAMMU & KASHMIR,2673,372077,362630,675228,55.1
0.7,KAMAL KUMAR DUBEY,UDHAMPUR,5,IND,M,JAMMU & KASHMIR,2556,372077,362630,675228,55.1
0.7,ROOP LAL KANATHIA,UDHAMPUR,6,IND,M,JAMMU & KASHMIR,2545,372077,362630,675228,55.1
0.7,G.D.SHARMA,UDHAMPUR,7,IND,M,JAMMU & KASHMIR,2539,372077,362630,675228,55.1
0.67,ABDUL REHMAN,UDHAMPUR,8,LKD,M,JAMMU & KASHMIR,2423,372077,362630,675228,55.1
0.61,NARINDER SINGH JAMWAL,UDHAMPUR,9,IND,M,JAMMU & KASHMIR,2230,372077,362630,675228,55.1
0.51,RAKESH CHANDER,UDHAMPUR,10,IND,M,JAMMU & KASHMIR,1845,372077,362630,675228,55.1
0.47,ALI MOHD.,UDHAMPUR,11,IND,M,JAMMU & KASHMIR,1718,372077,362630,675228,55.1
0.41,JAI LAL,UDHAMPUR,12,IND,M,JAMMU & KASHMIR,1500,372077,362630,675228,55.1
0.4,RAM LAL RAO,UDHAMPUR,13,IND,M,JAMMU & KASHMIR,1452,372077,362630,675228,55.1
0.29,RAM LAL,UDHAMPUR,14,IND,M,JAMMU & KASHMIR,1043,372077,362630,675228,55.1
0.18,RAIZ-UL-GANI,UDHAMPUR,15,JKP,M,JAMMU & KASHMIR,646,372077,362630,675228,55.1
0.1,SUBASH CHANDER RATTAN PAL,UDHAMPUR,16,IND,M,JAMMU & KASHMIR,363,372077,362630,675228,55.1
46.51,JANAK RAJ GUPTA,JAMMU,1,INC,M,JAMMU & KASHMIR,262796,576390,565043,811828,71.0
25.24,SHABIR AHMED SALARIA,JAMMU,2,JKN,M,JAMMU & KASHMIR,142604,576390,565043,811828,71.0
24.76,KARAN SINGH,JAMMU,3,IND,M,JAMMU & KASHMIR,139913,576390,565043,811828,71.0
1.25,OM RAJ GORKA,JAMMU,4,IND,M,JAMMU & KASHMIR,7035,576390,565043,811828,71.0
0.44,KRIT PAUL,JAMMU,5,IND,M,JAMMU & KASHMIR,2501,576390,565043,811828,71.0
0.33,BANSI LAL,JAMMU,6,IND,M,JAMMU & KASHMIR,1859,576390,565043,811828,71.0
0.28,SUSHIL KUMAR,JAMMU,7,IND,M,JAMMU & KASHMIR,1584,576390,565043,811828,71.0
0.24,HARI OM RAINA,JAMMU,8,IND,M,JAMMU & KASHMIR,1374,576390,565043,811828,71.0
0.21,BHAGAT SINGH SANDHU,JAMMU,9,IND,M,JAMMU & KASHMIR,1203,576390,565043,811828,71.0
0.21,MOHAN LAL SAPOLIA,JAMMU,10,IND,M,JAMMU & KASHMIR,1179,576390,565043,811828,71.0
0.11,BABU RAM MANHAS,JAMMU,11,IND,M,JAMMU & KASHMIR,645,576390,565043,811828,71.0
0.1,HARJEET SINGH,JAMMU,12,IND,M,JAMMU & KASHMIR,562,576390,565043,811828,71.0
0.1,SUBASH CHANDER SETHI,JAMMU,13,IND,M,JAMMU & KASHMIR,548,576390,565043,811828,71.0
0.08,SAT PAUL BHAGAT,JAMMU,14,IND,M,JAMMU & KASHMIR,461,576390,565043,811828,71.0
0.08,BABU RAM SHARMA,JAMMU,15,IND,M,JAMMU & KASHMIR,445,576390,565043,811828,71.0
0.06,RAM SAROOP,JAMMU,16,IND,M,JAMMU & KASHMIR,334,576390,565043,811828,71.0
53.36,NASING SURYAVANSI,BIDAR (SC),1,INC,M,KARNATAKA,179836,346592,337013,769422,45.05
35.67,RAJENDRA VERMA,BIDAR (SC),2,BJP,M,KARNATAKA,120221,346592,337013,769422,45.05
3.32,SIDRAMAPPA BEDAL SHARAN,BIDAR (SC),3,IND,M,KARNATAKA,11176,346592,337013,769422,45.05
1.91,KAMALAPURKER RAVI,BIDAR (SC),4,IND,M,KARNATAKA,6433,346592,337013,769422,45.05
1.39,DHANAJI RAO PANDURANG RAO ALLANDKER,BIDAR (SC),5,LKD,M,KARNATAKA,4691,346592,337013,769422,45.05
1.11,LAXMAN,BIDAR (SC),6,IND,M,KARNATAKA,3726,346592,337013,769422,45.05
0.87,JAYANAND RAO EKEMBEKAR,BIDAR (SC),7,IND,M,KARNATAKA,2929,346592,337013,769422,45.05
0.7,H. DASHRATH RAO,BIDAR (SC),8,IND,M,KARNATAKA,2354,346592,337013,769422,45.05
0.5,LAMANI REVAPPA CHANDAPPA,BIDAR (SC),9,IND,M,KARNATAKA,1681,346592,337013,769422,45.05
0.45,GUNDAPPA BABLAD,BIDAR (SC),10,IND,M,KARNATAKA,1518,346592,337013,769422,45.05
0.37,MALLIKARJUN SAMBAJI WARWATTI,BIDAR (SC),11,IND,M,KARNATAKA,1253,346592,337013,769422,45.05
0.35,MASAJI EKNATH,BIDAR (SC),12,IND,M,KARNATAKA,1195,346592,337013,769422,45.05
58.75,VEERENIRA PATIL,GULBARGA,1,INC,M,KARNATAKA,235751,415495,401269,768520,54.06
34.95,VIDYADHAR GURUJI,GULBARGA,2,JNP,M,KARNATAKA,140261,415495,401269,768520,54.06
1.47,NAIDU,GULBARGA,3,IND,M,KARNATAKA,5890,415495,401269,768520,54.06
1.07,SHANKAR KODLA,GULBARGA,4,IND,M,KARNATAKA,4278,415495,401269,768520,54.06
0.86,GUNDAPPA BABLAD,GULBARGA,5,IND,M,KARNATAKA,3458,415495,401269,768520,54.06
0.83,B. S. KANAKERI NIDAGUNDA,GULBARGA,6,IND,M,KARNATAKA,3311,415495,401269,768520,54.06
0.76,SHIVASHARANAPPA S/O MAHADEVAPPA MEENHABAL,GULBARGA,7,IND,M,KARNATAKA,3063,415495,401269,768520,54.06
0.74,B. VEERSHETTY IMADAPUR,GULBARGA,8,IND,M,KARNATAKA,2975,415495,401269,768520,54.06
0.57,AKBAR HUSSAIN,GULBARGA,9,IND,M,KARNATAKA,2282,415495,401269,768520,54.06
54.08,B. V. DESAI,RAICHUR,1,INC,M,KARNATAKA,212244,410117,392451,734816,55.81
39.46,VISHWANATH REDDY,RAICHUR,2,JNP,M,KARNATAKA,154858,410117,392451,734816,55.81
3.64,ABDUL WAHED JAGIRDHAR,RAICHUR,3,LKD,M,KARNATAKA,14292,410117,392451,734816,55.81
2.37,PANDURANG,RAICHUR,4,IND,M,KARNATAKA,9289,410117,392451,734816,55.81
0.45,VEERAPA H. MASTER,RAICHUR,5,IND,M,KARNATAKA,1768,410117,392451,734816,55.81
51.89,H. G. RAMULU,KOPPAL,1,INC,M,KARNATAKA,238466,482718,459573,777786,62.06
39.28,K. PAPARAO VEERAYYA,KOPPAL,2,JNP,M,KARNATAKA,180515,482718,459573,777786,62.06
2.05,GIRIJA SHANKAR PATEL,KOPPAL,3,BJP,M,KARNATAKA,9434,482718,459573,777786,62.06
1.44,NAIKAR BASAVANTAPPA BASAPPA,KOPPAL,4,IND,M,KARNATAKA,6602,482718,459573,777786,62.06
1.08,A. K. RUDRAGOUDA A. K. BASANGOUDA,KOPPAL,5,IND,M,KARNATAKA,4975,482718,459573,777786,62.06
1.05,KISHKINDAPURI SWAMIJI,KOPPAL,6,IND,M,KARNATAKA,4811,482718,459573,777786,62.06
0.97,HARIHARDEVARAYA,KOPPAL,7,IND,M,KARNATAKA,4442,482718,459573,777786,62.06
0.77,R. M. HIREMATH,KOPPAL,8,IND,M,KARNATAKA,3539,482718,459573,777786,62.06
0.63,DODDAYYA CHANNAYYA KULKARNI,KOPPAL,9,IND,M,KARNATAKA,2905,482718,459573,777786,62.06
0.42,ACHUTDEVRAYA,KOPPAL,10,IND,M,KARNATAKA,1944,482718,459573,777786,62.06
0.42,K. SHREERAM MURTY,KOPPAL,11,IND,M,KARNATAKA,1940,482718,459573,777786,62.06
56.05,BASAVARAJESWARI,BELLARY,1,INC,F,KARNATAKA,276640,510244,493575,768267,66.41
41.4,M. P. PRAKASH,BELLARY,2,JNP,M,KARNATAKA,204354,510244,493575,768267,66.41
0.63,S. M. SHANTHAVEERAIAH,BELLARY,3,IND,M,KARNATAKA,3125,510244,493575,768267,66.41
0.4,K. SHANMUKHAPPA,BELLARY,4,IND,M,KARNATAKA,1967,510244,493575,768267,66.41
0.39,G. M. CHOLAIAH,BELLARY,5,IND,M,KARNATAKA,1929,510244,493575,768267,66.41
0.38,K. S. CHANNABASAPPA,BELLARY,6,IND,M,KARNATAKA,1867,510244,493575,768267,66.41
0.38,H. SRINIVASA ACHARYA,BELLARY,7,IND,M,KARNATAKA,1855,510244,493575,768267,66.41
0.37,H. M. EHSANULLAH,BELLARY,8,IND,M,KARNATAKA,1838,510244,493575,768267,66.41
54.09,CHANNAIAH ODEYAR,DAVANGERE,1,INC,M,KARNATAKA,290003,551048,536196,790941,69.67
41.82,K. G. MAHESWARAPPA,DAVANGERE,2,JNP,M,KARNATAKA,224262,551048,536196,790941,69.67
1.38,M. PAMPAPATHI,DAVANGERE,3,CPI,M,KARNATAKA,7406,551048,536196,790941,69.67
0.75,N. H. MALLAPPA,DAVANGERE,4,IND,M,KARNATAKA,4014,551048,536196,790941,69.67
0.48,KENCHAVEERAPPA,DAVANGERE,5,IND,M,KARNATAKA,2559,551048,536196,790941,69.67
0.42,JAYAPPA ALLERA,DAVANGERE,6,IND,M,KARNATAKA,2247,551048,536196,790941,69.67
0.33,T. BASAPPA,DAVANGERE,7,IND,M,KARNATAKA,1793,551048,536196,790941,69.67
0.23,B. GURULINGAPPA,DAVANGERE,8,IND,M,KARNATAKA,1211,551048,536196,790941,69.67
0.21,A. B. PUTTAPPA,DAVANGERE,9,IND,M,KARNATAKA,1123,551048,536196,790941,69.67
0.2,S. NAGARAJA,DAVANGERE,10,IND,M,KARNATAKA,1062,551048,536196,790941,69.67
0.1,KUBENDRA NAIK,DAVANGERE,11,IND,M,KARNATAKA,516,551048,536196,790941,69.67
52.3,K. H. RANGANATH,CHITRADURGA,1,INC,M,KARNATAKA,279146,545358,533729,773621,70.49
41.66,B. L. GOWDA,CHITRADURGA,2,JNP,M,KARNATAKA,222335,545358,533729,773621,70.49
2.89,S. SIDDAPPA,CHITRADURGA,3,IND,M,KARNATAKA,15428,545358,533729,773621,70.49
0.74,M. J. JAYAKUMAR,CHITRADURGA,4,IND,M,KARNATAKA,3966,545358,533729,773621,70.49
0.74,T. THIPPERUDRAIAH,CHITRADURGA,5,IND,M,KARNATAKA,3941,545358,533729,773621,70.49
0.51,C. VEERABHADRAPPA,CHITRADURGA,6,IND,M,KARNATAKA,2715,545358,533729,773621,70.49
0.36,A. R. BASAVARAJA,CHITRADURGA,7,IND,M,KARNATAKA,1918,545358,533729,773621,70.49
0.34,C. M. ABDUL GHANI,CHITRADURGA,8,IND,M,KARNATAKA,1825,545358,533729,773621,70.49
0.18,SYED SIRAJ,CHITRADURGA,9,IND,M,KARNATAKA,952,545358,533729,773621,70.49
0.17,S. K. VENKATA REDDY,CHITRADURGA,10,IND,M,KARNATAKA,926,545358,533729,773621,70.49
0.11,A. VEERANNA,CHITRADURGA,11,IND,M,KARNATAKA,577,545358,533729,773621,70.49
51.0,G. S. BASAVARAJU,TUMKUR,1,INC,M,KARNATAKA,265249,530848,520111,715198,74.22
45.15,Y. K. RAMAIAH,TUMKUR,2,JNP,M,KARNATAKA,234839,530848,520111,715198,74.22
1.86,BHOOTHAIAH,TUMKUR,3,IND,M,KARNATAKA,9692,530848,520111,715198,74.22
0.67,BOMMEGOWDA,TUMKUR,4,IND,M,KARNATAKA,3475,530848,520111,715198,74.22
0.34,K. S. RAJAGOPAL,TUMKUR,5,IND,M,KARNATAKA,1755,530848,520111,715198,74.22
0.3,G. R. NAGARAJU,TUMKUR,6,IND,M,KARNATAKA,1564,530848,520111,715198,74.22
0.26,K. SEEBAIAH,TUMKUR,7,IND,M,KARNATAKA,1330,530848,520111,715198,74.22
0.24,K. V. SUBRAMANYASWAMY,TUMKUR,8,IND,M,KARNATAKA,1230,530848,520111,715198,74.22
0.19,Y. H. HUCHAIAH,TUMKUR,9,IND,M,KARNATAKA,977,530848,520111,715198,74.22
51.8,V. KRISHNA RAO,CHIKBALLAPUR,1,INC,M,KARNATAKA,282279,557461,544943,750841,74.24
43.67,R. L .JALAPPA,CHIKBALLAPUR,2,JNP,M,KARNATAKA,237965,557461,544943,750841,74.24
1.9,C. V. KODANDARAMA SETTY,CHIKBALLAPUR,3,IND,M,KARNATAKA,10370,557461,544943,750841,74.24
0.8,NARAYANA REDDY,CHIKBALLAPUR,4,IND,M,KARNATAKA,4372,557461,544943,750841,74.24
0.4,"KESHAVA, A.S.",CHIKBALLAPUR,5,IND,M,KARNATAKA,2203,557461,544943,750841,74.24
0.35,B. L .MUNIYAPPA,CHIKBALLAPUR,6,IND,M,KARNATAKA,1918,557461,544943,750841,74.24
0.28,JAYACHANDRA,CHIKBALLAPUR,7,IND,M,KARNATAKA,1510,557461,544943,750841,74.24
0.27,K. N. KEMPIAAH,CHIKBALLAPUR,8,IND,M,KARNATAKA,1497,557461,544943,750841,74.24
0.26,S. KUMARA SWAMY,CHIKBALLAPUR,9,IND,M,KARNATAKA,1392,557461,544943,750841,74.24
0.15,LALITHA NARAYANA,CHIKBALLAPUR,10,IND,F,KARNATAKA,818,557461,544943,750841,74.24
0.11,K. ASWATHANARAYANARAO,CHIKBALLAPUR,11,IND,M,KARNATAKA,619,557461,544943,750841,74.24
51.92,V. VENKATESH,KOLAR (SC),1,JNP,M,KARNATAKA,239562,471506,461385,714137,66.02
42.22,G. Y. KRISHNAN,KOLAR (SC),2,INC,M,KARNATAKA,194797,471506,461385,714137,66.02
0.96,ANANTHARAMAIYA,KOLAR (SC),3,IND,M,KARNATAKA,4427,471506,461385,714137,66.02
0.89,A. VENKARARAMNAPPA,KOLAR (SC),4,IND,M,KARNATAKA,4124,471506,461385,714137,66.02
0.77,M. VENKATAPPA,KOLAR (SC),5,IND,M,KARNATAKA,3545,471506,461385,714137,66.02
0.38,NARAYAN,KOLAR (SC),6,IND,M,KARNATAKA,1736,471506,461385,714137,66.02
0.37,N. RACHIAH,KOLAR (SC),7,IND,M,KARNATAKA,1728,471506,461385,714137,66.02
0.34,M. MUDDAIAH,KOLAR (SC),8,IND,M,KARNATAKA,1559,471506,461385,714137,66.02
0.3,M. ANNAPPA,KOLAR (SC),9,IND,M,KARNATAKA,1368,471506,461385,714137,66.02
0.29,D. BALU,KOLAR (SC),10,IND,M,KARNATAKA,1317,471506,461385,714137,66.02
0.28,D. NAGARAJU,KOLAR (SC),11,IND,M,KARNATAKA,1291,471506,461385,714137,66.02
0.27,C. GOPAL,KOLAR (SC),12,IND,M,KARNATAKA,1243,471506,461385,714137,66.02
0.24,M. MUNISWAMY,KOLAR (SC),13,IND,M,KARNATAKA,1117,471506,461385,714137,66.02
0.24,J. RAJAMMA,KOLAR (SC),14,IND,F,KARNATAKA,1114,471506,461385,714137,66.02
0.19,T. M. NARAYANAPPA,KOLAR (SC),15,IND,M,KARNATAKA,899,471506,461385,714137,66.02
0.17,T. N. RAGHAYAIAH,KOLAR (SC),16,IND,M,KARNATAKA,790,471506,461385,714137,66.02
0.17,R. MUNISWAMY,KOLAR (SC),17,IND,M,KARNATAKA,768,471506,461385,714137,66.02
47.78,M. V. CHANDRASHEKARA MURTHY,KANAKAPURA,1,INC,M,KARNATAKA,305210,652044,638720,903602,72.16
46.68,P. G. R. SINDHIYA,KANAKAPURA,2,JNP,M,KARNATAKA,298184,652044,638720,903602,72.16
2.71,M. P. KRISHNAPPA,KANAKAPURA,3,LKD,M,KARNATAKA,17303,652044,638720,903602,72.16
1.45,A. J. SADASHIVA,KANAKAPURA,4,IND,M,KARNATAKA,9292,652044,638720,903602,72.16
0.33,K. ANNAIAH,KANAKAPURA,5,IND,M,KARNATAKA,2129,652044,638720,903602,72.16
0.33,DEVAGIRI PANDURANGA,KANAKAPURA,6,IND,M,KARNATAKA,2105,652044,638720,903602,72.16
0.21,K. S. KRISHNA MURTHY,KANAKAPURA,7,IND,M,KARNATAKA,1349,652044,638720,903602,72.16
0.19,RAMAKRISHNA NAIK,KANAKAPURA,8,IND,M,KARNATAKA,1239,652044,638720,903602,72.16
0.16,MOHAMMED FACRUDIN,KANAKAPURA,10,IND,M,KARNATAKA,1018,652044,638720,903602,72.16
0.14,BASHEER AHAMED,KANAKAPURA,11,IND,M,KARNATAKA,891,652044,638720,903602,72.16
51.13,C. K. JAFFER SHARIEF,BANGALORE NORTH,1,INC,M,KARNATAKA,260279,518766,509062,869205,59.68
42.97,GEORGE FERNANDES,BANGALORE NORTH,2,JNP,M,KARNATAKA,218733,518766,509062,869205,59.68
0.89,G. I. D'SOUZA,BANGALORE NORTH,3,IND,M,KARNATAKA,4534,518766,509062,869205,59.68
0.85,NARAYANA REDDY,BANGALORE NORTH,4,IND,M,KARNATAKA,4341,518766,509062,869205,59.68
0.45,MOMU ANJANAPPA REDDY,BANGALORE NORTH,5,IND,M,KARNATAKA,2305,518766,509062,869205,59.68
0.39,B. K. NARAYANASWAMY,BANGALORE NORTH,6,IND,M,KARNATAKA,1968,518766,509062,869205,59.68
0.36,M. S. CHANNAPPA,BANGALORE NORTH,7,IND,M,KARNATAKA,1827,518766,509062,869205,59.68
0.35,D.S. WILLIAM,BANGALORE NORTH,8,IND,M,KARNATAKA,1779,518766,509062,869205,59.68
0.33,N. RAJAPPA,BANGALORE NORTH,9,BJP,M,KARNATAKA,1704,518766,509062,869205,59.68
0.25,SHANKARA B. R.,BANGALORE NORTH,10,IND,M,KARNATAKA,1261,518766,509062,869205,59.68
0.22,JAYARAMU,BANGALORE NORTH,11,IND,M,KARNATAKA,1142,518766,509062,869205,59.68
0.2,B. M. KRISHNA REDDY,BANGALORE NORTH,12,IND,M,KARNATAKA,993,518766,509062,869205,59.68
0.18,MUNDEY PHUTANE,BANGALORE NORTH,13,IND,M,KARNATAKA,892,518766,509062,869205,59.68
0.16,T. SHIVARAM,BANGALORE NORTH,14,IND,M,KARNATAKA,830,518766,509062,869205,59.68
0.12,B. JAYARAM,BANGALORE NORTH,15,IND,M,KARNATAKA,634,518766,509062,869205,59.68
0.12,MOHAMMED SALEH,BANGALORE NORTH,16,IND,M,KARNATAKA,614,518766,509062,869205,59.68
0.12,KHALID NISHU,BANGALORE NORTH,17,IND,M,KARNATAKA,605,518766,509062,869205,59.68
0.12,H. G. LINGARAJ,BANGALORE NORTH,18,IND,M,KARNATAKA,592,518766,509062,869205,59.68
0.11,H. R. SIDDALINGACHAR,BANGALORE NORTH,19,IND,M,KARNATAKA,544,518766,509062,869205,59.68
0.1,SYED RAFIUDDIN,BANGALORE NORTH,20,IND,M,KARNATAKA,531,518766,509062,869205,59.68
0.1,S. KANAGARAJAN,BANGALORE NORTH,21,IND,M,KARNATAKA,516,518766,509062,869205,59.68
0.07,K. M. A. H. GOWDA,BANGALORE NORTH,22,IND,M,KARNATAKA,375,518766,509062,869205,59.68
