%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
4.34,P. VANI RAMANA RAO,BHADRACHALAM (ST),6,NCO,M,Andhra Pradesh,8544,205533,197066,501947,40.95
3.6,KARAM BAPANNA DORA,BHADRACHALAM (ST),5,IND,M,Andhra Pradesh,7089,205533,197066,501947,40.95
69.06,S. R. A. S. APPALUANIDU,ANAKAPALLI,1,INC,M,Andhra Pradesh,215209,322402,311610,555995,57.99
22.18,V. V. RAMANA,ANAKAPALLI,2,SWA,M,Andhra Pradesh,69115,322402,311610,555995,57.99
4.96,PUVVADA VENKATESWARA RAO,ANAKAPALLI,3,IND,M,Andhra Pradesh,15469,322402,311610,555995,57.99
3.79,K. V. RAMESAM,ANAKAPALLI,4,IND,M,Andhra Pradesh,11817,322402,311610,555995,57.99
87.47,M. S. SANJEEVI RAO,KAKINADA,1,INC,M,Andhra Pradesh,313060,366066,357923,566461,64.62
5.63,P. V. N. RAJU,KAKINADA,2,BJS,M,Andhra Pradesh,20134,366066,357923,566461,64.62
5.43,C. V. K. RAO,KAKINADA,3,IND,M,Andhra Pradesh,19434,366066,357923,566461,64.62
1.23,SATHIRAJU MUMMIDI,KAKINADA,4,IND,M,Andhra Pradesh,4417,366066,357923,566461,64.62
0.25,BHAVARAJU SURYA BHASKARA RAO,KAKINADA,5,IND,M,Andhra Pradesh,878,366066,357923,566461,64.62
64.59,S. B. P. PATTABHI RAMARAO,RAJAHMUNDRY,1,INC,M,Andhra Pradesh,250124,394577,387240,575708,68.54
13.85,PRABHAKARA CHOWDARY CHITTURI,RAJAHMUNDRY,2,CPI,M,Andhra Pradesh,53642,394577,387240,575708,68.54
12.57,C. NARASIMHAN,RAJAHMUNDRY,3,IND,M,Andhra Pradesh,48695,394577,387240,575708,68.54
7.59,D. S. RAJU,RAJAHMUNDRY,4,NCO,M,Andhra Pradesh,29397,394577,387240,575708,68.54
0.58,BUSI MACHARAIAM,RAJAHMUNDRY,5,MLP,M,Andhra Pradesh,2252,394577,387240,575708,68.54
0.53,DURBHA SUBBARAO,RAJAHMUNDRY,6,IND,M,Andhra Pradesh,2060,394577,387240,575708,68.54
0.28,P. VEERA VENKATA SATYANARAYANA MURTY,RAJAHMUNDRY,7,IND,M,Andhra Pradesh,1070,394577,387240,575708,68.54
82.13,B. S. MURTHY,AMALAPURAM (SC),1,INC,M,Andhra Pradesh,301405,375509,366997,562612,66.74
11.95,PENUMALA GOPALAKRISHNA,AMALAPURAM (SC),2,NCO,M,Andhra Pradesh,43846,375509,366997,562612,66.74
5.93,B. V. RAMANAYYA,AMALAPURAM (SC),3,RPK,M,Andhra Pradesh,21746,375509,366997,562612,66.74
72.6,M. T. RAJU,NARASAPUR,1,INC,M,Andhra Pradesh,285356,400110,393058,610909,65.49
23.56,UDDARAJU RAMAN,NARASAPUR,2,CPM,M,Andhra Pradesh,92601,400110,393058,610909,65.49
1.61,GANTA ARUNAKUMAR,NARASAPUR,3,RPK,M,Andhra Pradesh,6312,400110,393058,610909,65.49
1.55,K. N. MURTY,NARASAPUR,4,MLP,M,Andhra Pradesh,6098,400110,393058,610909,65.49
0.68,KESABOYINA BHAGESWARARAO,NARASAPUR,5,IND,M,Andhra Pradesh,2691,400110,393058,610909,65.49
66.31,KOMMAREDDI SURYANARAYANA,ELURU,1,INC,M,Andhra Pradesh,235933,362960,355815,565759,64.15
17.11,V. V. G. TILAK,ELURU,2,CPI,M,Andhra Pradesh,60878,362960,355815,565759,64.15
10.62,VEERAMACHANENI VENKATANARAYANA,ELURU,3,IND,M,Andhra Pradesh,37772,362960,355815,565759,64.15
2.28,PEATHI SESHAIAH,ELURU,4,IND,M,Andhra Pradesh,8120,362960,355815,565759,64.15
1.36,VASE NAGESWARARAO,ELURU,5,RPK,M,Andhra Pradesh,4842,362960,355815,565759,64.15
1.28,VASE RAMARAO,ELURU,6,MLP,M,Andhra Pradesh,4541,362960,355815,565759,64.15
0.53,VERRAMILLI NARASIMHARAO,ELURU,7,IND,M,Andhra Pradesh,1899,362960,355815,565759,64.15
0.51,SREERAMACHANDRARAO PINNAMANENI,ELURU,8,IND,M,Andhra Pradesh,1830,362960,355815,565759,64.15
70.9,ANKINEDU MAGANTI,GUDIVADA,1,INC,M,Andhra Pradesh,279225,400773,393804,581062,68.97
17.47,H. R. SAYOJI RA,GUDIVADA,2,SWA,M,Andhra Pradesh,68791,400773,393804,581062,68.97
10.05,SUBBA RAO MANIKONDA,GUDIVADA,3,CPM,M,Andhra Pradesh,39561,400773,393804,581062,68.97
1.58,GARIKIMUKKU ASEERVADAM,GUDIVADA,4,IND,M,Andhra Pradesh,6227,400773,393804,581062,68.97
69.88,K. L. RAO,VIJAYAWADA,1,INC,M,Andhra Pradesh,251917,367086,360503,566683,64.78
26.61,D. NAGABHUSHANA RAO,VIJAYAWADA,2,CPI,M,Andhra Pradesh,95913,367086,360503,566683,64.78
2.3,ALASAPURI RAJAYYA,VIJAYAWADA,3,IND,M,Andhra Pradesh,8280,367086,360503,566683,64.78
1.22,NADENDLA SATYANARAYANA,VIJAYAWADA,4,NCO,M,Andhra Pradesh,4393,367086,360503,566683,64.78
75.39,MEDURI NAGESWARRAO,MACHILIPATNAM,1,INC,M,Andhra Pradesh,278514,375631,369425,548112,68.53
19.93,VENKATASWAMY MANDALA,MACHILIPATNAM,2,SWA,M,Andhra Pradesh,73640,375631,369425,548112,68.53
2.68,K. R. SHARMA,MACHILIPATNAM,3,IND,M,Andhra Pradesh,9896,375631,369425,548112,68.53
1.46,VIDYUNDVALLI SASTRY PURANAM,MACHILIPATNAM,4,IND,M,Andhra Pradesh,5376,375631,369425,548112,68.53
0.28,RACHABATHUNI SRIGIRIMURTY,MACHILIPATNAM,5,IND,M,Andhra Pradesh,1035,375631,369425,548112,68.53
0.26,SADHU CHOPPARA,MACHILIPATNAM,6,IND,M,Andhra Pradesh,964,375631,369425,548112,68.53
70.89,P. ANKINEEDU PRASADA RAO,ONGOLE,1,INC,M,Andhra Pradesh,284597,409854,401483,598524,68.48
26.08,GOGINENI BHARATI DEVI,ONGOLE,2,SWA,M,Andhra Pradesh,104703,409854,401483,598524,68.48
2.61,SALAGALA BENJAMIN,ONGOLE,3,IND,M,Andhra Pradesh,10487,409854,401483,598524,68.48
0.42,G. N. RAJA RAO,ONGOLE,4,IND,M,Andhra Pradesh,1696,409854,401483,598524,68.48
62.45,KOTHA RAGHURAMAIAH,GUNTUR,1,INC,M,Andhra Pradesh,260086,424053,416439,629787,67.33
16.59,JUPUDI YAGNA NARAYANA,GUNTUR,2,BJS,M,Andhra Pradesh,69068,424053,416439,629787,67.33
11.39,VEMULAPALLI SRIKRISHNA,GUNTUR,3,CPI,M,Andhra Pradesh,47428,424053,416439,629787,67.33
7.05,MOTURI HANUMANTHA RAO,GUNTUR,4,CPM,M,Andhra Pradesh,29340,424053,416439,629787,67.33
1.11,KOLLA CHENCHAIAH,GUNTUR,5,IND,M,Andhra Pradesh,4613,424053,416439,629787,67.33
0.45,GUTHIKONDA NARAHARI,GUNTUR,6,IND,M,Andhra Pradesh,1861,424053,416439,629787,67.33
0.39,GOVINDARAJU LAXMINARAYANA,GUNTUR,7,IND,M,Andhra Pradesh,1640,424053,416439,629787,67.33
0.34,INTURI SAMBASIVARAO,GUNTUR,8,IND,M,Andhra Pradesh,1424,424053,416439,629787,67.33
0.24,ONGOLE PAPARAO,GUNTUR,9,IND,M,Andhra Pradesh,979,424053,416439,629787,67.33
64.84,MADDI SUDARSANAM,NARASARAOPET,1,INC,M,Andhra Pradesh,237264,374093,365920,631608,59.23
29.08,YEERAM CHINA NARASIMHARAO,NARASARAOPET,2,IND,M,Andhra Pradesh,106413,374093,365920,631608,59.23
2.35,NARISETTY VIJAYARAJAKUMAR,NARASARAOPET,3,IND,M,Andhra Pradesh,8596,374093,365920,631608,59.23
1.59,JONNALAGADDA JOSHI,NARASARAOPET,4,IND,M,Andhra Pradesh,5802,374093,365920,631608,59.23
1.36,MORA GOPALAKRISHNA REDDY,NARASARAOPET,5,IND,M,Andhra Pradesh,4989,374093,365920,631608,59.23
0.78,DHULIPALLA BAPAIAH,NARASARAOPET,6,IND,M,Andhra Pradesh,2856,374093,365920,631608,59.23
59.8,PULI VENKATA REDDY,KAVALI,1,INC,M,Andhra Pradesh,196492,335095,328563,596790,56.15
19.9,REBALA DASARATHA RAMA REDDY,KAVALI,2,NCO,M,Andhra Pradesh,65378,335095,328563,596790,56.15
14.94,GUJJULA YALAMANDA REDDY,KAVALI,3,CPI,M,Andhra Pradesh,49085,335095,328563,596790,56.15
2.73,KONDREDDY VOBULA REDDY,KAVALI,4,IND,M,Andhra Pradesh,8956,335095,328563,596790,56.15
1.39,IBUKUMATI CHINAKONDAIAH,KAVALI,5,IND,M,Andhra Pradesh,4559,335095,328563,596790,56.15
0.99,KONURI KANNAIAH,KAVALI,6,IND,M,Andhra Pradesh,3255,335095,328563,596790,56.15
0.26,SURA SUBBARAYUDDU,KAVALI,7,IND,M,Andhra Pradesh,838,335095,328563,596790,56.15
66.18,DODDAV ARAPUKAMAKSHIAH,NELLORE (SC),1,INC,M,Andhra Pradesh,235658,364197,356071,596687,61.04
17.33,BANGAPULAKSHMAN,NELLORE (SC),2,BJS,M,Andhra Pradesh,61724,364197,356071,596687,61.04
9.62,SWARNA VEMAYYA,NELLORE (SC),3,CPI,M,Andhra Pradesh,34266,364197,356071,596687,61.04
2.47,MANGALAGIRINANDAS,NELLORE (SC),4,IND,M,Andhra Pradesh,8804,364197,356071,596687,61.04
2.2,E. V. CHINNAIAH,NELLORE (SC),5,MLP,M,Andhra Pradesh,7828,364197,356071,596687,61.04
1.26,VALLAMPENCHALAIAH,NELLORE (SC),6,IND,M,Andhra Pradesh,4476,364197,356071,596687,61.04
0.93,DASINARASIMHAN,NELLORE (SC),7,IND,M,Andhra Pradesh,3315,364197,356071,596687,61.04
75.08,BALAKRISHNAIAH THAMBURU,TIRUPATHI (SC),1,INC,M,Andhra Pradesh,231262,316437,308015,576646,54.88
24.92,C. V. SIDDAIAHMURTHY,TIRUPATHI (SC),2,SWA,M,Andhra Pradesh,76753,316437,308015,576646,54.88
67.81,P. NARASIMHA REDDY,CHITTOOR,1,INC,M,Andhra Pradesh,245052,374038,361365,541516,69.07
32.19,K. P. CHENGALRAYA NAIDU,CHITTOOR,2,NCO,M,Andhra Pradesh,116313,374038,361365,541516,69.07
72.97,PARTHASARATHI POTHURAJU,RAJAMPET,1,INC,M,Andhra Pradesh,243603,342401,333833,549202,62.35
19.69,YESODA REDDY,RAJAMPET,2,NCO,M,Andhra Pradesh,65735,342401,333833,549202,62.35
3.73,NAGESESHAGIRI RAO,RAJAMPET,3,IND,M,Andhra Pradesh,12467,342401,333833,549202,62.35
3.6,CHINTHALA KRISHNAPPA,RAJAMPET,4,IND,M,Andhra Pradesh,12028,342401,333833,549202,62.35
60.26,YIESWARA REDDY,CUDDAPAH,1,CPI,M,Andhra Pradesh,200713,339165,333068,577026,58.78
32.16,VUTUKURU RAMI REDDY,CUDDAPAH,2,NCO,M,Andhra Pradesh,107099,339165,333068,577026,58.78
5.21,BALIREDDY LINGALA,CUDDAPAH,3,MLP,M,Andhra Pradesh,17353,339165,333068,577026,58.78
0.65,G. RAMA SASTRY,CUDDAPAH,4,IND,M,Andhra Pradesh,2168,339165,333068,577026,58.78
0.63,MAHAMMAD BAIG,CUDDAPAH,5,IND,M,Andhra Pradesh,2085,339165,333068,577026,58.78
0.58,THIRUMALLA KODANDARAMAIAH,CUDDAPAH,6,IND,M,Andhra Pradesh,1916,339165,333068,577026,58.78
0.52,POONDLA ANANDA SAMUEL,CUDDAPAH,7,IND,M,Andhra Pradesh,1734,339165,333068,577026,58.78
69.65,P. BAYAPA REDDY,HINDUPUR,1,INC,M,Andhra Pradesh,198127,291271,284476,530692,54.89
26.05,P. RAVINDRA REDDY,HINDUPUR,2,NCO,M,Andhra Pradesh,74117,291271,284476,530692,54.89
1.83,D. K. LAKSHMINARAYANA GUPTA,HINDUPUR,3,IND,M,Andhra Pradesh,5205,291271,284476,530692,54.89
1.42,C. MOHAMEDALI,HINDUPUR,4,IND,M,Andhra Pradesh,4029,291271,284476,530692,54.89
0.54,A. THIPPAIAH,HINDUPUR,5,IND,M,Andhra Pradesh,1540,291271,284476,530692,54.89
0.51,T. NAGAPPA,HINDUPUR,6,IND,M,Andhra Pradesh,1458,291271,284476,530692,54.89
62.68,ANTONY REDDI PONNAPATI,ANANTAPUR,1,INC,M,Andhra Pradesh,200701,328632,320204,548876,59.87
34.87,NEELAM SANJEEVA REDDY,ANANTAPUR,2,NCO,M,Andhra Pradesh,111644,328632,320204,548876,59.87
2.45,VEDANTHAM LAKSHMAIAH,ANANTAPUR,3,IND,M,Andhra Pradesh,7859,328632,320204,548876,59.87
87.15,KODANDA RAMI REDDY,KURNOOL,1,INC,M,Andhra Pradesh,270697,317429,310626,540978,58.68
9.45,Y. GADIINGANA GOWDU,KURNOOL,2,SWA,M,Andhra Pradesh,29344,317429,310626,540978,58.68
1.36,K. V. RANGANATHAN,KURNOOL,3,IND,M,Andhra Pradesh,4234,317429,310626,540978,58.68
0.89,N. MAMMANTHA REDDY,KURNOOL,4,IND,M,Andhra Pradesh,2751,317429,310626,540978,58.68
0.66,ISAAC,KURNOOL,5,IND,M,Andhra Pradesh,2065,317429,310626,540978,58.68
0.32,K. M. ANSARI,KURNOOL,6,IND,M,Andhra Pradesh,989,317429,310626,540978,58.68
0.18,SIVALINGANA GOWDA,KURNOOL,7,IND,M,Andhra Pradesh,546,317429,310626,540978,58.68
66.18,RENDEKANTI VENKATA SUBBAIAH,NANDYAL,1,INC,M,Andhra Pradesh,225740,348303,341077,589874,59.05
27.94,KANALA ANKI REDDY,NANDYAL,2,NCO,M,Andhra Pradesh,95284,348303,341077,589874,59.05
4.5,SABBASANI MALLA REDDY,NANDYAL,3,IND,M,Andhra Pradesh,15337,348303,341077,589874,59.05
1.38,BONTHA PULLA REDDY,NANDYAL,4,IND,M,Andhra Pradesh,4716,348303,341077,589874,59.05
56.51,M. BHEESHMADEV,NAGARKURNOOL (SC),1,TPS,M,Andhra Pradesh,149781,274515,265064,522004,52.59
39.38,P. MAHENDRANATH,NAGARKURNOOL (SC),2,INC,M,Andhra Pradesh,104381,274515,265064,522004,52.59
2.22,D. KIRAN KUMAN,NAGARKURNOOL (SC),3,TEC,M,Andhra Pradesh,5893,274515,265064,522004,52.59
1.89,K. R. VEERASWAMY,NAGARKURNOOL (SC),4,IND,M,Andhra Pradesh,5009,274515,265064,522004,52.59
48.35,J. RAMESHWAR RAO,MAHBUBNAGAR,1,TPS,M,Andhra Pradesh,127949,275093,264624,560682,49.06
41.74,D. K. SATYA REDDY,MAHBUBNAGAR,2,INC,M,Andhra Pradesh,110459,275093,264624,560682,49.06
8.21,RAJESHWAR RAO,MAHBUBNAGAR,3,IND,M,Andhra Pradesh,21714,275093,264624,560682,49.06
1.7,PANDA RANGA RAO ALIAS MOHAN RAO,MAHBUBNAGAR,4,IND,M,Andhra Pradesh,4502,275093,264624,560682,49.06
57.27,G. S. MELKOTE,HYDERABAD,1,TPS,M,Andhra Pradesh,134941,242830,235624,491227,49.43
36.3,BADR-UD-DINTYABJI,HYDERABAD,2,IND,M,Andhra Pradesh,85529,242830,235624,491227,49.43
1.84,RAYASAM VENKAT RAO,HYDERABAD,3,IND,M,Andhra Pradesh,4324,242830,235624,491227,49.43
1.33,MOHD. MAHZARUDDIN,HYDERABAD,4,MLP,M,Andhra Pradesh,3126,242830,235624,491227,49.43
1.27,MIR FAIZ ALI SHAHEEN,HYDERABAD,5,IND,M,Andhra Pradesh,3000,242830,235624,491227,49.43
1.07,CAPT MOHD. ZAHIRUZZAMAN ANSARI,HYDERABAD,6,TEC,M,Andhra Pradesh,2516,242830,235624,491227,49.43
0.5,ABDUL MAJEED KHAN,HYDERABAD,7,IND,M,Andhra Pradesh,1180,242830,235624,491227,49.43
0.43,S. B. SHAH ALI,HYDERABAD,8,RPK,M,Andhra Pradesh,1008,242830,235624,491227,49.43
45.49,M. M. HASHIM,SECUNDERABAD,1,TPS,M,Andhra Pradesh,98620,221915,216812,513349,43.23
34.58,K. L. NARAYAN,SECUNDERABAD,2,INC,M,Andhra Pradesh,74977,221915,216812,513349,43.23
12.83,BADRIVISHAL PITTI,SECUNDERABAD,3,SSP,M,Andhra Pradesh,27823,221915,216812,513349,43.23
1.05,P. V. RANGA RAO,SECUNDERABAD,4,IND,M,Andhra Pradesh,2277,221915,216812,513349,43.23
0.94,T. N. SADALAKSHMI,SECUNDERABAD,5,TEC,M,Andhra Pradesh,2032,221915,216812,513349,43.23
0.91,V. RAMACHANDRA RAO,SECUNDERABAD,6,IND,M,Andhra Pradesh,1982,221915,216812,513349,43.23
0.91,T. D. GOWRI SHANKER,SECUNDERABAD,7,IND,M,Andhra Pradesh,1981,221915,216812,513349,43.23
0.67,BAKAR ALI MIRZA,SECUNDERABAD,8,IND,M,Andhra Pradesh,1456,221915,216812,513349,43.23
0.5,C. YELLAPPA,SECUNDERABAD,9,IND,M,Andhra Pradesh,1076,221915,216812,513349,43.23
0.4,OSMAN BIN SALEH,SECUNDERABAD,10,IND,M,Andhra Pradesh,859,221915,216812,513349,43.23
0.36,B. S. RATNAKAR,SECUNDERABAD,11,IND,M,Andhra Pradesh,791,221915,216812,513349,43.23
0.35,T. K. KOTHANDRAM,SECUNDERABAD,12,IND,M,Andhra Pradesh,761,221915,216812,513349,43.23
0.32,N. R. JOGA ROW,SECUNDERABAD,13,IND,M,Andhra Pradesh,697,221915,216812,513349,43.23
0.28,N. DASRATHJEE,SECUNDERABAD,14,IND,M,Andhra Pradesh,598,221915,216812,513349,43.23
0.25,PANDIT RAJA RAM,SECUNDERABAD,15,RRP,M,Andhra Pradesh,536,221915,216812,513349,43.23
0.16,K. SESHA CHARY,SECUNDERABAD,16,IND,M,Andhra Pradesh,346,221915,216812,513349,43.23
65.08,G. VENKAT SWAMY,SIDDIPET (SC),1,TPS,M,Andhra Pradesh,169436,267587,260358,510097,52.46
30.67,A. R. DEVRAJ,SIDDIPET (SC),2,CPI,M,Andhra Pradesh,79851,267587,260358,510097,52.46
4.25,MANDA SAILU,SIDDIPET (SC),3,TEC,M,Andhra Pradesh,11071,267587,260358,510097,52.46
58.62,MALLIKARJUN,MEDAK,1,TPS,M,Andhra Pradesh,152975,269393,260974,536747,50.19
38.14,NARSIMHA REDDY,MEDAK,2,INC,M,Andhra Pradesh,99544,269393,260974,536747,50.19
3.24,LINGAIAH KATIPALLY,MEDAK,3,IND,M,Andhra Pradesh,8455,269393,260974,536747,50.19
51.73,RAM GOPAL REDDY M.,NIZAMABAD,1,INC,M,Andhra Pradesh,155323,313584,300276,556666,56.33
31.83,ANANTH REDDY K.,NIZAMABAD,2,TPS,M,Andhra Pradesh,95586,313584,300276,556666,56.33
7.16,MURLI MANOHAR REDDY (GADDAM),NIZAMABAD,3,BJS,M,Andhra Pradesh,21491,313584,300276,556666,56.33
6.0,BHEEM RAO PATNE,NIZAMABAD,4,IND,M,Andhra Pradesh,18014,313584,300276,556666,56.33
3.28,RAJESHWAR A.,NIZAMABAD,5,TEC,M,Andhra Pradesh,9862,313584,300276,556666,56.33
52.6,P. GANGA REDDY,ADILABAD,1,INC,M,Andhra Pradesh,151482,303280,288014,514876,58.9
47.4,K. V. KISHAN RAO,ADILABAD,2,TPS,M,Andhra Pradesh,136532,303280,288014,514876,58.9
66.45,V. TULASIRAM,PEDDAPALLI (SC),1,TPS,M,Andhra Pradesh,165054,255637,248372,528948,48.33
22.68,M. R. KRISHNA,PEDDAPALLI (SC),2,INC,M,Andhra Pradesh,56323,255637,248372,528948,48.33
5.25,ELUGANDALA DURGAIAH,PEDDAPALLI (SC),3,SSP,M,Andhra Pradesh,13030,255637,248372,528948,48.33
3.9,B. DEVAIAH,PEDDAPALLI (SC),4,IND,M,Andhra Pradesh,9688,255637,248372,528948,48.33
1.72,M. J. MANIK RAO,PEDDAPALLI (SC),5,IND,M,Andhra Pradesh,4277,255637,248372,528948,48.33
47.19,M. SATYANARAYAN RAO,KARIMNAGAR,1,TPS,M,Andhra Pradesh,119869,263288,253987,548849,47.97
43.25,V. JALAPATHI RAO,KARIMNAGAR,2,INC,M,Andhra Pradesh,109848,263288,253987,548849,47.97
6.83,A. RAJA PRABHAKAR REDDY,KARIMNAGAR,3,IND,M,Andhra Pradesh,17341,263288,253987,548849,47.97
2.73,GOVARDHAN YADAV,KARIMNAGAR,4,BCM,M,Andhra Pradesh,6929,263288,253987,548849,47.97
55.62,S. B. GIRI,WARANGAL,1,TPS,M,Andhra Pradesh,182258,337683,327677,553696,60.99
27.04,K. SUDARSANA REDDY,WARANGAL,2,INC,M,Andhra Pradesh,88618,337683,327677,553696,60.99
10.11,BHANDARU SADASHIVA RAO,WARANGAL,3,BJS,M,Andhra Pradesh,33139,337683,327677,553696,60.99
4.27,CHAGANTI SHANKAR RAO,WARANGAL,4,IND,M,Andhra Pradesh,13990,337683,327677,553696,60.99
2.95,THOKALA LAKSHMA REDDY,WARANGAL,5,IND,M,Andhra Pradesh,9672,337683,327677,553696,60.99
36.94,T. LAKSHMI KANTAMMA,KHAMMAM,1,INC,M,Andhra Pradesh,137830,381802,373103,544329,70.14
32.53,CHEKURI KASAIAH,KHAMMAM,2,TPS,M,Andhra Pradesh,121369,381802,373103,544329,70.14
24.66,MANCHIKANTI RAM KISHAN RAO,KHAMMAM,3,CPM,M,Andhra Pradesh,92012,381802,373103,544329,70.14
3.31,KAMA JOHN,KHAMMAM,4,IND,M,Andhra Pradesh,12333,381802,373103,544329,70.14
1.42,KANNEKANTI SREENIVAS RAO,KHAMMAM,5,TEC,M,Andhra Pradesh,5313,381802,373103,544329,70.14
1.14,GOGINENI SATYANARAYANA RAO,KHAMMAM,6,NCO,M,Andhra Pradesh,4246,381802,373103,544329,70.14
35.53,KANCHERLA RAM KRISHNA REDDY,NALGONDA,1,TPS,M,Andhra Pradesh,111704,323022,314400,544193,59.36
33.81,VEDIRE NARSIMHA REDDY,NALGONDA,2,INC,M,Andhra Pradesh,106306,323022,314400,544193,59.36
24.82,B. DHARMA BIKSHAM,NALGONDA,3,CPI,M,Andhra Pradesh,78047,323022,314400,544193,59.36
2.48,UPPUNOOTHULA MALLESHAM,NALGONDA,4,IND,M,Andhra Pradesh,7795,323022,314400,544193,59.36
2.18,CHEERA BENKATESHWAR RAO YADAV,NALGONDA,5,TEC,M,Andhra Pradesh,6861,323022,314400,544193,59.36
1.17,SAYINI SREESAILAM,NALGONDA,6,IND,M,Andhra Pradesh,3687,323022,314400,544193,59.36
34.78,BHIMREDDY NARSIMHA REDDY,MIRYALGUDA,1,CPM,M,Andhra Pradesh,115199,338486,331199,532803,63.53
32.46,KEESARA JITHENDER REDDY,MIRYALGUDA,2,TPS,M,Andhra Pradesh,107515,338486,331199,532803,63.53
26.69,G. S. REDDY,MIRYALGUDA,3,INC,M,Andhra Pradesh,88400,338486,331199,532803,63.53
4.73,P. PRASANGI,MIRYALGUDA,4,IND,M,Andhra Pradesh,15671,338486,331199,532803,63.53
1.33,KAKILAKSHMI REDDY,MIRYALGUDA,5,IND,M,Andhra Pradesh,4414,338486,331199,532803,63.53
50.54,JYOTSNA CHANDA,CACHAR,1,INC,M,Assam,100798,205486,199438,495827,41.44
18.95,A. F. GOLAM OSMANI,CACHAR,2,IND,M,Assam,37794,205486,199438,495827,41.44
12.37,H. K. BAWICHHUAKA,CACHAR,3,IND,M,Assam,24665,205486,199438,495827,41.44
7.01,ZAIREMA,CACHAR,4,IND,M,Assam,13972,205486,199438,495827,41.44
4.69,NANDA KISHOR SINHA,CACHAR,5,NCO,M,Assam,9350,205486,199438,495827,41.44
2.66,J. F. MANLIANA,CACHAR,6,IND,M,Assam,5300,205486,199438,495827,41.44
1.98,THANGRIDEMA,CACHAR,7,PSP,M,Assam,3940,205486,199438,495827,41.44
1.81,SAPCHHUNGA,CACHAR,8,IND,M,Assam,3619,205486,199438,495827,41.44
73.36,NIHAR RANJAN LASKAR,KARIMGANJ (SC),1,INC,M,Assam,149328,210476,203558,497720,42.29
13.55,HARINARAYAN RABIDAS,KARIMGANJ (SC),2,CPM,M,Assam,27582,210476,203558,497720,42.29
6.78,GOPESH NAMASUDRA,KARIMGANJ (SC),3,IND,M,Assam,13809,210476,203558,497720,42.29
3.19,RADHA KANTA TANTI,KARIMGANJ (SC),4,SUC,M,Assam,6496,210476,203558,497720,42.29
3.12,JOGENDRA CHANDRA SIRKAR,KARIMGANJ (SC),5,NCO,M,Assam,6343,210476,203558,497720,42.29
51.24,G. G. SWELL,AUTONOMOUS DISTRICTS (ST),1,AHL,M,Assam,90772,183301,177140,418700,43.78
33.44,HOPINGSTONE LYNGDOH,AUTONOMOUS DISTRICTS (ST),2,IND,M,Assam,59228,183301,177140,418700,43.78
15.32,BAPURAM SINGNAR,AUTONOMOUS DISTRICTS (ST),3,IND,M,Assam,27140,183301,177140,418700,43.78
69.11,MOINUL HAQUE CHOWDHURY,DHUBRI,1,INC,M,Assam,180226,274329,260763,434342,63.16
11.69,JAHAN UDDIN AHMED,DHUBRI,2,PSP,M,Assam,30478,274329,260763,434342,63.16
10.88,TARACHARAN MAZUMDER,DHUBRI,3,RSP,M,Assam,28362,274329,260763,434342,63.16
2.71,JANATHON SANGMA,DHUBRI,4,IND,M,Assam,7075,274329,260763,434342,63.16
