%,CANDIDATE,CONSTITUENCY,NUMBER OF SEATS,No.,PARTY,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
8.11,NAKUL PRASAD CHOUDHARY NA,DUMKA,2,3,PSP,Bihar,47227,582379,582379,750384,38.81
6.37,KALIDAS GUPTA NA,DUMKA,2,2,IND,Bihar,37093,582379,582379,750384,38.81
5.43,KASHINATH MAHTO NA,DUMKA,2,5,IND,Bihar,31626,582379,582379,750384,38.81
51.20,SHAKUNTALA DEVI NA,BANKA,1,3,INC,Bihar,78857,154018,154018,389809,39.51
15.71,RAJESHWAR PRASAD CHAUDHURY NA,BANKA,1,1,JHP,Bihar,24198,154018,154018,389809,39.51
12.99,BHUBNESHWAR JHA NA,BANKA,1,2,PSP,Bihar,20002,154018,154018,389809,39.51
10.22,SUKHNARAIN SINGH NA,BANKA,1,5,IND,Bihar,15744,154018,154018,389809,39.51
9.88,THAKUR NARSINGH PRASAD SINGH NA,BANKA,1,4,IND,Bihar,15217,154018,154018,389809,39.51
51.67,BANARSHI PRASAD JHUNJHUNWALA NA,BHAGALPUR,1,1,INC,Bihar,93315,180611,180611,405868,44.50
24.29,CHHABINATH SINGH NA,BHAGALPUR,1,2,CPI,Bihar,43876,180611,180611,405868,44.50
24.04,SHEODHARI SINGH NA,BHAGALPUR,1,3,PSP,Bihar,43420,180611,180611,405868,44.50
25.36,BANARSI PD. SINHA NA,MONGHYR,2,6,INC,Bihar,168397,663987,663987,658086,50.45
22.68,NAYAN TARA DAS NA,MONGHYR,2,2,INC,Bihar,150621,663987,663987,658086,50.45
18.16,RAMESHWAR YADAV NA,MONGHYR,2,4,PSP,Bihar,120579,663987,663987,658086,50.45
17.24,RAMESHWAR PD. VERMA NA,MONGHYR,2,5,PSP,Bihar,114445,663987,663987,658086,50.45
7.95,RAJESHWAR PRASAD NA,MONGHYR,2,3,IND,Bihar,52818,663987,663987,658086,50.45
5.54,BULAKI PD. SINGH NA,MONGHYR,2,7,IND,Bihar,36802,663987,663987,658086,50.45
3.06,BISHUN LAL CHAUDHARY NA,MONGHYR,2,1,IND,Bihar,20325,663987,663987,658086,50.45
59.35,JIYA LAL MANDAL NA,KHAGARIA,1,2,INC,Bihar,121677,205000,205000,363573,56.38
24.67,SURESH CHANDRA MISHRA NA,KHAGARIA,1,3,IND,Bihar,50575,205000,205000,363573,56.38
15.97,TRIVENI KUMAR NA,KHAGARIA,1,1,PSP,Bihar,32748,205000,205000,363573,56.38
52.12,MATHURA PRASAD MISHRA NA,BEGUSARAI,1,1,INC,Bihar,113294,217368,217368,402037,54.07
47.88,BRAHMADEO PD. SINGH NA,BEGUSARAI,1,2,PSP,Bihar,104074,217368,217368,402037,54.07
47.10,KAILASH PATI SINGH NA,NALANDA,1,2,INC,Bihar,75835,161004,161004,350254,45.97
35.72,KRISHNA PD. SINHA NA,NALANDA,1,4,IND,Bihar,57516,161004,161004,350254,45.97
10.19,BODHNARAYAN PRASAD NA,NALANDA,1,1,IND,Bihar,16408,161004,161004,350254,45.97
6.98,BADRI PD. SINGH NA,NALANDA,1,3,IND,Bihar,11245,161004,161004,350254,45.97
46.99,TARKESHWARI DEVI NA,BARH,1,4,INC,Bihar,78929,167987,167987,356840,47.08
22.40,RAM LAKHAN CHANDAPURI NA,BARH,1,1,PSP,Bihar,37630,167987,167987,356840,47.08
18.12,PARMATMA SINGH NA,BARH,1,2,IND,Bihar,30431,167987,167987,356840,47.08
6.87,KAMAL NARIN CHAUDHARY NA,BARH,1,3,IND,Bihar,11541,167987,167987,356840,47.08
5.63,RAMLAKHAN SINGH NA,BARH,1,5,CNSPJP,Bihar,9456,167987,167987,356840,47.08
53.05,SARANGDHAR SINHA NA,PATNA,1,2,INC,Bihar,75618,142554,142554,322388,44.22
46.95,RAMAUTAR SHASTRI NA,PATNA,1,1,CPI,Bihar,66936,142554,142554,322388,44.22
56.63,BALIRAM BHAGAT NA,SHAHABAD,1,1,INC,Bihar,99199,175177,175177,376683,46.51
35.05,DIP NARAIN SINGH NA,SHAHABAD,1,2,PSP,Bihar,61397,175177,175177,376683,46.51
8.32,MITHTILESH KUMAR SINGH NA,SHAHABAD,1,3,CNSPJP,Bihar,14581,175177,175177,376683,46.51
43.94,KAMAL SINGH NA,BUXAR,1,3,IND,Bihar,75441,171694,171694,366736,46.82
39.38,HARGOVIND MISHRA NA,BUXAR,1,2,INC,Bihar,67617,171694,171694,366736,46.82
16.68,RAMDAYAL PANDEY NA,BUXAR,1,1,PSP,Bihar,28636,171694,171694,366736,46.82
50.27,RAMSUBHAG SINGH NA,SASARAM,2,2,INC,Bihar,177130,352370,352370,741808,47.50
37.26,SHEOPUJAN SINGH NA,SASARAM,2,3,PSP,Bihar,131287,352370,352370,741808,47.50
12.47,JAGDEO PRASAD NA,SASARAM,2,1,IND,Bihar,43953,352370,352370,741808,47.50
0.00,CHHATHU DUSADH NA,SASARAM,2,5,PSP,Bihar,0,352370,352370,741808,47.50
UNCONTESTED,JAGJIWAN RAM NA,SASARAM,2,4,INC,Bihar,RETURNED,352370,352370,741808,47.50
63.27,SATYENDRA NARAIN SINGH NA,AURANGABAD,1,2,INC,Bihar,89389,141292,141292,355668,39.73
36.73,RAMSWARUP SINGH NA,AURANGABAD,1,1,PSP,Bihar,51903,141292,141292,355668,39.73
0.00,CAPTAIN MAHARAJ GOPAL SARAN SINGH NA,AURANGABAD,1,3,CNSPJP,Bihar,0,141292,141292,355668,39.73
20.39,SATYABHAMA DEVI NA,NAWADA,2,2,INC,Bihar,109255,535744,535744,718269,37.29
14.81,RAMDHANI DAS NA,NAWADA,2,1,INC,Bihar,79324,535744,535744,718269,37.29
10.00,CAPTAIN MAHRAJ GOPAL SARAN SINGH NA,NAWADA,2,9,CNSPJP,Bihar,53568,535744,535744,718269,37.29
9.32,BIGESHWAR MISHRA NA,NAWADA,2,5,PSP,Bihar,49957,535744,535744,718269,37.29
8.33,KESH RAM NA,NAWADA,2,7,PSP,Bihar,44605,535744,535744,718269,37.29
8.09,RAMALGAN MOCHI NA,NAWADA,2,6,CPI,Bihar,43346,535744,535744,718269,37.29
7.25,RAM LAKHAN PD. SINGH NA,NAWADA,2,10,CPI,Bihar,38822,535744,535744,718269,37.29
7.19,JADUNANDAN MAHTO NA,NAWADA,2,3,IND,Bihar,38526,535744,535744,718269,37.29
5.52,SHEO SAHAY SINGH NA,NAWADA,2,11,CNSPJP,Bihar,29558,535744,535744,718269,37.29
5.48,RAMDAHIN MANJHI NA,NAWADA,2,4,IND,Bihar,29371,535744,535744,718269,37.29
3.62,KESHAB SINGH NA,NAWADA,2,8,IND,Bihar,19412,535744,535744,718269,37.29
0.00,RAGHUBANS NARAIN NA,NAWADA,2,12,IND,Bihar,0,535744,535744,718269,37.29
47.87,BRAJSHWAR PRASAD NA,GAYA,1,2,INC,Bihar,57927,121012,121012,297223,40.71
20.38,RAMESHWAR PRASAD JADAV NA,GAYA,1,4,PSP,Bihar,24658,121012,121012,297223,40.71
13.36,AJODHYA PRASAD NA,GAYA,1,1,IND,Bihar,16170,121012,121012,297223,40.71
11.80,RADHA MOHAN PRASAD NA,GAYA,1,5,IND,Bihar,14284,121012,121012,297223,40.71
6.59,GAURI SHANKAR SINHA NA,GAYA,1,3,BJS,Bihar,7973,121012,121012,297223,40.71
0.00,KUMAR FATEH SINGH NA,GAYA,1,6,CNSPJP,Bihar,0,121012,121012,297223,40.71
65.95,VIJAYA RAJE NA,CHATRA,1,2,CNSPJP,Bihar,84234,127716,127716,341923,37.35
34.05,CHAPALENDU BHATTACHARJI NA,CHATRA,1,1,INC,Bihar,43482,127716,127716,341923,37.35
51.26,QUAZI S. A. MATIN NA,GIRIDIH,1,4,CNSPJP,Bihar,64602,126018,126018,327591,38.47
30.90,NAGEHWAR PD. SINHA NA,GIRIDIH,1,2,INC,Bihar,38945,126018,126018,327591,38.47
11.39,ALIJAN MIAN NA,GIRIDIH,1,3,CPI,Bihar,14352,126018,126018,327591,38.47
6.44,BRIMOHAN PRASAD NA,GIRIDIH,1,1,PSP,Bihar,8119,126018,126018,327591,38.47
48.08,PRABHAT CHANRA BOSE NA,DHANBAD,1,1,INC,Bihar,67095,139548,139548,420606,33.18
20.38,KANAI LAL PAL NA,DHANBAD,1,3,CPI,Bihar,28436,139548,139548,420606,33.18
19.43,MASHESH DESAI NA,DHANBAD,1,2,PSP,Bihar,27116,139548,139548,420606,33.18
12.11,KAMTA PD. MAHTO NA,DHANBAD,1,4,JHP,Bihar,16901,139548,139548,420606,33.18
67.72,LALITA RAJYA LAKSHMI NA,HAZARIBAGH,1,2,CNSPJP,Bihar,78486,115905,115905,340558,34.03
24.07,BADRUZZAMAN KHAN NA,HAZARIBAGH,1,1,INC,Bihar,27894,115905,115905,340558,34.03
8.22,SWARN SINGH NA,HAZARIBAGH,1,3,JHP,Bihar,9525,115905,115905,340558,34.03
34.58,M.R.MASANI NA,RANCHI EAST,1,5,JHP,Bihar,39025,112864,112864,336924,33.50
32.59,MD. IBRAHIM ANSARI NA,RANCHI EAST,1,1,INC,Bihar,36785,112864,112864,336924,33.50
12.05,RABINDRA NATH CHOUDHARY NA,RANCHI EAST,1,2,IND,Bihar,13605,112864,112864,336924,33.50
10.93,RAMESHWAR MAHTO NA,RANCHI EAST,1,4,IND,Bihar,12332,112864,112864,336924,33.50
3.82,J.C.HAWARD NA,RANCHI EAST,1,6,IND,Bihar,4311,112864,112864,336924,33.50
3.06,JOHN DAVID MAXWELL HAMILTON BAZRAJ NA,RANCHI EAST,1,3,IND,Bihar,3453,112864,112864,336924,33.50
2.97,MUNZINI DAVID NA,RANCHI EAST,1,7,IND,Bihar,3353,112864,112864,336924,33.50
35.48,M.K. GHOSH NA,JAMSHEDPUR,1,2,INC,Bihar,57063,160822,160822,399840,40.22
29.51,ERICK DACOSTA NA,JAMSHEDPUR,1,3,JHP,Bihar,47460,160822,160822,399840,40.22
19.03,SAMARJIT BANERJI NA,JAMSHEDPUR,1,4,IND,Bihar,30599,160822,160822,399840,40.22
15.98,KISHORI MOHAN UPADHYA NA,JAMSHEDPUR,1,1,IND,Bihar,25700,160822,160822,399840,40.22
0.00,BANKIM CHANDRA CHAKRABARTY NA,JAMSHEDPUR,1,5,IND,Bihar,0,160822,160822,399840,40.22
51.85,SHAMBHU CHARAN NA,SINGHBHUM (ST),1,1,JHP,Bihar,72246,139346,139346,397630,35.04
15.69,SIDIA HEMBROM NA,SINGHBHUM (ST),1,5,IND,Bihar,21864,139346,139346,397630,35.04
12.16,LANKA BARI NA,SINGHBHUM (ST),1,3,PSP,Bihar,16944,139346,139346,397630,35.04
11.95,SHAMBHU CHARAN TUBID NA,SINGHBHUM (ST),1,2,IND,Bihar,16656,139346,139346,397630,35.04
8.35,LAKSHMAN MANJHI NA,SINGHBHUM (ST),1,4,IND,Bihar,11636,139346,139346,397630,35.04
60.25,JAIPAL SINGH NA,RANCHI WEST (ST),1,4,JHP,Bihar,139197,231027,231027,386903,59.71
25.24,KHRIST PYARE KARKETTA NA,RANCHI WEST (ST),1,1,INC,Bihar,58315,231027,231027,386903,59.71
5.99,JOSEPH TIGA NA,RANCHI WEST (ST),1,3,IND,Bihar,13838,231027,231027,386903,59.71
5.09,IGNECE KHARIA NA,RANCHI WEST (ST),1,2,IND,Bihar,11765,231027,231027,386903,59.71
3.42,JUNAS SURIN NA,RANCHI WEST (ST),1,5,IND,Bihar,7912,231027,231027,386903,59.71
0.00,THEODAR SUREN NA,RANCHI WEST (ST),1,6,IND,Bihar,0,231027,231027,386903,59.71
43.88,IGNECE BECK NA,LOHARDAGA (ST),1,3,JHP,Bihar,50185,114376,114376,329578,34.70
30.33,JATHAM KHARWAR NA,LOHARDAGA (ST),1,1,INC,Bihar,34691,114376,114376,329578,34.70
16.60,DAVID MUNZNI NA,LOHARDAGA (ST),1,4,IND,Bihar,18990,114376,114376,329578,34.70
9.19,RAM NARAIN KHALKHO NA,LOHARDAGA (ST),1,2,IND,Bihar,10510,114376,114376,329578,34.70
40.83,GAJENDRA PD. SINHA NA,PALAMAU,1,1,INC,Bihar,47202,115601,115601,349569,33.07
24.07,RAMAWATAR SHARMA NA,PALAMAU,1,4,CNSPJP,Bihar,27822,115601,115601,349569,33.07
15.15,JHABBAN SINGH NA,PALAMAU,1,2,JHP,Bihar,17512,115601,115601,349569,33.07
13.28,RAM AKBAL SINGH NA,PALAMAU,1,3,PSP,Bihar,15354,115601,115601,349569,33.07
6.67,SREECHANDRA KHANNA NA,PALAMAU,1,5,IND,Bihar,7711,115601,115601,349569,33.07
55.69,BHAVANJI A. KHIMJI NA,KUTCH,1,1,INC,Bombay,83688,150285,150285,352326,42.66
38.53,SHAH PRANLAL NANACHAND NA,KUTCH,1,3,IND,Bombay,57899,150285,150285,352326,42.66
5.79,VYAS MAGANLAL HIRJI NA,KUTCH,1,2,HMS,Bombay,8698,150285,150285,352326,42.66
76.45,OZA GHANSHYAMLAL CHHOTALAL NA,ZALAWAD,1,1,INC,Bombay,137067,179299,179299,365781,49.02
23.55,VYAS MAGANLAL HIRJI NA,ZALAWAD,1,2,HMS,Bombay,42232,179299,179299,365781,49.02
71.64,SHAH MANUBHAI MANSUKHLAL NA,MADHYA SAURASHTRA,1,1,INC,Bombay,103906,145045,145045,373121,38.87
22.53,PARSANAN MITHABHAI MAVJI NA,MADHYA SAURASHTRA,1,3,IND,Bombay,32679,145045,145045,373121,38.87
5.83,TANK NATWARLAL MANJIBHAI NA,MADHYA SAURASHTRA,1,2,HMS,Bombay,8460,145045,145045,373121,38.87
75.41,HATHI JAISUKHLAL LALSHANKAR NA,HALAR,1,1,INC,Bombay,90914,120561,120561,344232,35.02
24.59,SHUKLA VAJUBHAI MAYASHANKAR NA,HALAR,1,2,IND,Bombay,29647,120561,120561,344232,35.02
81.03,NATHWANI NARENDRA PRAGJI NA,SORATH,1,1,INC,Bombay,125349,154686,154686,330799,46.76
18.97,VASVADA UTAMKUMAR MOTILAL NA,SORATH,1,2,HMS,Bombay,29337,154686,154686,330799,46.76
71.09,SHAH JAYABEN VAJUBHAI NA,GIRNAR,1,1,INC,Bombay,118220,166305,166305,352947,47.12
23.89,VAKHARIA KISHNALAL GULABCHAND NA,GIRNAR,1,3,PSP,Bombay,39734,166305,166305,352947,47.12
5.02,GANDHI GOKALDAS MADHAVJI NA,GIRNAR,1,2,HMS,Bombay,8351,166305,166305,352947,47.12
56.74,MEHTA BALVANTRAI GOPALJI NA,GOHILWAD,1,1,INC,Bombay,82582,145540,145540,355030,40.99
43.26,MEHTA JASHVANTRAI NANUBHAI NA,GOHILWAD,1,2,PSP,Bombay,62958,145540,145540,355030,40.99
54.39,CHAWDA AKBARBHAI DALUMIYA NA,BANASKANTHA,1,1,INC,Bombay,66368,122033,122033,344894,35.38
45.61,MEHTA KANAIYALAL BHABHUTBHAI NA,BANASKANTHA,1,2,IND,Bombay,55665,122033,122033,344894,35.38
52.18,NANDA GULZARILAL BULAKHIRAM NA,SABARKANTHA,1,1,INC,Bombay,88912,170385,170385,339021,50.26
47.82,BAROT AMRUTLAL MOTILAL NA,SABARKANTHA,1,2,IND,Bombay,81473,170385,170385,339021,50.26
69.06,PATEL PURSHOTTAMDAS RACHHODDAS NA,MEHSANA,1,1,IND,Bombay,175887,254689,254689,379356,67.14
30.94,MEHTA VADILAL LALLUBHAI NA,MEHSANA,1,2,INC,Bombay,78802,254689,254689,379356,67.14
59.30,THAKORE MOTISINH BAHADURSINH NA,PATAN,1,1,IND,Bombay,131802,222260,222260,377074,58.94
40.70,TRIVEDI VIJAYKUMAR MADHAVLAL NA,PATAN,1,2,INC,Bombay,90458,222260,222260,377074,58.94
31.48,YAGNIK INDULAL KANAIYALAL NA,AHMEDABAD,2,2,IND,Bombay,296565,942069,942069,699036,67.38
30.37,PARMAR KARSANDAS UKABHAI NA,AHMEDABAD,2,1,IND,Bombay,286109,942069,942069,699036,67.38
17.94,DESAI KHANDUBHAI KASANJI NA,AHMEDABAD,2,3,INC,Bombay,169052,942069,942069,699036,67.38
17.12,VAISHYA MULDAS BHUDARDAS NA,AHMEDABAD,2,5,INC,Bombay,161286,942069,942069,699036,67.38
3.08,VAINKAR HAMIRBHAI MULJIBHAI NA,AHMEDABAD,2,4,IND,Bombay,29057,942069,942069,699036,67.38
51.99,DABHI THAKORSHRI FATESINHJI RATANSINHJI NA,KAIRA,1,1,IND,Bombay,127646,245504,245504,382298,64.22
43.64,DABHI FULSINHJI BHARATSINHJI NA,KAIRA,1,2,INC,Bombay,107135,245504,245504,382298,64.22
4.37,PATEL MANILAL KHODIDASBIN JESANGDAS NA,KAIRA,1,3,IND,Bombay,10723,245504,245504,382298,64.22
56.61,PATEL MANIBEN VALLABBHAI NA,ANAND,1,1,INC,Bombay,160216,283003,283003,420787,67.26
43.39,AMIN DADUBHAI MULJI BHAI NA,ANAND,1,2,IND,Bombay,122787,283003,283003,420787,67.26
53.18,GANDHI MANEKLAL MAGANLAL NA,PANCHMAHALS,1,1,INC,Bombay,92221,173404,173404,378923,45.76
46.82,PATEL PRATAPSING HIRABHAI NA,PANCHMAHALS,1,2,IND,Bombay,81183,173404,173404,378923,45.76
61.45,DINDOD JALJIBHAI KOYABHAI NA,DOHAD (ST),1,1,INC,Bombay,104555,170147,170147,358134,47.51
38.55,BARIA HIRABHAI KUVERBHAI NA,DOHAD (ST),1,2,IND,Bombay,65592,170147,170147,358134,47.51
63.30,GAEKWAR FATEHSINHRAO PRATAPSINHRAO NA,BARODA,1,1,INC,Bombay,151461,239276,239276,373878,64.00
36.70,PATEL PASHABHAI CHHOTABHAI NA,BARODA,1,2,IND,Bombay,87815,239276,239276,373878,64.00
54.06,BHAT CHANDRASHANKAR MANISHANKAR NA,BROACH,1,1,INC,Bombay,118054,218382,218382,345539,63.20
45.94,DESAI SURESH JAMIETRAM NA,BROACH,1,2,IND,Bombay,100328,218382,218382,345539,63.20
67.44,KEDARIA CHHAGANLAL MADARIBHAI NA,MANDVI (ST),1,1,INC,Bombay,150501,223157,223157,379317,58.83
32.56,VASAVA KALUBHAI KHIMJIBHAI NA,MANDVI (ST),1,2,IND,Bombay,72656,223157,223157,379317,58.83
82.98,DESAI MORARJI RANCHHODJI NA,SURAT,1,1,INC,Bombay,190563,229639,229639,374614,61.30
17.02,MEHTA DINKARRAO KRISHNALAL NA,SURAT,1,2,IND,Bombay,39076,229639,229639,374614,61.30
58.01,PATEL NANUBHAI NICHHABHAI NA,BULSAR (ST),1,1,INC,Bombay,143321,247069,247069,389567,63.42
41.99,PATEL REVLABHAI SUKARBHAI NA,BULSAR (ST),1,2,PSP,Bombay,103748,247069,247069,389567,63.42
62.11,PATIL SADASHIV KANOJI NA,BOMBAY CITY SOUTH,1,1,INC,Bombay,140365,226000,226000,354614,63.73
35.60,MULGAOKAR ANANT GANPAT NA,BOMBAY CITY SOUTH,1,3,BJS,Bombay,80449,226000,226000,354614,63.73
2.29,BENGERI KRISHNARAO RAGHAVENDRARAO NA,BOMBAY CITY SOUTH,1,2,IND,Bombay,5186,226000,226000,354614,63.73
0.00,RAMKISHIN ALIMCHAND SUJANSINGH NA,BOMBAY CITY SOUTH,1,4,IND,Bombay,0,226000,226000,354614,63.73
30.64,DANGE SHRIPAD AMRIT NA,BOMBAY CITY CENTRAL,2,1,CPI,Bombay,323526,1055732,1055732,783116,67.41
28.78,MANAY GOPAL KALUJI NA,BOMBAY CITY CENTRAL,2,2,SCF,Bombay,303875,1055732,1055732,783116,67.41
19.87,KAJROLKAR NARAYANRAO SADOBA NA,BOMBAY CITY CENTRAL,2,4,INC,Bombay,209769,1055732,1055732,783116,67.41
17.74,AMBEKAR GANGADHAR DATTATRAYA NA,BOMBAY CITY CENTRAL,2,3,INC,Bombay,187241,1055732,1055732,783116,67.41
1.50,PARULEKAR NILKANTH BABURAO NA,BOMBAY CITY CENTRAL,2,5,IND,Bombay,15881,1055732,1055732,783116,67.41
1.46,HENDRE SUDHIR LAXMAN NA,BOMBAY CITY CENTRAL,2,6,IND,Bombay,15440,1055732,1055732,783116,67.41
0.00,AWATI E.M. NA,BOMBAY CITY CENTRAL,2,7,RRP,Bombay,0,1055732,1055732,783116,67.41
58.07,KRISHNA MENON VENGALIL KRISHNAN NA,BOMBAY CITH NORTH,1,1,INC,Bombay,171708,295675,295675,455745,64.88
41.93,ALVARESH PETER AUGUSTUS NA,BOMBAY CITH NORTH,1,2,PSP,Bombay,123967,295675,295675,455745,64.88
29.20,MATERA LAXMAN MAHADYA NA,THANA,2,1,CPI,Bombay,239168,819055,819055,703805,58.19
28.28,PARULEKAR SHAMRAO VISHNU NA,THANA,2,2,CPI,Bombay,231596,819055,819055,703805,58.19
21.80,MUKANE YESHVANTRAO MARTANDRAO NA,THANA,2,4,INC,Bombay,178555,819055,819055,703805,58.19
20.72,GIDWANI CHOITHRAM PARTABRAI NA,THANA,2,3,INC,Bombay,169736,819055,819055,703805,58.19
67.77,RAUT RAJARAM BALKRISHNA NA,KOLABA,1,1,PWP,Bombay,121033,178591,178591,332039,53.79
32.23,KUNTE DATTATRAY KASHINATH NA,KOLABA,1,2,INC,Bombay,57558,178591,178591,332039,53.79
59.09,GORAY NARAYAN GANESH NA,POONA,1,1,PSP,Bombay,143822,243408,243408,357242,68.14
40.91,GADGIL NARHAR VISHNU NA,POONA,1,2,INC,Bombay,99586,243408,243408,357242,68.14
42.89,JADHE KESHVRAO MARUTIRAO NA,BARAMATI,1,1,INC,Bombay,63364,147726,147726,334734,44.13
30.60,SHITOLE ABASAHEB KRISHNARAO NA,BARAMATI,1,2,IND,Bombay,45200,147726,147726,334734,44.13
26.51,TENDULKAR MALATIBAI MADHAV NA,BARAMATI,1,3,IND,Bombay,39162,147726,147726,334734,44.13
62.17,SALUNKE BALASAHEB DAGADUJI NA,KHED,1,1,SCF,Bombay,105065,169007,169007,363368,46.51
37.83,SATHE TARABAI RAMCHANDRA NA,KHED,1,2,INC,Bombay,63942,169007,169007,363368,46.51
0.00,RANPISE VITHAL RAMBHAU NA,KHED,1,3,IND,Bombay,0,169007,169007,363368,46.51
70.24,ASSAR PREMJIBHAI RANCHHODDAS NA,RATNAGIRI,1,1,BJS,Bombay,109173,155438,155438,344178,45.16
29.76,BHONSALE JANGANNATH KRISHNARAO NA,RATNAGIRI,1,2,INC,Bombay,46265,155438,155438,344178,45.16
80.65,PAI NATH BAPU NA,RAJAPUR,1,1,PSP,Bombay,124593,154492,154492,338461,45.65
13.91,JOSHI MORESHWAR DINKAR NA,RAJAPUR,1,2,INC,Bombay,21490,154492,154492,338461,45.65
5.44,TENDULKAR BHAGWANT NARAYAN NA,RAJAPUR,1,3,IND,Bombay,8409,154492,154492,338461,45.65
31.02,DIGE SHANKARRAO KHANDERAO NA,KOLHAPUR,2,1,SCF,Bombay,269605,869244,869244,721836,60.21
26.57,MAHAGAONKAR BHAUSAHEB RAOSAHEB NA,KOLHAPUR,2,2,PWP,Bombay,230945,869244,869244,721836,60.21
14.56,MORE KRISHNAJI LAXMAN NA,KOLHAPUR,2,5,INC,Bombay,126544,869244,869244,721836,60.21
11.93,KHARDEKAR BALASAHEB HANAMANT NA,KOLHAPUR,2,3,IND,Bombay,103733,869244,869244,721836,60.21
11.27,SHRESHTI MAHADEO DUNDAPPA NA,KOLHAPUR,2,6,INC,Bombay,97966,869244,869244,721836,60.21
4.65,JADHAV SHAMRAO OMANNA NA,KOLHAPUR,2,4,IND,Bombay,40451,869244,869244,721836,60.21
53.72,PATIL BALWANT ALIAS BALASAHEB PANDURAG NA,MIRAJ,1,1,PWP,Bombay,130854,243605,243605,370305,65.78
46.28,PAGE VITHAL SAKHARAM NA,MIRAJ,1,2,INC,Bombay,112751,243605,243605,370305,65.78
55.44,CHAVAN DAJISAHEB RAMRAO NA,KARAD,1,1,PWP,Bombay,132310,238652,238652,348850,68.41
44.56,SWAMI RAMANANAD BHARATI NA,KARAD,1,2,INC,Bombay,106342,238652,238652,348850,68.41
65.42,PATIL NANA RAMCHANDRA NA,SATARA,1,1,CPI,Bombay,145194,221939,221939,366598,60.54
34.58,ALTEKAR GANESH SADASHIV NA,SATARA,1,2,INC,Bombay,76745,221939,221939,366598,60.54
0.00,DESHMUKH DINKARRAO DAGADOBA NA,SATARA,1,3,IND,Bombay,0,221939,221939,366598,60.54
25.44,SONAVANE TAYAPPA HARI NA,SHOLAPUR,2,1,INC,Bombay,189552,745171,745171,753307,49.46
24.84,MORE JAYAWANT GHANSHYAM NA,SHOLAPUR,2,2,IND,Bombay,185115,745171,745171,753307,49.46
23.91,JADHAV TULSIDAS SUBHNARAO NA,SHOLAPUR,2,3,INC,Bombay,178175,745171,745171,753307,49.46
21.87,BABAR SIDRAM BABAJI NA,SHOLAPUR,2,5,IND,Bombay,162981,745171,745171,753307,49.46
3.94,JOSHI KRISHNAJI WAMAN NA,SHOLAPUR,2,4,RRP,Bombay,29348,745171,745171,753307,49.46
52.12,KHADILAKAR RAGHUNATH KESHAV NA,AHMEDNAGAR,1,1,IND,Bombay,85265,163580,163580,339802,48.14
37.21,BOGAWAT UTTAMCHAND RAMCHAND NA,AHMEDNAGAR,1,2,INC,Bombay,60873,163580,163580,339802,48.14
10.66,HIWALE BHASKAR PANDURANG NA,AHMEDNAGAR,1,3,IND,Bombay,17442,163580,163580,339802,48.14
64.43,KAMBLE BAPU CHANDRASEN NA,KOPARGAON,1,1,IND,Bombay,92501,143573,143573,327295,43.87
35.57,KANAWADE PANDHARINATH RAMCHANDRA NA,KOPARGAON,1,2,INC,Bombay,51072,143573,143573,327295,43.87
48.44,GAIKWAD BHAURAO KRISHANARAO NA,NASIK,1,1,SCF,Bombay,85437,176384,176384,366438,48.13
41.99,DESHPANDE GOVIND HARI NA,NASIK,1,2,INC,Bombay,74068,176384,176384,366438,48.13
9.57,LILKE SAVLERAM SAKHARAM NA,NASIK,1,3,IND,Bombay,16879,176384,176384,366438,48.13
58.45,JADHAV YADAV NARAYAN NA,MALEGAON,1,1,PSP,Bombay,139168,238079,238079,375529,63.40
41.55,BIDKAR DATTATRAYA MALHAR NA,MALEGAON,1,2,INC,Bombay,98911,238079,238079,375529,63.40
54.18,VALVI LAXMAN VEDU NA,WEST KHANDESH (ST),1,1,PSP,Bombay,86244,159181,159181,356275,44.68
45.82,NATAWADKAR JAYANT GANPAT NA,WEST KHANDESH (ST),1,2,INC,Bombay,72937,159181,159181,356275,44.68
55.04,PATIL UTTAMRAO LAXMAN NA,DHULIA,1,1,BJS,Bombay,122232,222098,222098,398872,55.68
44.96,KAZI KHWAJA BASHIRUDDIN MOHINUDDIN NA,DHULIA,1,2,INC,Bombay,99866,222098,222098,398872,55.68
55.52,BHARUCHA NAUSHIR CURSETJI NA,EAST KHANDESH,1,1,PSP,Bombay,124324,223946,223946,381999,58.62
44.48,PATASKAR HARI VINAYAK NA,EAST KHANDESH,1,2,INC,Bombay,99622,223946,223946,381999,58.62
53.56,RANE SHIORAM RANGO NA,BULDANA,1,1,INC,Bombay,131914,246299,246299,385924,63.82
31.94,BAHEKAR KESHAVRAO JAYWANTRAO NA,BULDANA,1,2,BJS,Bombay,78678,246299,246299,385924,63.82
14.50,PANDURANG JAGDEORAO NA,BULDANA,1,3,PSP,Bombay,35707,246299,246299,385924,63.82
27.79,KHEDKAR GOPALRAO BAJIRAO NA,AKOLA,2,1,INC,Bombay,270093,971850,971850,779310,62.35
26.44,BHATKAR LAXMAN SHRAWAN NA,AKOLA,2,2,INC,Bombay,257005,971850,971850,779310,62.35
17.30,KARALE DEVIDAS MAROTIRAO NA,AKOLA,2,4,PWP,Bombay,168117,971850,971850,779310,62.35
