%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
0.9,MOHAMAD ALAM ANSARI,MOTIHARI,5,IND,M,BIHAR,3245,366506,359129,658880,55.63
70.08,DWARIKANATH TIWARY,GOPALGANJ,1,BLD,M,BIHAR,294466,425830,420162,674703,63.11
28.91,ABDUL GHAFOOR,GOPALGANJ,2,INC,M,BIHAR,121474,425830,420162,674703,63.11
1.0,RAMDYA SINGH,GOPALGANJ,3,IND,M,BIHAR,4222,425830,420162,674703,63.11
74.87,MIRTANJAY PRASAD VERMA,SIWAN,1,BLD,M,BIHAR,325030,440034,434118,653469,67.34
21.64,MOHAMAD YUSUF,SIWAN,2,INC,M,BIHAR,93954,440034,434118,653469,67.34
1.01,RAM NATH DUBEY,SIWAN,3,IND,M,BIHAR,4384,440034,434118,653469,67.34
0.54,BASI AHMAD,SIWAN,4,IND,M,BIHAR,2351,440034,434118,653469,67.34
0.48,JANARDAN TIWARY,SIWAN,5,IND,M,BIHAR,2064,440034,434118,653469,67.34
0.46,SUDARSHAN PRA YADAV,SIWAN,6,IND,M,BIHAR,2013,440034,434118,653469,67.34
0.34,RAM NARAIN SAH,SIWAN,7,IND,M,BIHAR,1471,440034,434118,653469,67.34
0.31,LAL MOHAN RAM,SIWAN,8,IND,M,BIHAR,1346,440034,434118,653469,67.34
0.28,SYED AHMAD HUSSAIN,SIWAN,9,IND,M,BIHAR,1218,440034,434118,653469,67.34
0.07,M. AHMED GHANI,SIWAN,10,IND,M,BIHAR,287,440034,434118,653469,67.34
77.96,RAM DEO SINGH,MAHARAJGANJ,1,BLD,M,BIHAR,345781,448583,443550,682823,65.7
21.17,DAROGA PRASAD ROY,MAHARAJGANJ,2,INC,M,BIHAR,93883,448583,443550,682823,65.7
0.88,CHANDRA SHEKHAR MISHRA,MAHARAJGANJ,3,IND,M,BIHAR,3886,448583,443550,682823,65.7
85.97,LALU PRASAD,CHAPRA,1,BLD,M,BIHAR,415409,486806,483198,658829,73.89
8.61,RAM SHEKHAR PRASAD SINGH,CHAPRA,2,INC,M,BIHAR,41609,486806,483198,658829,73.89
4.39,SHEO BACHAN SINGH,CHAPRA,3,CPI,M,BIHAR,21194,486806,483198,658829,73.89
0.49,DAROGA RAI,CHAPRA,4,IND,M,BIHAR,2345,486806,483198,658829,73.89
0.4,SHATRUGHNA PRASAD SINGH,CHAPRA,5,IND,M,BIHAR,1951,486806,483198,658829,73.89
0.14,BHOLA SINGH,CHAPRA,6,IND,M,BIHAR,690,486806,483198,658829,73.89
89.3,RAM VILAS PASWAN,HAJIPUR (SC),1,BLD,M,BIHAR,469007,529440,525179,686969,77.07
8.47,BALESHWAR RAM,HAJIPUR (SC),2,INC,M,BIHAR,44462,529440,525179,686969,77.07
1.01,RAM DAS RAJAK,HAJIPUR (SC),3,IND,M,BIHAR,5308,529440,525179,686969,77.07
0.66,RAM SUNDAR DAS,HAJIPUR (SC),4,IND,M,BIHAR,3449,529440,525179,686969,77.07
0.26,LAL MOHAR PASWAN,HAJIPUR (SC),5,IND,M,BIHAR,1349,529440,525179,686969,77.07
0.16,VACHCHU LAL AZAD,HAJIPUR (SC),6,IND,M,BIHAR,835,529440,525179,686969,77.07
0.09,ANNU DAS,HAJIPUR (SC),7,IND,M,BIHAR,496,529440,525179,686969,77.07
0.05,SURYADEV CHAUDHARY,HAJIPUR (SC),8,IND,M,BIHAR,273,529440,525179,686969,77.07
85.03,DIGVIJOY NARAIN SINGH,VAISHALI,1,BLD,M,BIHAR,435757,516082,512490,678124,76.1
13.71,NAWAL KISHORE SINGH,VAISHALI,2,INC,M,BIHAR,70260,516082,512490,678124,76.1
0.48,NAFRULLAH,VAISHALI,3,IND,M,BIHAR,2435,516082,512490,678124,76.1
0.45,GOPAL PASWAN,VAISHALI,4,IND,M,BIHAR,2290,516082,512490,678124,76.1
0.34,RAM JANAM RAI,VAISHALI,5,IND,M,BIHAR,1748,516082,512490,678124,76.1
78.23,GEORGE FERNANDES,MUZAFFARPUR,1,BLD,M,BIHAR,396687,512978,507064,675405,75.95
12.32,NITISHWER PRASAD SINGH,MUZAFFARPUR,2,INC,M,BIHAR,62470,512978,507064,675405,75.95
5.21,RAMDEO SHARMA,MUZAFFARPUR,3,CPI,M,BIHAR,26408,512978,507064,675405,75.95
1.57,NAGENDRA SINGH,MUZAFFARPUR,4,IND,M,BIHAR,7978,512978,507064,675405,75.95
1.39,JANAKDHARI PRASAD KUSHWAHA,MUZAFFARPUR,5,IND,M,BIHAR,7073,512978,507064,675405,75.95
0.81,NALINI RANJAN SINGH,MUZAFFARPUR,6,SUC,M,BIHAR,4131,512978,507064,675405,75.95
0.25,TRIBHUWAN NATH CHAUDHARY,MUZAFFARPUR,7,IND,M,BIHAR,1285,512978,507064,675405,75.95
0.14,DR. RAMGATI PRASAD YADAV,MUZAFFARPUR,8,IND,M,BIHAR,728,512978,507064,675405,75.95
0.06,SAYAD SHAH A. M.,MUZAFFARPUR,9,IND,M,BIHAR,304,512978,507064,675405,75.95
52.49,SHYAM SUNDER DAS,SITAMARHI,1,BLD,M,BIHAR,261321,504140,497863,722136,69.81
34.39,NAGENDRA PRASAD YADAV,SITAMARHI,2,INC,M,BIHAR,171227,504140,497863,722136,69.81
10.85,MUNIR ALAM KHAN,SITAMARHI,3,CPI,M,BIHAR,54030,504140,497863,722136,69.81
1.42,RAM KISHORE PRASAD,SITAMARHI,4,IND,M,BIHAR,7075,504140,497863,722136,69.81
0.85,INDAL SINGH,SITAMARHI,5,IND,M,BIHAR,4210,504140,497863,722136,69.81
56.31,THAKUR GIRJANANDAN SINGH,SHEOHAR,1,BLD,M,BIHAR,241672,435625,429219,700609,62.18
40.69,HARI KISHORE SINGH,SHEOHAR,2,INC,M,BIHAR,174643,435625,429219,700609,62.18
1.29,VINDESHWAR RAI,SHEOHAR,3,IND,M,BIHAR,5549,435625,429219,700609,62.18
1.18,YAKUB,SHEOHAR,4,IND,M,BIHAR,5056,435625,429219,700609,62.18
0.54,SHRI KRISHNA PRASAD SINHA,SHEOHAR,5,IND,M,BIHAR,2299,435625,429219,700609,62.18
42.86,HUKMDEO NARAIN YADAV,MADHUBANI,1,BLD,M,BIHAR,200543,475219,467923,694797,68.4
30.65,BHOGENDRA JHA,MADHUBANI,2,CPI,M,BIHAR,143422,475219,467923,694797,68.4
24.41,SHAFIQULLAH ANSARI,MADHUBANI,3,INC,M,BIHAR,114206,475219,467923,694797,68.4
1.52,NATHUNI MANSURI,MADHUBANI,4,IND,M,BIHAR,7133,475219,467923,694797,68.4
0.3,JAFIRUL HASAN,MADHUBANI,5,IND,M,BIHAR,1406,475219,467923,694797,68.4
0.26,JAIBI LAL BHANDARI,MADHUBANI,6,IND,M,BIHAR,1213,475219,467923,694797,68.4
65.78,DHANIK LAL MANDAL,JHANJHARPUR,1,BLD,M,BIHAR,305554,470515,464530,629783,74.71
31.88,JAGANNATH MISHRA,JHANJHARPUR,2,INC,M,BIHAR,148073,470515,464530,629783,74.71
1.4,DINRAJ SHANDILYA,JHANJHARPUR,3,IND,M,BIHAR,6486,470515,464530,629783,74.71
0.65,SHEOCHANDRA THAKUR,JHANJHARPUR,4,IND,M,BIHAR,3023,470515,464530,629783,74.71
0.3,JAI PRAKASH NATH MISHRA,JHANJHARPUR,5,IND,M,BIHAR,1394,470515,464530,629783,74.71
73.57,SURENDRA JHA SUMAN,DARBHANGA,1,BLD,M,BIHAR,306857,422293,417082,635811,66.42
22.74,RADHANANDAN JHA,DARBHANGA,2,INC,M,BIHAR,94855,422293,417082,635811,66.42
1.14,JAGESHWAR YADAV,DARBHANGA,3,IND,M,BIHAR,4775,422293,417082,635811,66.42
1.1,SHOBHAKANT JHA,DARBHANGA,4,IND,M,BIHAR,4602,422293,417082,635811,66.42
0.55,HARISHCHANDRA MISHRA,DARBHANGA,5,IND,M,BIHAR,2286,422293,417082,635811,66.42
0.45,RAM NARAIN SINGH,DARBHANGA,6,IND,M,BIHAR,1875,422293,417082,635811,66.42
0.29,HEM KANT CHAUDHARY,DARBHANGA,7,IND,M,BIHAR,1189,422293,417082,635811,66.42
0.15,NAGESHWAR SINGH,DARBHANGA,8,IND,M,BIHAR,643,422293,417082,635811,66.42
70.7,RAM SEWAK HAZARI,ROSERA (SC),1,BLD,M,BIHAR,311240,445605,440217,645136,69.07
26.52,RAM BHAGAT PASWAN,ROSERA (SC),2,INC,M,BIHAR,116734,445605,440217,645136,69.07
1.75,TULMOHAN RAM,ROSERA (SC),3,IND,M,BIHAR,7694,445605,440217,645136,69.07
1.03,SITARAM HAZARI,ROSERA (SC),4,IND,M,BIHAR,4549,445605,440217,645136,69.07
78.22,KARPOORI THAKUR,SAMASTIPUR,1,BLD,M,BIHAR,401935,520131,513878,735794,70.69
14.5,YAMUNA PRASAD MANDAL,SAMASTIPUR,2,INC,M,BIHAR,74501,520131,513878,735794,70.69
5.65,PARMA NAND SINGH 'MADAN',SAMASTIPUR,3,CPI,M,BIHAR,29028,520131,513878,735794,70.69
1.64,SURESHWAR PRASAD SINGH,SAMASTIPUR,4,IND,M,BIHAR,8414,520131,513878,735794,70.69
75.94,SHYAM SUNDER GUPTA,BARH,1,BLD,M,BIHAR,372227,498010,490128,691495,72.02
20.8,DHARAMVIR SINGH,BARH,2,INC,M,BIHAR,101945,498010,490128,691495,72.02
0.96,BISHNUDHARI LAL,BARH,3,IND,M,BIHAR,4697,498010,490128,691495,72.02
0.77,RAM SHARAN PRASAD ALIAS BHOLA PRASAD,BARH,4,IND,M,BIHAR,3752,498010,490128,691495,72.02
0.39,LAKSHMI NARAYAN PRASAD,BARH,5,IND,M,BIHAR,1895,498010,490128,691495,72.02
0.39,SHANKUTLA DEVI MATHUR,BARH,6,IND,F,BIHAR,1895,498010,490128,691495,72.02
0.26,RAMCHANDRA PRASAD,BARH,7,IND,M,BIHAR,1269,498010,490128,691495,72.02
0.15,RAMCHANDRA YADAV,BARH,8,IND,M,BIHAR,746,498010,490128,691495,72.02
0.13,DEVENDRA KUMAR YADAV,BARH,9,IND,M,BIHAR,660,498010,490128,691495,72.02
0.12,MUKTESHWAR PRASAD,BARH,10,IND,M,BIHAR,581,498010,490128,691495,72.02
0.09,CHANDRA KANT KUMAR,BARH,11,IND,M,BIHAR,461,498010,490128,691495,72.02
39.25,RAMAJIWAN SINGH,BALIA,1,BLD,M,BIHAR,146772,383287,373968,639621,59.92
26.51,SURYA NARAYAN SINGH,BALIA,2,CPI,M,BIHAR,99140,383287,373968,639621,59.92
22.87,LALITESHWAR PRASAD SAHI,BALIA,3,INC,M,BIHAR,85524,383287,373968,639621,59.92
8.33,SUMITRA DEVI,BALIA,4,IND,F,BIHAR,31151,383287,373968,639621,59.92
1.29,VINDESHWARI GOPE,BALIA,5,IND,M,BIHAR,4840,383287,373968,639621,59.92
1.11,DASHRATH MAHTO,BALIA,6,IND,M,BIHAR,4146,383287,373968,639621,59.92
0.64,SINGH DR. R. P.,BALIA,7,IND,M,BIHAR,2395,383287,373968,639621,59.92
67.35,VINAYAK PRASAD YADAV,SAHARSA,1,BLD,M,BIHAR,306994,464082,455799,681641,68.08
25.95,CHIRANJIB JHA,SAHARSA,2,INC,M,BIHAR,118288,464082,455799,681641,68.08
2.82,NAGESHWAR KHAN,SAHARSA,3,IND,M,BIHAR,12847,464082,455799,681641,68.08
2.64,KALI KANT JHA,SAHARSA,4,IND,M,BIHAR,12054,464082,455799,681641,68.08
0.77,BAIDYA NATH KAMAT,SAHARSA,5,IND,M,BIHAR,3504,464082,455799,681641,68.08
0.46,MADAN CHAUDHARY,SAHARSA,6,IND,M,BIHAR,2112,464082,455799,681641,68.08
65.44,BINDHYESHWARI PRASAD MANDAL,MADHEPURA,1,BLD,M,BIHAR,301076,469461,460054,655834,71.58
21.81,RAJENDRA PRASAD YADAV,MADHEPURA,2,INC,M,BIHAR,100359,469461,460054,655834,71.58
9.64,KAMRESHWAR SINGH,MADHEPURA,3,CPI,M,BIHAR,44336,469461,460054,655834,71.58
3.1,NARMADESHWAR PRASAD MANDAL,MADHEPURA,4,IND,M,BIHAR,14283,469461,460054,655834,71.58
65.36,MAHENDRA NARAYAN SARDAR,ARARIA (SC),1,BLD,M,BIHAR,221829,347588,339393,590569,58.86
33.38,DUMAR LAL BAITHA,ARARIA (SC),2,INC,M,BIHAR,113295,347588,339393,590569,58.86
1.26,JANAK LAL RISHI,ARARIA (SC),3,IND,M,BIHAR,4269,347588,339393,590569,58.86
58.58,HALIMUDDIN AHMED,KISHANGANJ,1,BLD,M,BIHAR,168175,292961,287084,598944,48.91
30.67,JAMILUR RAHMAN,KISHANGANJ,2,INC,M,BIHAR,88045,292961,287084,598944,48.91
4.81,SHYAMDEO JHA,KISHANGANJ,3,IND,M,BIHAR,13802,292961,287084,598944,48.91
3.36,ALI MOGNI,KISHANGANJ,4,IND,M,BIHAR,9634,292961,287084,598944,48.91
2.2,MD. MUSLIM,KISHANGANJ,5,IND,M,BIHAR,6314,292961,287084,598944,48.91
0.39,GULAM HAIDER AULIA,KISHANGANJ,6,MUL,M,BIHAR,1114,292961,287084,598944,48.91
56.07,LAKHAN LAL KAPOOR,PURNEA,1,BLD,M,BIHAR,199034,364431,355000,610087,59.73
30.14,MADHURI SINGH,PURNEA,2,INC,F,BIHAR,106997,364431,355000,610087,59.73
6.61,AMIRUL HASAN,PURNEA,3,CPI,M,BIHAR,23481,364431,355000,610087,59.73
4.52,AZAM,PURNEA,4,IND,M,BIHAR,16058,364431,355000,610087,59.73
1.15,UMESH KUMAR SINGH,PURNEA,5,IND,M,BIHAR,4089,364431,355000,610087,59.73
0.67,BRAHMANAND TRIVEDI,PURNEA,6,IND,M,BIHAR,2378,364431,355000,610087,59.73
0.55,BALDEO PRASAD ORAON,PURNEA,7,IND,M,BIHAR,1935,364431,355000,610087,59.73
0.29,ABDUL MUJIB SEKH,PURNEA,8,MUL,M,BIHAR,1028,364431,355000,610087,59.73
69.41,YUVRAJ,KATIHAR,1,BLD,M,BIHAR,215074,317800,309850,528137,60.17
27.52,SHAH MOHAMMAD TARIQUE 'ANWAR',KATIHAR,2,INC,M,BIHAR,85285,317800,309850,528137,60.17
2.55,KAMRUL AHSAN,KATIHAR,3,IND,M,BIHAR,7901,317800,309850,528137,60.17
0.51,ABDUR SATAR,KATIHAR,4,IND,M,BIHAR,1590,317800,309850,528137,60.17
68.15,FATHER ANTHONI MURMU,RAJMAHAL (ST),1,BLD,M,BIHAR,148677,224290,218155,561472,39.95
25.76,YOFESH CHANDRA MURMU,RAJMAHAL (ST),2,INC,M,BIHAR,56191,224290,218155,561472,39.95
6.09,MASIS SOREN,RAJMAHAL (ST),3,PHJ,M,BIHAR,13287,224290,218155,561472,39.95
49.45,BATESHWAR HEMRAM,DUMKA (ST),1,BLD,M,BIHAR,115386,239826,233333,579061,41.42
26.63,PRITHIWICHAND KISKU,DUMKA (ST),2,INC,M,BIHAR,62132,239826,233333,579061,41.42
16.57,SATRUGHAN BESRA,DUMKA (ST),3,CPI,M,BIHAR,38655,239826,233333,579061,41.42
4.25,CHANDRA MURMU,DUMKA (ST),4,PHJ,M,BIHAR,9924,239826,233333,579061,41.42
1.84,JOGINDER NATH MARANDI,DUMKA (ST),5,IND,M,BIHAR,4293,239826,233333,579061,41.42
1.26,SETH SANATAN KISKU RAPAJ,DUMKA (ST),6,IND,M,BIHAR,2943,239826,233333,579061,41.42
70.01,JAGDAMBI PRASAD YADAV,GODDA,1,BLD,M,BIHAR,250749,365300,358156,630768,57.91
25.62,JAGDISH N. MANDAL,GODDA,2,INC,M,BIHAR,91758,365300,358156,630768,57.91
1.78,BAIKUNTH JHA,GODDA,3,IND,M,BIHAR,6369,365300,358156,630768,57.91
1.5,SUBODH JHA,GODDA,4,IND,M,BIHAR,5375,365300,358156,630768,57.91
1.09,AHMAD ALI,GODDA,5,PHJ,M,BIHAR,3905,365300,358156,630768,57.91
71.14,LIMAYE MADHU,BANKA,1,BLD,M,BIHAR,239550,344437,336709,624645,55.14
23.42,CHANDRA SHEKHAR SINGH,BANKA,2,INC,M,BIHAR,78866,344437,336709,624645,55.14
4.81,RAMANAND SINGH,BANKA,3,IND,M,BIHAR,16185,344437,336709,624645,55.14
0.63,SUSHIL KUMAR YADAV,BANKA,4,IND,M,BIHAR,2108,344437,336709,624645,55.14
71.74,DR. RAMJI SINGH,BHAGALPUR,1,BLD,M,BIHAR,304791,434658,424864,682880,63.65
28.26,BHAGWAT JHA AZAD,BHAGALPUR,2,INC,M,BIHAR,120073,434658,424864,682880,63.65
57.22,GYANESHWAR PRASAD YADAV,KHAGARIA,1,BLD,M,BIHAR,230687,412527,403191,653356,63.14
20.19,JAI N. MEHTA,KHAGARIA,2,INC,M,BIHAR,81395,412527,403191,653356,63.14
15.56,YOGENDRA SHARMA,KHAGARIA,3,CPI,M,BIHAR,62741,412527,403191,653356,63.14
4.37,SHASSI BHUSHAN DAS,KHAGARIA,4,IND,M,BIHAR,17613,412527,403191,653356,63.14
1.47,SHIVA KANT MISHRA,KHAGARIA,5,IND,M,BIHAR,5909,412527,403191,653356,63.14
0.86,JAGESHWAR SINGH BHUDANI,KHAGARIA,6,IND,M,BIHAR,3469,412527,403191,653356,63.14
0.34,SITA RAM SHARAN,KHAGARIA,7,IND,M,BIHAR,1377,412527,403191,653356,63.14
66.15,SHRI KRISHNA SINGH,MONGHYR,1,BLD,M,BIHAR,337791,517831,510633,699735,74.0
32.15,DEVENDRA PRASAD YADAV,MONGHYR,2,INC,M,BIHAR,164174,517831,510633,699735,74.0
1.7,SAKAL DEEP SINGH,MONGHYR,3,IND,M,BIHAR,8668,517831,510633,699735,74.0
44.48,SHYAM NANDAN MISHRA,BEGUSARAI,1,BLD,M,BIHAR,185382,426289,416742,674335,63.22
36.03,TARKESHRI SINHA,BEGUSARAI,2,INC,F,BIHAR,150154,426289,416742,674335,63.22
17.3,INDRA DEEP SINGH,BEGUSARAI,3,CPI,M,BIHAR,72096,426289,416742,674335,63.22
2.19,JAGDISH MISTRI,BEGUSARAI,4,IND,M,BIHAR,9110,426289,416742,674335,63.22
54.06,BIRENDRA PRASAD,NALANDA,1,BLD,M,BIHAR,284684,536717,526650,749243,71.63
27.28,VIJAY KUMAR YADAV,NALANDA,2,CPI,M,BIHAR,143662,536717,526650,749243,71.63
15.56,SIDHESHWAR PRASAD,NALANDA,3,INC,M,BIHAR,81940,536717,526650,749243,71.63
0.8,BODH NARAYAN PRASAD,NALANDA,4,IND,M,BIHAR,4224,536717,526650,749243,71.63
0.8,RAJ NANDAN PRASAD,NALANDA,5,RPI,M,BIHAR,4211,536717,526650,749243,71.63
0.65,NAND KISHORE PRASAD SINGH,NALANDA,6,SSD,M,BIHAR,3407,536717,526650,749243,71.63
0.42,RAJENDRA PRASAD,NALANDA,7,IND,M,BIHAR,2223,536717,526650,749243,71.63
0.28,SHRI PRASAD SINGH,NALANDA,8,IND,M,BIHAR,1469,536717,526650,749243,71.63
0.16,SURESH CHANDRA PANDEY AZAD,NALANDA,9,IND,M,BIHAR,830,536717,526650,749243,71.63
76.61,MAHA MAYA PRASAD SINHA,PATNA,1,BLD,M,BIHAR,382363,506567,499079,744724,68.02
11.87,RAMAVATAR SHASTRI,PATNA,2,CPI,M,BIHAR,59238,506567,499079,744724,68.02
8.25,RAJENDRA PRATAP SINHA,PATNA,3,INC,M,BIHAR,41153,506567,499079,744724,68.02
1.56,GANPAT RAI,PATNA,4,IND,M,BIHAR,7806,506567,499079,744724,68.02
0.44,BHOLA NATH CHAUDHARY,PATNA,5,IND,M,BIHAR,2198,506567,499079,744724,68.02
0.34,RAM RAJ DUBEY 'RAJESH',PATNA,6,IND,M,BIHAR,1715,506567,499079,744724,68.02
0.27,VALDEO YADAV,PATNA,7,IND,M,BIHAR,1335,506567,499079,744724,68.02
0.25,MANORAMA DEVI,PATNA,8,SSD,F,BIHAR,1243,506567,499079,744724,68.02
0.2,KRISHNA KUMAR RAZAK,PATNA,9,IND,M,BIHAR,1023,506567,499079,744724,68.02
0.2,SACHIDANAND SAHAY,PATNA,10,IND,M,BIHAR,1005,506567,499079,744724,68.02
70.67,CHANDRADEO PRASAD VERMA,ARRAH,1,BLD,M,BIHAR,323913,466204,458340,717235,65.0
24.66,BALIRAM BHAGAT,ARRAH,2,INC,M,BIHAR,113036,466204,458340,717235,65.0
1.27,RAMESHWAR UPADHAYA,ARRAH,3,SUC,M,BIHAR,5822,466204,458340,717235,65.0
1.15,JAMUNA SHARMA,ARRAH,4,IND,M,BIHAR,5258,466204,458340,717235,65.0
0.77,CHHOTE LAL RAM,ARRAH,5,IND,M,BIHAR,3549,466204,458340,717235,65.0
0.45,MASLEHUDDIN BAIG,ARRAH,6,IND,M,BIHAR,2046,466204,458340,717235,65.0
0.38,DHARIKSHAN SINGH,ARRAH,7,IND,M,BIHAR,1736,466204,458340,717235,65.0
0.3,VINOD DHARI SINGH,ARRAH,8,IND,M,BIHAR,1393,466204,458340,717235,65.0
0.23,BALESHWAR DUBEY,ARRAH,9,IND,M,BIHAR,1077,466204,458340,717235,65.0
0.11,SHEO NARAYAN DASS,ARRAH,10,IND,M,BIHAR,510,466204,458340,717235,65.0
65.04,RAMA NAND TIWARY,BUXAR,1,BLD,M,BIHAR,286418,446815,440350,705022,63.38
18.78,ANANT PRASAD SHARMA,BUXAR,2,INC,M,BIHAR,82705,446815,440350,705022,63.38
13.54,SURAJ PRASAD,BUXAR,3,CPI,M,BIHAR,59612,446815,440350,705022,63.38
1.88,MOHAN SINGH,BUXAR,4,IND,M,BIHAR,8300,446815,440350,705022,63.38
0.42,SHEO NATH PANDEY,BUXAR,5,IND,M,BIHAR,1865,446815,440350,705022,63.38
0.33,KEDAR NATH MISHRA,BUXAR,6,IND,M,BIHAR,1450,446815,440350,705022,63.38
78.49,JAGIVAN RAM,SASARAM (SC),1,BLD,M,BIHAR,327995,425637,417876,655030,64.98
20.15,MUNGERI LALL,SASARAM (SC),2,INC,M,BIHAR,84185,425637,417876,655030,64.98
1.36,RAM PRASAD DAS,SASARAM (SC),3,IND,M,BIHAR,5696,425637,417876,655030,64.98
59.57,RAM AWADHESH SINGH,BIKRAMGANJ,1,BLD,M,BIHAR,248578,425266,417263,692767,61.39
23.21,RAM SUBHAG SINGH,BIKRAMGANJ,2,INC,M,BIHAR,96827,425266,417263,692767,61.39
8.13,LAXMAN CHOUDHARY,BIKRAMGANJ,3,SSD,M,BIHAR,33907,425266,417263,692767,61.39
4.12,AMBIKA SARAN SINGH,BIKRAMGANJ,4,IND,M,BIHAR,17202,425266,417263,692767,61.39
1.5,KESHO PRASAD SINGH,BIKRAMGANJ,5,IND,M,BIHAR,6242,425266,417263,692767,61.39
1.07,ISRAIL MIAN,BIKRAMGANJ,6,IND,M,BIHAR,4446,425266,417263,692767,61.39
0.81,BAIJNATH BHAGAT,BIKRAMGANJ,7,IND,M,BIHAR,3388,425266,417263,692767,61.39
0.58,BIREND KUMAR PANDEYA,BIKRAMGANJ,8,IND,M,BIHAR,2416,425266,417263,692767,61.39
0.41,GUPUT GANDHI,BIKRAMGANJ,9,IND,M,BIHAR,1727,425266,417263,692767,61.39
0.3,SHIVA NATH CHAUDHARY,BIKRAMGANJ,10,IND,M,BIHAR,1262,425266,417263,692767,61.39
0.22,SHIVA PUJAN RAM,BIKRAMGANJ,11,IND,M,BIHAR,927,425266,417263,692767,61.39
0.08,SIDHNATH SINGH,BIKRAMGANJ,12,IND,M,BIHAR,341,425266,417263,692767,61.39
61.76,SATYENDRA NARAIN SINGH,AURANGABAD,1,BLD,M,BIHAR,251139,415024,406645,675445,61.44
32.14,RAM SWAROOP YADAV,AURANGABAD,2,INC,M,BIHAR,130692,415024,406645,675445,61.44
2.73,CHANDRADEEP YADAV,AURANGABAD,3,SSD,M,BIHAR,11093,415024,406645,675445,61.44
1.78,BASHISH PANDEY,AURANGABAD,4,IND,M,BIHAR,7255,415024,406645,675445,61.44
0.61,VALKRISHNA BAGARIA,AURANGABAD,5,IND,M,BIHAR,2493,415024,406645,675445,61.44
0.53,PITAMBER SINGH,AURANGABAD,6,IND,M,BIHAR,2143,415024,406645,675445,61.44
0.45,SHRI KRISHNA DUBEY,AURANGABAD,7,IND,M,BIHAR,1830,415024,406645,675445,61.44
64.85,HARI LAL PRASAD SINHA,JAHANABAD,1,BLD,M,BIHAR,317954,499226,490262,751428,66.44
13.66,CHANDRIKA PRASAD YADAV,JAHANABAD,2,INC,M,BIHAR,66984,499226,490262,751428,66.44
12.13,CHANDRA SHEKHAR SINGH,JAHANABAD,3,CPI,M,BIHAR,59467,499226,490262,751428,66.44
6.56,BRAJNANDAN PRASAD,JAHANABAD,4,SSD,M,BIHAR,32180,499226,490262,751428,66.44
0.74,MOHAMMAD YUSUF AZAD,JAHANABAD,5,IND,M,BIHAR,3607,499226,490262,751428,66.44
0.61,BIJENDRA SHARMA,JAHANABAD,6,IND,M,BIHAR,2983,499226,490262,751428,66.44
0.6,BIMAL PRASAD SHARMA,JAHANABAD,7,IND,M,BIHAR,2934,499226,490262,751428,66.44
0.3,RUKUNUDDIN AHMAD,JAHANABAD,8,IND,M,BIHAR,1450,499226,490262,751428,66.44
0.22,KARIMAN SINGH,JAHANABAD,9,IND,M,BIHAR,1085,499226,490262,751428,66.44
0.21,RAJENDRA SHARMA,JAHANABAD,10,IND,M,BIHAR,1010,499226,490262,751428,66.44
0.12,RAMPATI SINGH,JAHANABAD,11,IND,M,BIHAR,608,499226,490262,751428,66.44
84.0,NATHUNI RAM,NAWADA (SC),1,BLD,M,BIHAR,429785,518053,511649,741486,69.87
13.11,MAHABIR CHAUDHARY,NAWADA (SC),2,INC,M,BIHAR,67084,518053,511649,741486,69.87
0.72,KAILASH RAM,NAWADA (SC),3,IND,M,BIHAR,3698,518053,511649,741486,69.87
0.59,NAYAN TARA DAS,NAWADA (SC),4,IND,M,BIHAR,3014,518053,511649,741486,69.87
0.52,HARI NARAYAN PRASAD SHASTRY,NAWADA (SC),5,IND,M,BIHAR,2656,518053,511649,741486,69.87
0.43,MOSAFIR RAM,NAWADA (SC),6,CPI,M,BIHAR,2191,518053,511649,741486,69.87
0.4,LAL BAHADUR RAM AZAD,NAWADA (SC),7,IND,M,BIHAR,2057,518053,511649,741486,69.87
0.23,RAM CHANDRA PRASAD,NAWADA (SC),8,IND,M,BIHAR,1164,518053,511649,741486,69.87
77.6,ISHWAR CHAUDHRY,GAYA (SC),1,BLD,M,BIHAR,341000,445024,439454,642305,69.29
21.09,MISHRI SADA,GAYA (SC),2,INC,M,BIHAR,92682,445024,439454,642305,69.29
0.81,ASHOK RAM,GAYA (SC),3,IND,M,BIHAR,3542,445024,439454,642305,69.29
0.51,RAJ BALLABH PASWAN,GAYA (SC),4,SSD,M,BIHAR,2230,445024,439454,642305,69.29
74.99,SUKDEO PRASAD VERMA,CHATRA,1,BLD,M,BIHAR,203878,278508,271889,580623,47.97
22.19,SHANKAR DAYAL SINGH,CHATRA,2,INC,M,BIHAR,60344,278508,271889,580623,47.97
1.45,LALDEO PRASAD SHASTRI,CHATRA,3,IND,M,BIHAR,3930,278508,271889,580623,47.97
0.78,HARIDWAR PATHAK,CHATRA,4,IND,M,BIHAR,2108,278508,271889,580623,47.97
0.6,HARIBANSH SINGH,CHATRA,5,IND,M,BIHAR,1629,278508,271889,580623,47.97
67.34,RITLAL PRASAD VERMA,KODARMA,1,BLD,M,BIHAR,169387,261508,251535,602764,43.38
21.21,CHAPLENDU BHATTACHARYYIA,KODARMA,2,INC,M,BIHAR,53359,261508,251535,602764,43.38
