%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
49.16,B. ANJANAPPA,NELLORE (SC),1,INC,M,Andhra Pradesh,165206,344137,336089,480699,71.59
27.76,MERIGA RAMAKRISHNAIAH,NELLORE (SC),2,SWA,M,Andhra Pradesh,93301,344137,336089,480699,71.59
16.61,E.V. CHINNAIAH,NELLORE (SC),3,REP,M,Andhra Pradesh,55817,344137,336089,480699,71.59
6.48,GOVADA NIREEKSHNA RAO,NELLORE (SC),4,IND,M,Andhra Pradesh,21765,344137,336089,480699,71.59
53.84,C. DASS,TIRUPATHI (SC),1,INC,M,Andhra Pradesh,119539,229016,222030,383042,59.79
46.16,C.V. SIDDAIAH MURTHY,TIRUPATHI (SC),2,SWA,M,Andhra Pradesh,102491,229016,222030,383042,59.79
45.27,MADABHUSI ANANTHASAYANAM AYYANGAR,CHITTOR,1,INC,M,Andhra Pradesh,130026,296142,287214,437788,67.65
36.93,C.V.L. NARAYAN,CHITTOR,2,SWA,M,Andhra Pradesh,106062,296142,287214,437788,67.65
17.8,K. SIDDAIAH NAIDU,CHITTOR,3,IND,M,Andhra Pradesh,51126,296142,287214,437788,67.65
52.95,C.L. NARASIMHA REDDY,RAJAMPET,1,SWA,M,Andhra Pradesh,155017,301705,292769,442554,68.17
47.05,T.N. VISWANATHA REDDY,RAJAMPET,2,INC,M,Andhra Pradesh,137752,301705,292769,442554,68.17
44.02,YEDDULA ESWARA REDDY,CUDDAPAH,1,CPI,M,Andhra Pradesh,158877,371945,360955,497180,74.81
38.23,VUNTUKURU RAMI REDDY,CUDDAPAH,2,INC,M,Andhra Pradesh,138010,371945,360955,497180,74.81
13.39,NARU RANGA REDDY,CUDDAPAH,3,SWA,M,Andhra Pradesh,48325,371945,360955,497180,74.81
4.36,SYED ABDU SATTAR,CUDDAPAH,4,IND,M,Andhra Pradesh,15743,371945,360955,497180,74.81
41.61,OSMAN ALI KHAN,ANANTPUR,1,INC,M,Andhra Pradesh,120826,301105,290409,467475,64.41
33.04,I. SADASIVAN,ANANTPUR,2,CPI,M,Andhra Pradesh,95958,301105,290409,467475,64.41
17.61,DABBARA ASWARTHAPPA,ANANTPUR,3,SWA,M,Andhra Pradesh,51131,301105,290409,467475,64.41
7.75,VEDANTHAM LAKSHMAIAH,ANANTPUR,4,IND,M,Andhra Pradesh,22494,301105,290409,467475,64.41
35.67,K.V. RAMAKRISHNA REDDY,HINDUPUR,1,INC,M,Andhra Pradesh,89521,260620,250973,420888,61.92
24.1,ERUKALAPPA,HINDUPUR,2,IND,M,Andhra Pradesh,60479,260620,250973,420888,61.92
18.49,SHANKARA REDDY,HINDUPUR,3,IND,M,Andhra Pradesh,46415,260620,250973,420888,61.92
8.83,R. SIDANA GOWD,HINDUPUR,4,IND,M,Andhra Pradesh,22158,260620,250973,420888,61.92
8.56,G. NARAYANASWAMY,HINDUPUR,5,IND,M,Andhra Pradesh,21477,260620,250973,420888,61.92
4.35,PAVATHI VENKATARMIAH,HINDUPUR,6,IND,M,Andhra Pradesh,10923,260620,250973,420888,61.92
56.88,PENDEKANTI VENKATASUBBAIAH,ADONI,1,INC,M,Andhra Pradesh,136513,252379,240004,419077,60.22
43.12,NAYAKANTI SANKARA REDDY,ADONI,2,SWA,M,Andhra Pradesh,103491,252379,240004,419077,60.22
42.66,YASODA REDDY,KURNOOL,1,INC,F,Andhra Pradesh,121999,297743,286002,463818,64.19
29.75,MUKKAMALA VENKATASUBBA REDDY,KURNOOL,2,IND,M,Andhra Pradesh,85085,297743,286002,463818,64.19
17.48,D.V. SUHBA SASTRY,KURNOOL,3,IND,M,Andhra Pradesh,50005,297743,286002,463818,64.19
8.32,SHAIK KAMAL AHMED,KURNOOL,4,SWA,M,Andhra Pradesh,23788,297743,286002,463818,64.19
1.79,K. BASI REDDY,KURNOOL,5,IND,M,Andhra Pradesh,5125,297743,286002,463818,64.19
44.76,JANUMPALLY RAMESHWAR RAO,GADWAL,1,INC,M,Andhra Pradesh,116150,268559,259503,447475,60.02
38.66,D.K. SATYA REDDY,GADWAL,2,IND,M,Andhra Pradesh,100316,268559,259503,447475,60.02
13.02,VENKATARAMI REDDY,GADWAL,3,IND,M,Andhra Pradesh,33795,268559,259503,447475,60.02
2.35,SATHI REDDY,GADWAL,4,IND,M,Andhra Pradesh,6106,268559,259503,447475,60.02
1.21,SADASIVA REDDY,GADWAL,5,SWA,M,Andhra Pradesh,3136,268559,259503,447475,60.02
61.55,J.B. MUTYAL RAO,MAHBUBNAGAR (SC),1,INC,M,Andhra Pradesh,117573,197179,191012,413872,47.64
26.83,K.R. VEERASWAMY,MAHBUBNAGAR (SC),2,IND,M,Andhra Pradesh,51253,197179,191012,413872,47.64
11.61,D. KIRANKUMAR,MAHBUBNAGAR (SC),3,IND,M,Andhra Pradesh,22186,197179,191012,413872,47.64
56.19,GOPAL S. MELKOTE,HYDRABAD,1,INC,M,Andhra Pradesh,96447,175445,171631,315412,55.62
31.1,ABDUL WAHED OWASI,HYDRABAD,2,IND,M,Andhra Pradesh,53378,175445,171631,315412,55.62
5.77,MIR FARKHUNDA ALI KHAN,HYDRABAD,3,IND,M,Andhra Pradesh,9908,175445,171631,315412,55.62
3.92,L.V.S. SARMA,HYDRABAD,4,JS,M,Andhra Pradesh,6724,175445,171631,315412,55.62
3.01,B.S. RATANALIKAR,HYDRABAD,5,IND,M,Andhra Pradesh,5174,175445,171631,315412,55.62
48.16,AHMED MOHIUDDIN,SECUNDERABAD,1,INC,M,Andhra Pradesh,92459,198200,191970,380287,52.12
35.36,V. RAMACHANDRA RAO,SECUNDERABAD,2,IND,M,Andhra Pradesh,67889,198200,191970,380287,52.12
5.05,A. LAKSHMINARAYAN,SECUNDERABAD,3,JS,M,Andhra Pradesh,9695,198200,191970,380287,52.12
4.32,J. VENKATESHAM,SECUNDERABAD,4,PSP,M,Andhra Pradesh,8287,198200,191970,380287,52.12
3.82,I.L.N. SASTRY,SECUNDERABAD,5,SWA,M,Andhra Pradesh,7330,198200,191970,380287,52.12
3.29,PULI RAMASWAMY,SECUNDERABAD,6,IND,M,Andhra Pradesh,6310,198200,191970,380287,52.12
59.2,SANGAM LAKSHIMI BAI,VICARABAD,1,INC,F,Andhra Pradesh,123193,216242,208107,419557,51.54
21.19,RAMULOO,VICARABAD,2,SWA,M,Andhra Pradesh,44093,216242,208107,419557,51.54
19.62,BAPU RAO DESHPANDE,VICARABAD,3,IND,M,Andhra Pradesh,40821,216242,208107,419557,51.54
45.21,P. HANUMANTHA RAO,MEDAK,1,INC,M,Andhra Pradesh,88098,202286,194870,414481,48.8
35.39,MOLGU JAGANNATHREDDY,MEDAK,2,IND,M,Andhra Pradesh,68966,202286,194870,414481,48.8
19.4,L. NARAHARI GOUD,MEDAK,3,SWA,M,Andhra Pradesh,37806,202286,194870,414481,48.8
45.54,H.C. HEDA,NIZAMABAD,1,INC,M,Andhra Pradesh,106570,243091,234011,444598,54.68
33.99,M. NARAYANA REDDY,NIZAMABAD,2,IND,M,Andhra Pradesh,79550,243091,234011,444598,54.68
7.75,S. RAJYA LAXMI DEVI,NIZAMABAD,3,SWA,F,Andhra Pradesh,18130,243091,234011,444598,54.68
6.93,S.B GIRI,NIZAMABAD,4,IND,M,Andhra Pradesh,16221,243091,234011,444598,54.68
5.79,RADHA KRISHNA RAO,NIZAMABAD,5,IND,M,Andhra Pradesh,13540,243091,234011,444598,54.68
61.45,G. NARAYAN REDDY,ADILABAD,1,INC,M,Andhra Pradesh,129068,220383,210032,404283,54.51
19.04,V.G. DORA SAMI,ADILABAD,2,IND,M,Andhra Pradesh,39983,220383,210032,404283,54.51
14.99,MOHD. PAKRUDDIN,ADILABAD,3,IND,M,Andhra Pradesh,31494,220383,210032,404283,54.51
4.52,RAM RAO DESHPANDE,ADILABAD,4,IND,M,Andhra Pradesh,9487,220383,210032,404283,54.51
50.74,JUVVADI RAMAPATHI RAO,KARIMNAGAR,1,INC,M,Andhra Pradesh,120472,248500,237421,437969,56.74
22.35,GURRAM MADHAVA REDDY,KARIMNAGAR,2,IND,M,Andhra Pradesh,53069,248500,237421,437969,56.74
21.58,CHANNAMANENI RAJESWARARAO,KARIMNAGAR,3,CPI,M,Andhra Pradesh,51247,248500,237421,437969,56.74
5.32,SANGAYYA,KARIMNAGAR,4,IND,M,Andhra Pradesh,12633,248500,237421,437969,56.74
69.53,M.R. KRISHNA,PADAPALLI (SC),1,INC,M,Andhra Pradesh,149561,225780,215101,412742,54.7
30.47,PALANIVELU,PADAPALLI (SC),2,CPI,M,Andhra Pradesh,65540,225780,215101,412742,54.7
46.54,BAKAR ALI MIRZA,WARRANGAL,1,INC,M,Andhra Pradesh,113308,252243,243446,408061,61.82
46.24,S. RAMANATHAM,WARRANGAL,2,CPI,M,Andhra Pradesh,112572,252243,243446,408061,61.82
7.22,L.S. RAJU,WARRANGAL,3,JS,M,Andhra Pradesh,17566,252243,243446,408061,61.82
45.36,ETIKALA MADHUSUDHAN RAO,MAHBUBABAD,1,INC,M,Andhra Pradesh,126100,288681,277969,426441,67.7
40.48,TEEGALA SATYANARAYANA RAO,MAHBUBABAD,2,CPI,M,Andhra Pradesh,112524,288681,277969,426441,67.7
14.15,KATANGOORI NARASIMHA REDDY,MAHBUBABAD,3,SWA,M,Andhra Pradesh,39345,288681,277969,426441,67.7
49.78,T. LAKSHIKANTAMMA,KHAMMAM,1,INC,F,Andhra Pradesh,163806,339103,329081,450611,75.25
46.11,T.B. VITTAL RAO,KHAMMAM,2,CPI,M,Andhra Pradesh,151746,339103,329081,450611,75.25
4.11,GOLLA VENKATESWARLU,KHAMMAM,3,IND,M,Andhra Pradesh,13529,339103,329081,450611,75.25
55.86,RAVI NARAYANA REDDY,NALGONDA,1,CPI,M,Andhra Pradesh,159145,293918,284894,446641,65.81
44.14,KANCHINEPALLI PEDDA VENKATARAMA RAO,NALGONDA,2,INC,M,Andhra Pradesh,125749,293918,284894,446641,65.81
50.53,LAXMI DASS,MIRYALGUDA (SC),1,CPI,M,Andhra Pradesh,140884,288144,278793,453828,63.49
41.0,VADDAPALLI KASIRAM,MIRYALGUDA (SC),2,INC,M,Andhra Pradesh,114319,288144,278793,453828,63.49
8.46,MATANGI PEDDAIAH,MIRYALGUDA (SC),3,REP,M,Andhra Pradesh,23590,288144,278793,453828,63.49
36.76,JYOTSNA CHANDA,CACHAR,1,INC,F,Assam,72086,201609,196100,383045,52.63
28.38,SENA,CACHAR,2,IND,M,Assam,55646,201609,196100,383045,52.63
26.87,DHIRENDRA MOHON DEB,CACHAR,3,IND,M,Assam,52700,201609,196100,383045,52.63
7.99,DESHA RANJAN NATH,CACHAR,4,PSP,M,Assam,15668,201609,196100,383045,52.63
50.13,NIHAR RANJAN LASKAR,KARIMGANJ (SC),1,INC,M,Assam,112584,231153,224582,397814,58.11
27.63,MUKTESWAR CHOUDHURY,KARIMGANJ (SC),2,IND,M,Assam,62059,231153,224582,397814,58.11
22.24,NITAI CHAND PATNI,KARIMGANJ (SC),3,IND,M,Assam,49939,231153,224582,397814,58.11
61.83,GILBERT G. SWELL,AUTONOMOUS DISTRICTS (ST),1,HLC,M,Assam,91850,153235,148551,320132,47.87
38.17,JETLIE E. TARIANG,AUTONOMOUS DISTRICTS (ST),2,INC,M,Assam,56701,153235,148551,320132,47.87
42.69,MAU GHYSUDDIN AHAMMAD,DHUBRI,1,INC,M,Assam,89407,219296,209435,391360,56.03
29.55,WILLIAMSON SANGMA,DHUBRI,2,IND,M,Assam,61891,219296,209435,391360,56.03
27.76,AMJAD ALI,DHUBRI,3,PSP,M,Assam,58137,219296,209435,391360,56.03
43.16,DHARANI DHOR BASUMOTARI,GOALPARA (ST),1,INC,M,Assam,94209,229232,218280,429220,53.41
29.22,BISHNU PRASAD RABHA,GOALPARA (ST),2,CPI,M,Assam,63775,229232,218280,429220,53.41
27.62,SATISH CHANDRA BASUMOTARI,GOALPARA (ST),3,PSP,M,Assam,60296,229232,218280,429220,53.41
49.9,HEM BORUA,GAUHATI,1,PSP,M,Assam,133812,280492,268162,467175,60.04
37.94,TIRTHA NATH SARMAH,GAUHATI,2,INC,M,Assam,101750,280492,268162,467175,60.04
12.16,NANDESWAR TALUKDAR,GAUHATI,3,CPI,M,Assam,32600,280492,268162,467175,60.04
39.12,RENUKA DEVI BARKATAKI,BARPETA,1,INC,F,Assam,86691,232351,221598,450184,51.61
28.93,BISWA GOSWAMI,BARPETA,2,PSP,M,Assam,64100,232351,221598,450184,51.61
11.74,SYED MABOOBULLAH,BARPETA,3,IND,M,Assam,26015,232351,221598,450184,51.61
8.21,HITESH DEKA,BARPETA,4,IND,M,Assam,18196,232351,221598,450184,51.61
8.16,RAZAQUE ALI,BARPETA,5,IND,M,Assam,18092,232351,221598,450184,51.61
3.84,BIBHUTI BHUSAN TARAFDER,BARPETA,6,IND,M,Assam,8504,232351,221598,450184,51.61
68.13,BIJOY CHANDRA BHAGABATI,DARRANG,1,INC,M,Assam,137990,212851,202548,378754,56.2
20.83,PRASANTA BARUA,DARRANG,2,PSP,M,Assam,42194,212851,202548,378754,56.2
11.04,CHUNILA BARAIK,DARRANG,3,IND,M,Assam,22364,212851,202548,378754,56.2
40.96,LILADHAR KOTOKI,NOWGONG,1,INC,M,Assam,97942,250915,239138,471350,53.23
30.51,SUKDEV GOSWAMI,NOWGONG,2,IND,M,Assam,72967,250915,239138,471350,53.23
15.92,BINOY BHUSAN SIRCAR,NOWGONG,3,IND,M,Assam,38080,250915,239138,471350,53.23
12.61,MAHMAD LAL,NOWGONG,4,SOC,M,Assam,30149,250915,239138,471350,53.23
42.07,RAJENDRA NATH BARUAH,JORHAT,1,PSP,M,Assam,78091,196268,185615,404220,48.55
41.58,MOFIDA AHMED,JORHAT,2,INC,F,Assam,77184,196268,185615,404220,48.55
16.35,HEM CHANDRA SAH,JORHAT,3,IND,M,Assam,30340,196268,185615,404220,48.55
48.84,PRAFULLA CHANDRA BARUAH,SIBSAGAR,1,INC,M,Assam,101746,218312,208317,458998,47.56
22.7,BHADRAKRISHNA GOSWAMI,SIBSAGAR,2,CPI,M,Assam,47282,218312,208317,458998,47.56
16.08,RAJANI PHUKAH,SIBSAGAR,3,RCP,M,Assam,33488,218312,208317,458998,47.56
12.39,TARUDDIN AHMED,SIBSAGAR,4,PSP,M,Assam,25801,218312,208317,458998,47.56
57.05,JOGENDRA NATH HAZARIKA,DIBRUGARH,1,INC,M,Assam,98687,181805,172985,390564,46.55
24.2,AJIT KUMAR SARMA,DIBRUGARH,2,SOC,M,Assam,41857,181805,172985,390564,46.55
18.75,ROHIT CHANDRA BHATACHARYYA,DIBRUGARH,3,CPI,M,Assam,32441,181805,172985,390564,46.55
54.71,KAMAL NATH TEWARI,BAGAHA,1,INC,M,Bihar,99684,188598,182194,385005,48.99
45.29,SHATTRUMARDAN SHAHI,BAGAHA,2,SWA,M,Bihar,82510,188598,182194,385005,48.99
56.3,BIBHUTI MISHRA,MOTIHARI (SC),1,INC,M,Bihar,99170,182534,176141,379579,48.09
22.81,ABDUL RAHMAN,MOTIHARI (SC),2,SWA,M,Bihar,40178,182534,176141,379579,48.09
15.17,PRASIDH NARAIN,MOTIHARI (SC),3,PSP,M,Bihar,26718,182534,176141,379579,48.09
5.72,GAJADHAR SINGH,MOTIHARI (SC),4,IND,M,Bihar,10075,182534,176141,379579,48.09
55.78,BHOLA RAUT,BETTIAH (SC),1,INC,M,Bihar,79043,145637,141707,380043,38.32
26.29,SHIO PRASAD,BETTIAH (SC),2,SWA,M,Bihar,37253,145637,141707,380043,38.32
17.93,SHATTRUDHAN RAM,BETTIAH (SC),3,PSP,M,Bihar,25411,145637,141707,380043,38.32
48.72,DWAIKA NATH TIWARI,GOPALGANJ,1,INC,M,Bihar,96753,204989,198590,422101,48.56
29.27,SIYA BIHARI SARAN,GOPALGANJ,2,PSP,M,Bihar,58136,204989,198590,422101,48.56
22.01,RAM CHANDRA TIWARI,GOPALGANJ,3,SWA,M,Bihar,43701,204989,198590,422101,48.56
40.66,MD. YUSUF,SIWAN,1,INC,M,Bihar,78030,199078,191902,424260,46.92
22.04,NAGENDRA NATH PATHAK,SIWAN,2,JS,M,Bihar,42301,199078,191902,424260,46.92
18.88,PARDUMAN SINGH,SIWAN,3,PSP,M,Bihar,36234,199078,191902,424260,46.92
12.22,RAJENDRA PRASAD SINGH,SIWAN,4,SWA,M,Bihar,23445,199078,191902,424260,46.92
6.2,INDERMANI,SIWAN,5,SOC,M,Bihar,11892,199078,191902,424260,46.92
38.82,RAMSEKHAR PRASAD SINGH,CHAPRA,1,INC,M,Bihar,85952,228117,221420,459344,49.66
29.24,RAJENDRA SINGH,CHAPRA,2,PSP,M,Bihar,64748,228117,221420,459344,49.66
15.64,HARMANDAN PRASAD YADAV,CHAPRA,3,IND,M,Bihar,34637,228117,221420,459344,49.66
10.14,BHIKARI NATH,CHAPRA,4,IND,M,Bihar,22460,228117,221420,459344,49.66
3.88,RAMSUBHAG SINGH,CHAPRA,5,SOC,M,Bihar,8593,228117,221420,459344,49.66
2.27,RATNA DEVI,CHAPRA,6,RRP,F,Bihar,5030,228117,221420,459344,49.66
44.77,KRISHNAKANTA SINGH,MAHARAJGANJ,1,INC,M,Bihar,73670,170942,164537,401654,42.56
36.55,YAMUNA PRASAD SINGH,MAHARAJGANJ,2,PSP,M,Bihar,60143,170942,164537,401654,42.56
18.67,YADUNANDAN PANDEY,MAHARAJGANJ,3,SWA,M,Bihar,30724,170942,164537,401654,42.56
53.4,BHISHMA PRASAD YADAVA,KESARIA,1,INC,M,Bihar,88307,171090,165370,389402,43.94
23.44,RAGHUNANDAN PD. NARAIN SINHA,KESARIA,2,SWA,M,Bihar,38769,171090,165370,389402,43.94
23.16,TAHIR ALI MIAN,KESARIA,3,CPI,M,Bihar,38294,171090,165370,389402,43.94
41.63,RAJESHWAR PATEL,HAJIPUR,1,INC,M,Bihar,104351,259738,250637,421299,61.65
32.92,ACHHAIBAT RAI,HAJIPUR,2,SOC,M,Bihar,82501,259738,250637,421299,61.65
15.27,PRADUMAN PD. SINGH,HAJIPUR,3,SWA,M,Bihar,38263,259738,250637,421299,61.65
10.18,SAMSER BAHADOOR SINGH,HAJIPUR,4,PSP,M,Bihar,25522,259738,250637,421299,61.65
40.28,CHANDRAMANI LAL CHOUDHARY,MAHUA (SC),1,INC,M,Bihar,85825,221987,213073,447690,49.58
35.6,SATYADEO,MAHUA (SC),2,PSP,M,Bihar,75863,221987,213073,447690,49.58
16.12,BACHHULAL AZAD,MAHUA (SC),3,SWA,M,Bihar,34338,221987,213073,447690,49.58
8.0,SITARAM RAJAK,MAHUA (SC),4,SOC,M,Bihar,17047,221987,213073,447690,49.58
43.63,DIGVIJOY NARAIN SINGH,MUZAFFARPUR,1,INC,M,Bihar,92393,224877,211774,464546,48.41
20.02,KANTI KUMAR SINHA,MUZAFFARPUR,2,PSP,M,Bihar,42393,224877,211774,464546,48.41
12.8,MAGFOOR AHMAD AZAZI,MUZAFFARPUR,3,SWA,M,Bihar,27116,224877,211774,464546,48.41
7.4,AWADHESH NARAIN SINGH,MUZAFFARPUR,4,SOC,M,Bihar,15662,224877,211774,464546,48.41
6.07,RAM AUTAR TIKMANI,MUZAFFARPUR,5,JS,M,Bihar,12852,224877,211774,464546,48.41
4.6,RATNA DEVI,MUZAFFARPUR,6,RRP,F,Bihar,9743,224877,211774,464546,48.41
4.42,RAMCHALITAR SAHNI,MUZAFFARPUR,7,IND,M,Bihar,9366,224877,211774,464546,48.41
1.06,KRISHNA PRASAD CHOWDHARY,MUZAFFARPUR,8,IND,M,Bihar,2249,224877,211774,464546,48.41
