%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
38.15,NAGINDRA PD. YADAB,SITAMARHI,1,INC,M,Bihar,90910,249150,238273,455960,54.64
24.09,YUGAL KISHORE SINGH,SITAMARHI,2,PSP,M,Bihar,57395,249150,238273,455960,54.64
11.47,ALISHER ANSARI,SITAMARHI,3,RCP,M,Bihar,27325,249150,238273,455960,54.64
9.61,SATYA NARAIN PRASAD,SITAMARHI,4,IND,M,Bihar,22896,249150,238273,455960,54.64
8.6,RAM BAHADOOR LAL,SITAMARHI,5,SWA,M,Bihar,20492,249150,238273,455960,54.64
8.08,SATYA NARAIN SHARMA,SITAMARHI,6,SOC,M,Bihar,19255,249150,238273,455960,54.64
33.53,SASHIRANJAN PRASAD SAH,PUPRI,1,INC,M,Bihar,74653,234633,222657,415653,56.45
25.1,HARI KISHORE SINGH,PUPRI,2,PSP,M,Bihar,55881,234633,222657,415653,56.45
23.97,NASIRUDDIN HAIDER KHAN,PUPRI,3,SWA,M,Bihar,53360,234633,222657,415653,56.45
11.91,THAKUR PRASAD SINGH,PUPRI,4,IND,M,Bihar,26521,234633,222657,415653,56.45
5.5,YOGENDRA PRASAD SINGH,PUPRI,5,SOC,M,Bihar,12242,234633,222657,415653,56.45
49.08,YAMUNA PRASAD MANDAL,JAINAGAR,1,INC,M,Bihar,101002,213516,205781,471460,45.29
34.9,BHOGENDRA JHA,JAINAGAR,2,CPI,M,Bihar,71810,213516,205781,471460,45.29
16.02,MOHAMMAD ABDUL GHAFOOR,JAINAGAR,3,SWA,M,Bihar,32969,213516,205781,471460,45.29
34.03,YOGENDRA JHA,MADHUBANI,1,PSP,M,Bihar,67832,208348,199301,427660,48.72
33.08,ANIRUDH SINHA,MADHUBANI,2,INC,M,Bihar,65920,208348,199301,427660,48.72
15.01,YOGESHWAR GHOSH,MADHUBANI,3,SWA,M,Bihar,29910,208348,199301,427660,48.72
10.56,SIA RAM YADAV,MADHUBANI,4,JS,M,Bihar,21056,208348,199301,427660,48.72
7.32,CHANDRA KISHORE JHA,MADHUBANI,5,IND,M,Bihar,14583,208348,199301,427660,48.72
41.49,SATYA NARYAN SINHA,SAMASTIPUR,1,INC,M,Bihar,82522,208396,198896,383747,54.31
30.66,RAJENDRA MAHTO,SAMASTIPUR,2,PSP,M,Bihar,60972,208396,198896,383747,54.31
22.83,RAMASRAY PRASAD CHOUDHARY,SAMASTIPUR,3,SWA,M,Bihar,45411,208396,198896,383747,54.31
5.02,BANARSI PRASAD SHA,SAMASTIPUR,4,SOC,M,Bihar,9991,208396,198896,383747,54.31
55.33,SHREE NARAYAN DAS,DARBHANGA,1,INC,M,Bihar,106979,201729,193341,487848,41.35
24.12,HARISH CHANDRA MISHRA,DARBHANGA,2,SWA,M,Bihar,46642,201729,193341,487848,41.35
20.54,MOHAMMAD YAQUB,DARBHANGA,3,PSP,M,Bihar,39720,201729,193341,487848,41.35
69.06,RAMESHWAR SAHU,ROSERA (SC),1,INC,M,Bihar,122921,185973,177997,431956,43.05
30.94,KEDAR PASWAN,ROSERA (SC),2,SOC,M,Bihar,55076,185973,177997,431956,43.05
49.22,BHUPENDRA NARAYAN MANDAL,SAHARSA,1,SOC,M,Bihar,97038,206752,197161,426782,48.44
41.54,LALIT NARAYAN MISHRA,SAHARSA,2,INC,M,Bihar,81905,206752,197161,426782,48.44
9.24,RAM ANUGRAH JHA,SAHARSA,3,SWA,M,Bihar,18218,206752,197161,426782,48.44
49.7,TULMOHAN RAM,SONBARSA (SC),1,INC,M,Bihar,92622,197517,186351,402111,49.12
18.46,RISHIDEO KESHVA,SONBARSA (SC),2,CPI,M,Bihar,34399,197517,186351,402111,49.12
15.58,MUSHAR KIRAI,SONBARSA (SC),3,SOC,M,Bihar,29032,197517,186351,402111,49.12
11.52,BATESHWAR SADA,SONBARSA (SC),4,SWA,M,Bihar,21466,197517,186351,402111,49.12
4.74,BHIKHAN RAJAK,SONBARSA (SC),5,PSP,M,Bihar,8832,197517,186351,402111,49.12
35.65,MOHAMMAD TAHIR,KISHANGANJ,1,INC,M,Bihar,64522,193111,180963,486140,39.72
27.61,BOKAI MANDAL,KISHANGANJ,2,SWA,M,Bihar,49967,193111,180963,486140,39.72
24.67,LAKHAN LALL KAPOOR,KISHANGANJ,3,PSP,M,Bihar,44649,193111,180963,486140,39.72
7.4,BISHWANATH MISHRA,KISHANGANJ,4,JS,M,Bihar,13385,193111,180963,486140,39.72
4.66,MAHBOOR RAHMAN,KISHANGANJ,5,IND,M,Bihar,8440,193111,180963,486140,39.72
55.0,PHANI GOPAL SEN GUPTA,PURNEA,1,INC,M,Bihar,117705,224636,213997,503100,44.65
22.39,BISHESHWAR NARAIN SHARMA,PURNEA,2,SWA,M,Bihar,47914,224636,213997,503100,44.65
12.29,RISHI KANT JHA,PURNEA,3,SOC,M,Bihar,26300,224636,213997,503100,44.65
10.32,DASRATH PRASAD CHOUDHARY,PURNEA,4,PSP,M,Bihar,22078,224636,213997,503100,44.65
45.44,PRIYA GUPTA,KATIHAR,1,PSP,M,Bihar,82531,190900,181609,451056,42.32
35.79,BHOLA NATH BISWAS,KATIHAR,2,INC,M,Bihar,64994,190900,181609,451056,42.32
7.15,NIDHI NATH JHA,KATIHAR,3,JS,M,Bihar,12980,190900,181609,451056,42.32
6.04,NAZIR AHMAD,KATIHAR,4,CPI,M,Bihar,10961,190900,181609,451056,42.32
5.59,PUNYANAND JHA,KATIHAR,5,SWA,M,Bihar,10143,190900,181609,451056,42.32
52.81,ISWAR MARANDI,RAJMAHAL (SC),1,JP,M,Bihar,74666,149409,141377,389321,38.38
39.6,PAIKA MURMU,RAJMAHAL (SC),2,INC,M,Bihar,55990,149409,141377,389321,38.38
7.58,SABNA DEHARI,RAJMAHAL (SC),3,IND,M,Bihar,10721,149409,141377,389321,38.38
42.69,PRABHUDAYAL HIMMATSINGKA,GODDA,1,INC,M,Bihar,78558,193437,184004,395448,48.92
32.05,MOHAN SINGH OBEROI,GODDA,2,JP,M,Bihar,58973,193437,184004,395448,48.92
11.25,RAM NANDAN PRASAD,GODDA,3,SWA,M,Bihar,20694,193437,184004,395448,48.92
10.15,AJOY CHANDRA CHOUDHURY,GODDA,4,CPI,M,Bihar,18680,193437,184004,395448,48.92
3.86,KANHU KISKU,GODDA,5,IND,M,Bihar,7099,193437,184004,395448,48.92
37.73,SATYA CHANDRA BESRA,DUMKA (ST),1,INC,M,Bihar,50430,140848,133643,399218,35.28
36.92,DEBI SOREN,DUMKA (ST),2,JP,M,Bihar,49345,140848,133643,399218,35.28
25.34,SATRUGHAN BESRA,DUMKA (ST),3,IND,M,Bihar,33868,140848,133643,399218,35.28
55.09,SHAKUNTALA DEVI,BANKA,1,INC,F,Bihar,87359,164957,158567,412008,40.04
31.51,KAZI S.A. MATIN,BANKA,2,SWA,M,Bihar,49965,164957,158567,412008,40.04
13.4,RAJENDRA PRASAD CHOUDHARY,BANKA,3,JP,M,Bihar,21243,164957,158567,412008,40.04
49.4,BHAGWAT JHA AZAD,BHAGALPUR,1,INC,M,Bihar,100657,212747,203756,436725,48.71
19.4,CHHABI NATH SINGH,BHAGALPUR,2,CPI,M,Bihar,39528,212747,203756,436725,48.71
15.15,ABDUL RAHMAN,BHAGALPUR,3,PSP,M,Bihar,30859,212747,203756,436725,48.71
8.63,KAMLESHWARI SAHAI,BHAGALPUR,4,SWA,M,Bihar,17582,212747,203756,436725,48.71
7.43,JYOTIRNATH MISHRA,BHAGALPUR,6,JS,M,Bihar,15130,212747,203756,436725,48.71
47.5,BANARSI PRASAD SINHA,MONGHYR,1,INC,M,Bihar,91861,201355,193402,374823,53.72
21.7,RAMESHAR YADAV,MONGHYR,2,PSP,M,Bihar,41960,201355,193402,374823,53.72
21.23,BHAGWAN DAS KESHRI,MONGHYR,3,SOC,M,Bihar,41063,201355,193402,374823,53.72
9.57,UMASHANKAR SARSOGI,MONGHYR,4,SWA,M,Bihar,18518,201355,193402,374823,53.72
49.52,NAYANTARA DAS,JAMUI (SC),1,INC,M,Bihar,101440,211878,204865,408420,51.88
27.16,RAMESHWAR PRASAD VERMA,JAMUI (SC),2,PSP,M,Bihar,55644,211878,204865,408420,51.88
23.32,BALDEO PASWAN,JAMUI (SC),3,CPI,M,Bihar,47781,211878,204865,408420,51.88
53.8,JIYALAL MANDAL,KHAGARIA,1,INC,M,Bihar,118385,231667,220033,431546,53.68
26.05,BIDAYA NAND,KHAGARIA,2,SWA,M,Bihar,57316,231667,220033,431546,53.68
20.15,MISHRI SINGH,KHAGARIA,3,SOC,M,Bihar,44332,231667,220033,431546,53.68
50.9,MATHURA PRASAD MISHRA,BEGUSARAI,1,INC,M,Bihar,105883,216821,208012,404740,53.57
24.6,AKHTAR HASMI,BEGUSARAI,2,CPI,M,Bihar,51163,216821,208012,404740,53.57
12.69,RUDRA NARAIN JHA,BEGUSARAI,3,PSP,M,Bihar,26405,216821,208012,404740,53.57
6.84,DEVA CHANDRA MAULI,BEGUSARAI,4,SWA,M,Bihar,14228,216821,208012,404740,53.57
4.97,GULAM MUSTAFA,BEGUSARAI,5,SOC,M,Bihar,10333,216821,208012,404740,53.57
43.5,SIDHESHWAR PRASAD,NALANDA,1,INC,M,Bihar,95883,228036,220425,453708,50.26
26.75,VIJAY KUMAR YADAV,NALANDA,2,CPI,M,Bihar,58969,228036,220425,453708,50.26
18.56,HARI HAR PRASAD,NALANDA,3,JS,M,Bihar,40921,228036,220425,453708,50.26
5.94,BODH NARAIN PRASAD,NALANDA,4,HMS,M,Bihar,13089,228036,220425,453708,50.26
3.0,MOQTAZIB SHAH,NALANDA,5,IND,M,Bihar,6622,228036,220425,453708,50.26
2.24,BADRO PRASAD SINGH,NALANDA,6,IND,M,Bihar,4941,228036,220425,453708,50.26
55.87,TARKESHWARI SINHA,BARH,1,INC,F,Bihar,103802,191615,185787,377162,50.8
35.3,NAND KISHORE PRASAD SINGH,BARH,2,SWA,M,Bihar,65581,191615,185787,377162,50.8
3.85,VASDEO SINGH,BARH,3,SOC,M,Bihar,7161,191615,185787,377162,50.8
2.49,BODH NARAIN PRASAD,BARH,4,HMS,M,Bihar,4635,191615,185787,377162,50.8
2.48,RAMNANDAN SINGH,BARH,5,IND,M,Bihar,4608,191615,185787,377162,50.8
44.89,RAMDULARI DEVI,PATNA,1,INC,F,Bihar,101687,232856,226536,400456,58.15
33.82,RAMAVATAR SHASHTRI,PATNA,2,CPI,M,Bihar,76605,232856,226536,400456,58.15
6.5,MAHTAB LALL SINGH,PATNA,3,JS,M,Bihar,14731,232856,226536,400456,58.15
6.05,GOPI RAM,PATNA,4,IND,M,Bihar,13705,232856,226536,400456,58.15
5.93,REYAZUR REHMAN,PATNA,5,IND,M,Bihar,13423,232856,226536,400456,58.15
2.82,RAJENDERA PRASAD GUPTA,PATNA,6,HMS,M,Bihar,6385,232856,226536,400456,58.15
61.28,BALI RAM BHAGAT,SHAHABAD,1,INC,M,Bihar,133373,224985,217628,415615,54.13
22.54,DIPNARAIN SINGH,SHAHABAD,2,SWA,M,Bihar,49046,224985,217628,415615,54.13
16.18,RAM KAILASH PANDEY,SHAHABAD,3,PSP,M,Bihar,35209,224985,217628,415615,54.13
43.08,ANANT PRASAD SHARMA,BUXAR,1,INC,M,Bihar,97962,234087,227391,453468,51.62
40.66,KAMAL SINGH,BUXAR,2,IND,M,Bihar,92446,234087,227391,453468,51.62
16.26,TRIBENI SINGH,BUXAR,3,SOC,M,Bihar,36983,234087,227391,453468,51.62
43.42,RAM SUBHAG SINGH,BIKRAMGANJ,1,INC,M,Bihar,98649,235421,227180,423247,55.62
38.73,SHEOPUJAN SINGH,BIKRAMGANJ,2,PSP,M,Bihar,87985,235421,227180,423247,55.62
9.47,LAKSHMAN SINGH,BIKRAMGANJ,3,SOC,M,Bihar,21508,235421,227180,423247,55.62
4.14,SANT PRASAD SINGH,BIKRAMGANJ,4,CPI,M,Bihar,9403,235421,227180,423247,55.62
2.85,HARIHAR TIWARI,BIKRAMGANJ,5,IND,M,Bihar,6470,235421,227180,423247,55.62
1.39,RAM RASAYAN SINGH,BIKRAMGANJ,6,IND,M,Bihar,3165,235421,227180,423247,55.62
54.27,JAGJIVAN RAM,SASARAM (SC),1,INC,M,Bihar,137060,261839,252531,416753,62.83
32.89,RAMESHWAR AGNIBHOJ,SASARAM (SC),2,SWA,M,Bihar,83065,261839,252531,416753,62.83
5.97,RAM PRAKASH LAL,SASARAM (SC),3,PSP,M,Bihar,15074,261839,252531,416753,62.83
4.65,SAHDEO RAM,SASARAM (SC),4,JS,M,Bihar,11738,261839,252531,416753,62.83
2.22,RAM VEYAS PRASAD,SASARAM (SC),5,SOC,M,Bihar,5594,261839,252531,416753,62.83
39.19,LALITA RAJYA LAXMI,AURANGABAD,1,SWA,F,Bihar,64552,171300,164706,409761,41.8
33.27,RAMESH PRASAD SINGH,AURANGABAD,2,INC,M,Bihar,54791,171300,164706,409761,41.8
16.17,PADARATH SINGH,AURANGABAD,3,PSP,M,Bihar,26633,171300,164706,409761,41.8
5.74,AKHOILESHWAR PD. SINGH,AURANGABAD,4,JS,M,Bihar,9453,171300,164706,409761,41.8
5.63,GUPTESHWAR,AURANGABAD,5,SOC,M,Bihar,9277,171300,164706,409761,41.8
33.37,SATYABHAMA DEVI,JAHANABAD,1,INC,F,Bihar,73893,231636,221449,436653,53.05
17.64,CHANDRA SHEKHAR SINGH,JAHANABAD,2,CPI,M,Bihar,39064,231636,221449,436653,53.05
12.99,SHIVBHAJAN SINGH,JAHANABAD,3,PSP,M,Bihar,28758,231636,221449,436653,53.05
12.02,KESHAV PRASAD SHARMA,JAHANABAD,4,IND,M,Bihar,26626,231636,221449,436653,53.05
8.33,JADUNANDAN PRASAD AZAD,JAHANABAD,5,SOC,M,Bihar,18442,231636,221449,436653,53.05
6.39,CHANDRABHUSHAN PD. SINGH,JAHANABAD,6,SWA,M,Bihar,14143,231636,221449,436653,53.05
5.18,RAZAK MIAN,JAHANABAD,7,IND,M,Bihar,11460,231636,221449,436653,53.05
2.66,NAGWANT NARAIN,JAHANABAD,8,IND,M,Bihar,5894,231636,221449,436653,53.05
1.43,RAJNANDAN SINGH,JAHANABAD,9,IND,M,Bihar,3169,231636,221449,436653,53.05
51.34,RAMDHANI DAS,NAWADA (SC),1,INC,M,Bihar,99106,203376,193032,420933,48.32
14.36,AKLOO MANJHI,NAWADA (SC),2,JS,M,Bihar,27712,203376,193032,420933,48.32
13.85,NAURANGI MUSHAR,NAWADA (SC),3,CPI,M,Bihar,26733,203376,193032,420933,48.32
9.98,BUNDI RAM PASI,NAWADA (SC),4,SWA,M,Bihar,19256,203376,193032,420933,48.32
7.89,LALA RAM,NAWADA (SC),5,PSP,M,Bihar,15231,203376,193032,420933,48.32
2.59,BARHO RAJWAR,NAWADA (SC),6,RRP,M,Bihar,4994,203376,193032,420933,48.32
43.49,BRAJESHWAR PRASAD,GAYA,1,INC,M,Bihar,69933,168595,160806,337429,49.96
31.8,K. BRIJKISHORE PD. SINGH,GAYA,2,SWA,M,Bihar,51135,168595,160806,337429,49.96
10.55,MADAN MOHAN SINGH,GAYA,3,PSP,M,Bihar,16963,168595,160806,337429,49.96
8.97,PARSURAM SINGH,GAYA,4,SOC,M,Bihar,14423,168595,160806,337429,49.96
5.19,AKHILESHWAR PD. SINGH,GAYA,5,JS,M,Bihar,8352,168595,160806,337429,49.96
62.53,VIJAYA RAJE,CHATRA,1,SWA,F,Bihar,88066,148344,140828,379753,39.06
37.47,TRIBHUWAN NATH,CHATRA,2,INC,M,Bihar,52762,148344,140828,379753,39.06
40.6,THAKUR BATESHWAR SINGH,GIRIDIH,1,SWA,M,Bihar,50469,129147,124309,374463,34.49
37.82,CHAPALENDU BHATTACHARYA,GIRIDIH,2,INC,M,Bihar,47011,129147,124309,374463,34.49
10.76,ALIJAN MIAN,GIRIDIH,3,CPI,M,Bihar,13378,129147,124309,374463,34.49
5.66,REWAT MAHTO,GIRIDIH,4,PSP,M,Bihar,7031,129147,124309,374463,34.49
5.16,BRAJ MOHAN PRASAD,GIRIDIH,5,IND,M,Bihar,6420,129147,124309,374463,34.49
37.81,P. R. CHAKRAVARTI,DHANBAD,1,INC,M,Bihar,75170,207276,198805,451555,45.9
25.64,SATCHIDANAND TRIGUNAIT,DHANBAD,2,SWA,M,Bihar,50964,207276,198805,451555,45.9
17.31,ARJUN AGARWALLA,DHANBAD,3,IND,M,Bihar,34405,207276,198805,451555,45.9
11.44,CHINMOY MUKERJEE,DHANBAD,4,CPI,M,Bihar,22748,207276,198805,451555,45.9
4.21,KAMESHWAR PRASAD,DHANBAD,5,SOC,M,Bihar,8378,207276,198805,451555,45.9
2.31,KAMTA PRASAD MAHTO,DHANBAD,6,IND,M,Bihar,4600,207276,198805,451555,45.9
1.28,BABULAL SULTANIA,DHANBAD,7,JS,M,Bihar,2540,207276,198805,451555,45.9
66.82,BASANT NARAIN SINGH,HAZARI BAGH,1,SWA,M,Bihar,81029,127042,121273,395311,32.14
28.38,MOHAMMAD ALIMUDDIN ANSARI,HAZARI BAGH,2,INC,M,Bihar,34418,127042,121273,395311,32.14
4.8,ENAMUL HAQUE,HAZARI BAGH,3,JP,M,Bihar,5826,127042,121273,395311,32.14
32.29,PRASHANTA KUMAR GHOSH,RANCHI EAST,1,SWA,M,Bihar,43256,142294,133959,373768,38.07
28.54,IBRAHIM ANSARI,RANCHI EAST,2,INC,M,Bihar,38233,142294,133959,373768,38.07
22.01,ARJUN AGARWALA,RANCHI EAST,3,JP,M,Bihar,29482,142294,133959,373768,38.07
7.64,GOPAL MAHATO,RANCHI EAST,4,IND,M,Bihar,10234,142294,133959,373768,38.07
5.31,ANANG MOHAN MUKHERJI,RANCHI EAST,5,IND,M,Bihar,7118,142294,133959,373768,38.07
1.48,CHAMU SINGH MUNDA,RANCHI EAST,6,IND,M,Bihar,1981,142294,133959,373768,38.07
1.39,SHOSHIE RAI SINGH,RANCHI EAST,7,IND,M,Bihar,1865,142294,133959,373768,38.07
1.34,M. H. BAZRAY MUNDA,RANCHI EAST,8,IND,M,Bihar,1790,142294,133959,373768,38.07
42.98,UDAIKAR MISHRA,JAMSHEDPUR,1,CPI,M,Bihar,75000,181726,174488,435297,41.75
31.63,N. C. MUKHERJEE,JAMSHEDPUR,2,INC,M,Bihar,55195,181726,174488,435297,41.75
16.96,SITARAM JAGTRAMKA,JAMSHEDPUR,3,JP,M,Bihar,29585,181726,174488,435297,41.75
4.57,MANECK HOMI,JAMSHEDPUR,4,IND,M,Bihar,7968,181726,174488,435297,41.75
3.86,AVADANAM SIMHA LAKHMINARA,JAMSHEDPUR,5,SWA,M,Bihar,6740,181726,174488,435297,41.75
42.5,HARICHARAN SOY,SINGHBHUM (ST),1,JP,M,Bihar,53269,134415,125343,413797,32.48
28.43,LAKHO BODRA,SINGHBHUM (ST),2,INC,M,Bihar,35631,134415,125343,413797,32.48
17.16,SINKU BINU SINGH,SINGHBHUM (ST),3,IND,M,Bihar,21505,134415,125343,413797,32.48
7.0,LANKA BARI,SINGHBHUM (ST),4,PSP,M,Bihar,8777,134415,125343,413797,32.48
4.92,SHIBNATH CHATAR,SINGHBHUM (ST),5,SOC,M,Bihar,6161,134415,125343,413797,32.48
52.56,JAIPAL SINGH,RANCHI WEST (ST),1,JP,M,Bihar,103310,211113,196570,421139,50.13
26.67,JOSEPH TIGGA,RANCHI WEST (ST),2,SWA,M,Bihar,52432,211113,196570,421139,50.13
20.77,LAL SINGH MUNRI,RANCHI WEST (ST),3,INC,M,Bihar,40828,211113,196570,421139,50.13
44.16,DAVID MUNZNI,LOHARDAGA (ST),1,SWA,M,Bihar,58174,139811,131722,368021,37.99
31.74,KARTICK ORAON,LOHARDAGA (ST),2,INC,M,Bihar,41804,139811,131722,368021,37.99
24.1,IGNES BECK,LOHARDAGA (ST),3,JP,M,Bihar,31744,139811,131722,368021,37.99
58.63,SHASHANK MANJARI,PALAMAU,1,SWA,M,Bihar,82170,146465,140145,386107,37.93
26.8,GAJENDRA PRASAD SINHA,PALAMAU,2,INC,M,Bihar,37561,146465,140145,386107,37.93
7.51,FUZAIL AHMAD VAKIL,PALAMAU,3,PSP,M,Bihar,10519,146465,140145,386107,37.93
7.06,RAJKUMAR MAHTO,PALAMAU,4,JP,M,Bihar,9895,146465,140145,386107,37.93
60.05,M. K. S. HIMATSINHJI VIJARAJJI,KUTCH,1,SWA,M,Bihar,145947,245400,243047,408740,60.04
34.64,BHAWANJI ARJAN KHIMJI,KUTCH,2,INC,M,Bihar,84189,245400,243047,408740,60.04
5.31,PRANLAL NANCHAND SHAH,KUTCH,3,NJP,M,Bihar,12911,245400,243047,408740,60.04
54.37,GHANSHYAMBHAI CHHOTALAL OZA,SURENDRANAGAR,1,INC,M,Bihar,123006,237383,226230,437334,54.28
35.78,BHANUMATIBEN DAHYABHAI PATEL,SURENDRANAGAR,2,IND,F,Bihar,80955,237383,226230,437334,54.28
4.94,JAGANNATH JAGJIVAN TRIVEDI,SURENDRANAGAR,3,PSP,M,Bihar,11186,237383,226230,437334,54.28
4.9,AMRATLAL LILADHAR KOTAK,SURENDRANAGAR,4,JS,M,Bihar,11083,237383,226230,437334,54.28
55.25,UCHHARANGRAI NAVALSHANKER DHEBAR,RAJKOT,1,INC,M,Bihar,102344,196430,185253,390228,50.34
33.1,NAROTTAM LAXMICHAND SHAH,RAJKOT,2,IND,M,Bihar,61311,196430,185253,390228,50.34
11.66,HARILAL AMRITLAL MANKAD,RAJKOT,3,IND,M,Bihar,21598,196430,185253,390228,50.34
71.67,MANUBHAI MANSUKHLAL SHAH,JAMNAGAR,1,INC,M,Bihar,122628,179812,171104,426809,42.13
28.33,MAGANLAL BHAGWANJI JOSHI,JAMNAGAR,2,SWA,M,Bihar,48476,179812,171104,426809,42.13
59.72,CHITTARANJAN RUGNATH RAJA,JUNAGADH,1,INC,M,Bihar,123288,217574,206427,423066,51.43
26.93,VENIBHAI PURUSOTAM ARYA,JUNAGADH,2,IND,M,Bihar,55598,217574,206427,423066,51.43
13.34,NARANDAS VITHALDAS PAUN,JUNAGADH,3,JS,M,Bihar,27541,217574,206427,423066,51.43
65.2,JAYABEN VAJUBHAI SHAH,AMRELI,1,INC,F,Bihar,139459,226282,213900,418212,54.11
34.8,MATHURADAS HARJIVANDAS MAHETA,AMRELI,2,PSP,M,Bihar,74441,226282,213900,418212,54.11
48.78,JASHVANTRAI NANUBHAI MEHTA,BHAVNAGAR,1,PSP,M,Bihar,98099,211500,201098,448886,47.12
43.87,JADAVJI KESHAVJI MODI,BHAVNAGAR,2,INC,M,Bihar,88225,211500,201098,448886,47.12
7.35,BHANUMATI DAHYABHAI PATEL,BHAVNAGAR,3,SWA,F,Bihar,14774,211500,201098,448886,47.12
57.23,JOHARABEN AKABARBHAI CHAVADA,BANASKANTHA,1,INC,F,Bihar,115931,207282,202556,441054,47.0
30.1,KANHAIYALAL BHABHUTBHAI MEHTA,BANASKANTHA,2,SWA,M,Bihar,60975,207282,202556,441054,47.0
6.6,MOTISINH BAHADURSINH THAKORE,BANASKANTHA,3,JS,M,Bihar,13364,207282,202556,441054,47.0
6.07,MAGANLAL HIRJI VYAS,BANASKANTHA,4,HMS,M,Bihar,12286,207282,202556,441054,47.0
51.34,GULZARILAL BULAKHIDAS NANDA,SABARKANTHA,1,INC,M,Bihar,129468,264084,252158,417575,63.24
41.58,PASHABHAI CHHOTABHAI PATEL,SABARKANTHA,2,SWA,M,Bihar,104859,264084,252158,417575,63.24
7.07,GUNOTTAM PURUSHOTTAM HUTHEESING,SABARKANTHA,3,PSP,M,Bihar,17831,264084,252158,417575,63.24
51.15,MANSINH PRITHVIRAJ PATEL,MEHSANA,1,INC,M,Bihar,154631,312287,302324,446979,69.87
48.85,RAMCHANDRA JAMNADAS AMIN,MEHSANA,2,SWA,M,Bihar,147693,312287,302324,446979,69.87
57.83,PURUSHOTTAMDAS RANCHHODDAS PATEL,PATAN,1,INC,M,Bihar,125797,228791,217521,389956,58.67
26.56,KANTIPRASAD JAYSHANKER YAGNIK,PATAN,2,SWA,M,Bihar,57784,228791,217521,389956,58.67
8.04,MOTISINH BAHADURSINH THAKORE,PATAN,3,JS,M,Bihar,17486,228791,217521,389956,58.67
4.25,PURSHORAMDAS RANCHHODDAS BAROT,PATAN,4,IND,M,Bihar,9249,228791,217521,389956,58.67
3.31,VASARAMBHAI AMARAM JOSHI,PATAN,5,IND,M,Bihar,7205,228791,217521,389956,58.67
52.64,INDULAL KANAIYALAL YAGNIK,AHMEDABAD,1,NJP,M,Bihar,134323,270346,255169,433392,62.38
44.18,SHAMPRASAD RUPSHANKER VASAVDA,AHMEDABAD,2,INC,M,Bihar,112731,270346,255169,433392,62.38
3.18,PURUSHOTTAM VITHALDAS PATEL,AHMEDABAD,3,IND,M,Bihar,8115,270346,255169,433392,62.38
49.4,MULDAS BHUDARDAS VAISHYA,SABARMATI (SC),1,INC,M,Bihar,128242,274322,259581,454460,60.36
32.37,GULABRAY HIRALAL MARAYA,SABARMATI (SC),2,SWA,M,Bihar,84031,274322,259581,454460,60.36
18.22,KARSHANDAS UKABHAI PARMAR,SABARMATI (SC),3,REP,M,Bihar,47308,274322,259581,454460,60.36
53.6,KUMAR NARENDRASINH RANJITSINH MAHIDA,ANAND,1,SWA,M,Bihar,169116,326364,315503,472873,69.02
46.4,MANIBEN VALLABHBHAI PATEL,ANAND,2,INC,F,Bihar,146387,326364,315503,472873,69.02
49.42,PRAVINSINH NATVERSINH SOLANKI,KAIRA,1,SWA,M,Bihar,134112,283986,271376,436539,65.05
44.77,THAKORSHRI FATEHSINHJI RATANSINHJI DABHI,KAIRA,2,INC,NA,Bihar,121499,283986,271376,436539,65.05
5.81,NATVERSINH KESARISINH SOLANKI,KAIRA,3,IND,M,Bihar,15765,283986,271376,436539,65.05
45.0,DAHYABHAI JIVANJI NAIK,PANCHMAHALS,1,INC,M,Bihar,85380,199777,189726,408271,48.93
36.45,PRATAPSINH HIRABHAI PATEL,PANCHMAHALS,2,SWA,M,Bihar,69147,199777,189726,408271,48.93
14.35,AMUL MAGANLAL DESAI,PANCHMAHALS,3,PSP,M,Bihar,27226,199777,189726,408271,48.93
4.2,CHATURBHAI SOMABHAI PATEL,PANCHMAHALS,4,HMS,M,Bihar,7973,199777,189726,408271,48.93
45.96,HIRABHAI KUNVERBHAI BARIA,DOHAD (SC),1,SWA,M,Bihar,107348,250518,233560,443761,56.45
44.07,NARSIBHAI KANJIBHAI HATHILA,DOHAD (SC),2,INC,M,Bihar,102935,250518,233560,443761,56.45
9.97,LAXMANBHAI KOYABHAI SINGADA,DOHAD (SC),3,IND,M,Bihar,23277,250518,233560,443761,56.45
73.08,SHRIMANT MAHARAJA FATEHSINHRAO PRATAPSINHRAO,BARODA,1,INC,M,Bihar,189562,273079,259393,446026,61.22
17.58,MITHABHAI JORABHAI PATEL,BARODA,2,IND,M,Bihar,45590,273079,259393,446026,61.22
6.39,KIKUBHAI PRANSHANKAR BHATT,BARODA,3,IND,M,Bihar,16574,273079,259393,446026,61.22
2.96,BACHUBHAI GIRDHARLAL ARYA,BARODA,4,IND,M,Bihar,7667,273079,259393,446026,61.22
46.34,CHHOTUBHAI MAKANBHAI PATEL,BROACH,1,INC,M,Bihar,130060,293564,280661,429499,68.35
36.35,LILAVATI KANHAIYALAL MUNSHI,BROACH,2,SWA,F,Bihar,102023,293564,280661,429499,68.35
17.31,ASADALI MOHMEDALI SAIYED,BROACH,3,NJP,M,Bihar,48578,293564,280661,429499,68.35
